MYA	WAD
932.7122	8.9052
932.9867	8.9051
933.2612	8.905
933.5356	8.905
933.8102	8.9049
934.0848	8.9048
934.3593	8.9048
934.6322	8.8492
934.9068	8.8491
935.1813	8.849
935.4558	8.849
935.7304	8.8489
936.0049	8.8488
936.2793	8.8488
936.5539	8.8487
936.8284	8.8486
937.103	8.8486
937.3775	8.8485
937.6505	8.7929
937.925	8.7928
938.1995	8.7927
938.474	8.7927
938.7486	8.7926
939.0231	8.7925
939.2976	8.7925
939.5721	8.7924
939.8466	8.7923
940.1212	8.7923
940.3957	8.7922
940.6702	8.7921
940.9447	8.7921
941.2192	8.792
941.4922	8.7364
941.7667	8.7363
942.0413	8.7363
942.3158	8.7362
942.5903	8.7361
942.8648	8.7361
943.1393	8.736
943.4139	8.7359
943.6884	8.7359
943.9628	8.7358
944.2374	8.7357
944.5119	8.7357
944.7849	8.68
945.0594	8.68
945.334	8.6799
945.6085	8.6798
945.883	8.6798
946.1575	8.6797
946.4321	8.6796
946.7066	8.6796
946.9811	8.6795
947.2556	8.6794
947.5301	8.6794
947.8047	8.6793
948.0792	8.6792
948.3537	8.6792
948.6267	8.6235
948.9012	8.6235
949.1757	8.6234
949.4502	8.6233
949.7248	8.6233
949.9992	8.6232
950.2738	8.6231
950.5483	8.6231
950.8228	8.623
951.0974	8.6229
951.3719	8.6229
951.6449	8.5673
951.9194	8.5672
952.1939	8.5671
952.4684	8.5671
952.7429	8.567
953.0175	8.5669
953.292	8.5669
953.5665	8.5668
953.841	8.5667
954.1156	8.5667
954.3901	8.5666
954.6646	8.5665
954.9391	8.5665
955.2136	8.5664
955.4866	8.5108
955.761	8.5107
956.0357	8.5106
956.3102	8.5106
956.5847	8.5105
956.8592	8.5104
957.1337	8.5104
957.4083	8.5103
957.6827	8.5102
957.9573	8.5102
958.2318	8.5101
958.5063	8.51
958.7809	8.51
959.0539	8.4544
959.3284	8.4543
959.6029	8.4542
959.8774	8.4542
960.1519	8.4541
960.4264	8.454
960.701	8.454
960.9755	8.4539
961.25	8.4538
961.5245	8.4538
961.7991	8.4537
962.0735	8.4536
962.3481	8.4536
962.6226	8.4535
962.8971	8.4534
963.1717	8.4534
963.4462	8.4533
963.7191	8.3977
963.9937	8.3976
964.2682	8.3975
964.5427	8.3975
964.8172	8.3974
965.0918	8.3973
965.3663	8.3973
965.6408	8.3972
965.9153	8.3971
966.1898	8.3971
966.4644	8.397
966.7389	8.3969
967.0119	8.3413
967.2864	8.3413
967.5609	8.3412
967.8354	8.3411
968.11	8.3411
968.3845	8.341
968.659	8.3409
968.9335	8.3409
969.208	8.3408
969.4826	8.3407
969.757	8.3407
970.0316	8.3406
970.3061	8.3405
970.5806	8.3405
970.8552	8.3404
971.1297	8.3403
971.4042	8.3403
971.6787	8.3402
971.9517	8.2846
972.2262	8.2845
972.5008	8.2844
972.7753	8.2844
973.0498	8.2843
973.3243	8.2842
973.5988	8.2842
973.8733	8.2841
974.1479	8.284
974.4224	8.284
974.6968	8.2839
974.9714	8.2838
975.2459	8.2838
975.5189	8.2281
975.7934	8.2281
976.068	8.228
976.3425	8.2279
976.617	8.2279
976.8915	8.2278
977.1661	8.2277
977.4405	8.2277
977.7151	8.2276
977.9896	8.2276
978.2641	8.2275
978.5387	8.2274
978.8132	8.2274
979.0877	8.2273
979.3622	8.2272
979.6367	8.2272
979.9113	8.2271
980.1858	8.227
980.4603	8.227
980.7332	8.1713
981.0078	8.1713
981.2823	8.1712
981.5569	8.1711
981.8314	8.1711
982.1059	8.171
982.3804	8.1709
982.6549	8.1709
982.9294	8.1708
983.204	8.1707
983.4785	8.1707
983.753	8.1706
984.0275	8.1705
984.302	8.1705
984.5766	8.1703
984.8511	8.1703
985.1256	8.1703
985.4001	8.1702
985.6731	8.1146
985.9476	8.1145
986.2222	8.1144
986.4967	8.1144
986.7711	8.1143
987.0457	8.1142
987.3202	8.1142
987.5948	8.1141
987.8693	8.114
988.1438	8.114
988.4183	8.1139
988.6928	8.1138
988.9674	8.1138
989.2419	8.1137
989.5164	8.1136
989.7909	8.1136
990.0654	8.1135
990.34	8.1134
990.6145	8.1134
990.8875	8.0578
991.162	8.0577
991.4365	8.0576
991.7109	8.0576
991.9855	8.0575
992.2601	8.0574
992.5346	8.0574
992.8091	8.0573
993.0836	8.0572
993.358	8.0572
993.6327	8.0571
993.9072	8.057
994.1817	8.057
994.4562	8.0569
994.7307	8.0568
995.0053	8.0568
995.2798	8.0567
995.5558	8.1122
995.8304	8.1121
995.8288	8.0566
996.1033	8.0565
996.1018	8.0009
996.3748	7.9453
996.6478	7.8897
