time	diversity	m_div	M_div
197.103238774	3.98	3	6
197.203257363	3.98	3	6
197.303275952	3.98	3	6
197.403294541	3.97	3	6
197.50331313	3.98	3	6
197.603331718	3.97	3	6
197.703350307	3.99	3	6
197.803368896	4.02	3	6
197.903387485	4.04	3	6
198.003406074	4.07	3	6
198.103424663	4.09	3	6
198.203443251	4.1	3	6
198.30346184	4.14	3	6
198.403480429	4.13	3	6
198.503499018	4.14	3	6
198.603517607	4.16	3	6
198.703536196	4.2	3	6
198.803554784	4.19	3	6
198.903573373	4.23	3	6
199.003591962	4.25	3	6
199.103610551	4.27	3	6
199.20362914	4.29	3	6
199.303647729	4.29	3	6
199.403666318	4.31	3	6
199.503684906	4.33	3	6
199.603703495	4.34	3	6
199.703722084	4.38	3	6
199.803740673	4.38	3	6
199.903759262	4.41	3	6
200.003777851	4.42	3	6
200.103796439	4.45	3	6
200.203815028	4.46	3	6
200.303833617	4.47	3	6
200.403852206	4.47	3	6
200.503870795	4.46	3	6
200.603889384	4.47	3	6
200.703907972	4.48	3	7
200.803926561	4.49	3	7
200.90394515	4.49	3	7
201.003963739	4.5	4	7
201.103982328	4.49	4	7
201.204000917	4.49	4	7
201.304019505	4.5	4	7
201.404038094	4.5	4	7
201.504056683	4.5	4	7
201.604075272	4.5	4	7
201.704093861	4.52	4	7
201.80411245	4.52	4	7
201.904131038	4.53	4	7
202.004149627	4.53	4	7
202.104168216	4.52	4	7
202.204186805	4.52	4	7
202.304205394	4.52	4	7
202.404223983	4.52	4	7
202.504242571	4.52	4	7
202.60426116	4.53	4	7
202.704279749	4.53	4	7
202.804298338	4.53	4	7
202.904316927	4.54	4	7
203.004335516	4.56	4	7
203.104354105	4.56	4	7
203.204372693	4.56	4	7
203.304391282	4.56	4	7
203.404409871	4.58	4	7
203.50442846	4.58	4	7
203.604447049	4.58	4	7
203.704465638	4.58	4	7
203.804484226	4.59	4	7
203.904502815	4.6	4	7
204.004521404	4.6	4	7
204.104539993	4.61	4	7
204.204558582	4.6	4	7
204.304577171	4.6	4	7
204.404595759	4.6	4	7
204.504614348	4.62	4	7
204.604632937	4.62	4	7
204.704651526	4.62	4	7
204.804670115	4.64	4	7
204.904688704	4.65	4	7
205.004707292	4.66	4	7
205.104725881	4.66	4	7
205.20474447	4.69	4	7
205.304763059	4.7	4	7
205.404781648	4.71	4	7
205.504800237	4.71	4	7
205.604818825	4.76	4	7
205.704837414	4.77	4	7
205.804856003	4.82	4	7
205.904874592	4.83	4	7
206.004893181	4.86	4	8
206.10491177	4.93	4	8
206.204930359	4.94	4	8
206.304948947	4.96	4	8
206.404967536	5.01	4	8
206.504986125	5.05	4	8
206.605004714	5.09	4	8
206.705023303	5.14	4	8
206.805041892	5.18	4	8
206.90506048	5.3	4	8
207.005079069	5.43	4	8
207.105097658	5.56	4	8
207.205116247	5.74	4	8
207.305134836	5.91	4	8
207.405153425	6.07	4	8
207.505172013	6.24	4	9
207.605190602	6.3	5	9
207.705209191	6.34	5	9
207.80522778	6.36	5	9
207.905246369	6.37	5	9
208.005264958	6.37	5	9
208.105283546	6.4	6	9
208.205302135	6.39	6	9
208.305320724	6.39	6	9
208.405339313	6.39	6	9
208.505357902	6.4	6	9
208.605376491	6.4	6	9
208.705395079	6.42	6	9
208.805413668	6.42	6	9
208.905432257	6.42	6	9
209.005450846	6.42	6	9
209.105469435	6.41	5	9
209.205488024	6.33	5	9
209.305506613	6.25	5	9
209.405525201	6.11	5	9
209.50554379	5.94	5	9
209.605562379	5.87	5	9
209.705580968	5.76	5	9
209.805599557	5.65	5	9
209.905618146	5.61	5	9
210.005636734	5.59	5	9
210.105655323	5.62	5	9
210.205673912	5.63	5	9
210.305692501	5.65	5	9
210.40571109	5.8	5	9
210.505729679	5.9	5	9
210.605748267	6.03	5	9
210.705766856	6.19	5	9
210.805785445	6.27	5	9
210.905804034	6.39	5	9
211.005822623	6.41	6	9
211.105841212	6.41	6	9
211.2058598	6.41	6	9
211.305878389	6.41	6	9
211.405896978	6.4	6	9
211.505915567	6.4	6	9
211.605934156	6.4	6	9
211.705952745	6.4	6	9
211.805971333	6.4	6	9
211.905989922	6.4	6	9
212.006008511	6.4	6	9
212.1060271	6.4	6	9
212.206045689	6.4	6	9
212.306064278	6.39	5	9
212.406082867	6.37	5	9
212.506101455	6.34	5	9
212.606120044	6.19	5	9
212.706138633	6.05	5	9
212.806157222	5.89	5	9
212.906175811	5.77	5	9
213.0061944	5.67	5	9
213.106212988	5.59	5	9
213.206231577	5.57	5	9
213.306250166	5.5	5	8
213.406268755	5.47	5	8
213.506287344	5.47	5	8
213.606305933	5.47	5	8
213.706324521	5.46	5	8
213.80634311	5.45	5	8
213.906361699	5.44	5	8
214.006380288	5.43	5	8
214.106398877	5.41	5	8
214.206417466	5.39	5	8
214.306436054	5.39	5	8
214.406454643	5.39	5	8
214.506473232	5.39	5	8
214.606491821	5.39	5	8
214.70651041	5.39	5	8
214.806528999	5.39	5	8
214.906547587	5.39	5	8
215.006566176	5.39	5	8
215.106584765	5.39	5	8
215.206603354	5.39	5	8
215.306621943	5.39	5	8
215.406640532	5.39	5	8
215.506659121	5.39	5	8
215.606677709	5.38	5	7
215.706696298	5.39	5	7
215.806714887	5.39	5	7
215.906733476	5.39	5	7
216.006752065	5.39	5	7
216.106770654	5.4	5	8
216.206789242	5.41	5	8
216.306807831	5.42	5	8
216.40682642	5.43	5	8
216.506845009	5.44	5	8
216.606863598	5.46	5	8
216.706882187	5.57	5	8
216.806900775	5.69	5	8
216.906919364	5.76	5	8
217.006937953	5.86	5	8
217.106956542	6.02	5	8
217.206975131	6.2	5	8
217.30699372	6.29	5	8
217.407012308	6.37	6	8
217.507030897	6.38	6	8
217.607049486	6.38	6	8
217.707068075	6.38	6	8
217.807086664	6.38	6	8
217.907105253	6.38	6	8
218.007123841	6.38	6	8
218.10714243	6.37	6	8
218.207161019	6.37	6	8
218.307179608	6.37	6	8
218.407198197	6.37	6	8
218.507216786	6.37	6	8
218.607235374	6.36	6	8
218.707253963	6.36	6	8
218.807272552	6.35	5	8
218.907291141	6.28	5	8
219.00730973	6.22	5	8
219.107328319	6.05	5	8
219.207346908	5.89	5	8
219.307365496	5.72	5	8
219.407384085	5.61	5	8
219.507402674	5.53	5	8
219.607421263	5.49	5	8
219.707439852	5.43	5	8
219.807458441	5.4	5	7
219.907477029	5.38	5	7
220.007495618	5.35	5	7
220.107514207	5.34	5	7
220.207532796	5.35	5	7
220.307551385	5.35	5	7
220.407569974	5.35	5	7
220.507588562	5.35	5	7
220.607607151	5.35	5	7
220.70762574	5.35	5	7
220.807644329	5.35	5	7
220.907662918	5.35	5	7
221.007681507	5.35	5	7
221.107700095	5.35	5	7
221.207718684	5.35	5	7
221.307737273	5.35	5	7
221.407755862	5.35	5	7
221.507774451	5.35	5	7
221.60779304	5.35	5	7
221.707811628	5.35	5	7
221.807830217	5.35	5	7
221.907848806	5.35	5	7
222.007867395	5.35	5	7
222.107885984	5.35	5	7
222.207904573	5.35	5	7
222.307923162	5.35	5	7
222.40794175	5.35	5	7
222.507960339	5.35	5	7
222.607978928	5.35	5	7
222.707997517	5.35	5	7
222.808016106	5.35	5	7
222.908034695	5.35	5	7
223.008053283	5.35	5	7
223.108071872	5.35	5	7
223.208090461	5.35	5	7
223.30810905	5.35	5	7
223.408127639	5.35	5	7
223.508146228	5.36	5	7
223.608164816	5.36	5	7
223.708183405	5.36	5	7
223.808201994	5.36	5	7
223.908220583	5.36	5	7
224.008239172	5.36	5	7
224.108257761	5.36	5	7
224.208276349	5.35	5	7
224.308294938	5.35	5	7
224.408313527	5.35	5	7
224.508332116	5.35	5	7
224.608350705	5.35	5	7
224.708369294	5.35	5	7
224.808387882	5.35	5	7
224.908406471	5.35	5	7
225.00842506	5.35	5	7
225.108443649	5.35	5	7
225.208462238	5.35	5	7
225.308480827	5.35	5	7
225.408499416	5.36	5	7
225.508518004	5.36	5	7
225.608536593	5.36	5	7
225.708555182	5.35	5	7
225.808573771	5.36	5	7
225.90859236	5.36	5	7
226.008610949	5.36	5	7
226.108629537	5.36	5	7
226.208648126	5.36	5	7
226.308666715	5.36	5	7
226.408685304	5.36	5	7
226.508703893	5.36	5	7
226.608722482	5.35	4	7
226.70874107	5.32	4	7
226.808759659	5.28	4	7
226.908778248	5.25	4	7
227.008796837	5.2	4	7
227.108815426	5.14	4	7
227.208834015	5.1	4	7
227.308852603	5.07	4	7
227.408871192	5.04	4	7
227.508889781	4.97	4	7
227.60890837	4.93	4	7
227.708926959	4.84	4	7
227.808945548	4.81	4	7
227.908964136	4.78	4	7
228.008982725	4.72	4	7
228.109001314	4.68	4	7
228.209019903	4.68	4	7
228.309038492	4.67	4	7
228.409057081	4.66	4	7
228.50907567	4.64	4	7
228.609094258	4.63	4	7
228.709112847	4.62	4	7
228.809131436	4.6	4	7
228.909150025	4.59	4	7
229.009168614	4.57	4	7
229.109187203	4.55	4	7
229.209205791	4.5	3	7
229.30922438	4.42	3	7
229.409242969	4.38	3	7
229.509261558	4.3	3	7
229.609280147	4.27	3	7
229.709298736	4.22	3	7
229.809317324	4.17	3	7
229.909335913	4.12	3	7
230.009354502	4.06	3	7
230.109373091	3.97	3	7
230.20939168	3.87	3	7
230.309410269	3.84	3	7
230.409428857	3.82	3	7
230.509447446	3.8	3	7
230.609466035	3.78	3	7
230.709484624	3.74	3	7
230.809503213	3.66	3	6
230.909521802	3.63	3	6
231.00954039	3.63	3	6
231.109558979	3.62	3	6
231.209577568	3.61	3	6
231.309596157	3.6	3	6
231.409614746	3.58	3	6
231.509633335	3.58	3	6
231.609651924	3.57	3	6
231.709670512	3.56	3	6
231.809689101	3.55	3	6
231.90970769	3.53	3	6
232.009726279	3.51	3	6
232.109744868	3.5	3	6
232.209763457	3.49	3	6
232.309782045	3.47	3	6
232.409800634	3.47	3	6
232.509819223	3.47	3	6
232.609837812	3.47	3	6
232.709856401	3.47	3	6
232.80987499	3.47	3	6
232.909893578	3.47	3	6
233.009912167	3.47	3	6
233.109930756	3.47	3	6
233.209949345	3.47	3	6
233.309967934	3.47	3	6
233.409986523	3.47	3	6
233.510005111	3.47	3	6
233.6100237	3.45	3	6
233.710042289	3.45	3	6
233.810060878	3.45	3	6
233.910079467	3.45	3	6
234.010098056	3.45	3	6
234.110116644	3.45	3	6
234.210135233	3.44	3	5
234.310153822	3.44	3	5
234.410172411	3.44	3	5
234.510191	3.44	3	5
234.610209589	3.44	3	5
234.710228177	3.44	3	5
234.810246766	3.44	3	5
234.910265355	3.43	3	5
235.010283944	3.43	3	5
235.110302533	3.43	3	5
235.210321122	3.43	3	5
235.310339711	3.43	3	5
235.410358299	3.43	3	5
235.510376888	3.43	3	5
235.610395477	3.43	3	5
235.710414066	3.43	3	5
235.810432655	3.43	2	5
235.910451244	3.44	2	5
236.010469832	3.42	2	5
236.110488421	3.38	2	5
236.21050701	3.33	2	5
236.310525599	3.3	2	5
236.410544188	3.25	2	5
236.510562777	3.14	1	5
236.610581365	3.09	1	5
236.710599954	3.02	1	5
236.810618543	2.94	1	5
236.910637132	2.91	1	5
237.010655721	2.85	1	5
237.11067431	2.76	1	5
237.210692898	2.75	1	5
237.310711487	2.69	1	5
237.410730076	2.65	1	5
237.510748665	2.61	1	5
237.610767254	2.58	1	5
237.710785843	2.56	1	5
237.810804431	2.51	1	5
237.91082302	2.47	1	5
238.010841609	2.46	1	5
238.110860198	2.42	1	5
238.210878787	2.4	1	5
238.310897376	2.36	1	5
238.410915965	2.35	1	5
238.510934553	2.34	1	5
238.610953142	2.33	1	5
238.710971731	2.33	1	5
238.81099032	2.32	1	5
238.911008909	2.31	1	5
239.011027498	2.31	1	5
239.111046086	2.28	1	5
239.211064675	2.27	1	5
239.311083264	2.26	1	5
239.411101853	2.25	1	5
239.511120442	2.25	1	5
239.611139031	2.25	1	5
239.711157619	2.24	1	5
239.811176208	2.24	1	5
239.911194797	2.23	1	5
240.011213386	2.23	1	5
240.111231975	2.23	1	5
240.211250564	2.21	1	5
240.311269152	2.18	1	4
240.411287741	2.18	1	4
240.51130633	2.18	1	4
240.611324919	2.18	1	4
240.711343508	2.15	1	4
240.811362097	2.15	1	4
240.911380685	2.14	1	4
241.011399274	2.12	1	4
241.111417863	2.11	1	4
241.211436452	2.09	1	4
241.311455041	2.07	1	4
241.41147363	2.07	1	4
241.511492219	2.07	1	4
241.611510807	2.06	1	4
241.711529396	2.05	1	4
241.811547985	2.05	1	4
241.911566574	2.04	1	4
242.011585163	2.03	1	4
242.111603752	2.03	1	4
242.21162234	2.03	1	4
242.311640929	2.04	1	4
242.411659518	2.04	1	4
242.511678107	2.04	1	4
242.611696696	2.03	1	4
242.711715285	2.04	1	4
242.811733873	2.04	1	4
242.911752462	2.03	1	4
243.011771051	2.04	1	4
243.11178964	2.05	1	4
243.211808229	2.06	1	4
243.311826818	2.05	1	4
243.411845406	2.05	1	4
243.511863995	2.04	1	4
243.611882584	2.03	1	4
243.711901173	2.02	1	4
243.811919762	2.02	1	4
243.911938351	2.02	1	4
244.011956939	2.01	1	4
244.111975528	2.0	1	4
244.211994117	2.0	1	4
244.312012706	2.01	1	4
244.412031295	2.01	1	4
244.512049884	2.0	1	4
244.612068473	2.01	1	4
244.712087061	2.0	1	4
244.81210565	1.99	1	4
244.912124239	1.98	1	4
245.012142828	1.98	1	4
245.112161417	1.98	1	4
245.212180006	1.98	1	4
245.312198594	1.97	1	4
245.412217183	1.97	1	4
245.512235772	1.97	1	4
245.612254361	1.97	1	4
245.71227295	1.96	1	4
245.812291539	1.96	1	4
245.912310127	1.96	1	4
246.012328716	1.94	1	4
246.112347305	1.94	1	4
246.212365894	1.94	1	4
246.312384483	1.94	1	4
246.412403072	1.94	1	4
246.51242166	1.95	1	4
246.612440249	1.95	1	4
246.712458838	1.96	1	4
246.812477427	1.96	1	4
246.912496016	1.95	1	4
247.012514605	1.94	1	4
247.112533193	1.94	1	4
247.212551782	1.94	1	4
247.312570371	1.94	1	4
247.41258896	1.94	1	4
247.512607549	1.94	1	4
247.612626138	1.96	1	4
247.712644727	1.96	1	4
247.812663315	1.97	1	4
247.912681904	1.97	1	4
248.012700493	1.98	1	5
248.112719082	1.99	1	6
248.212737671	1.99	1	6
248.31275626	1.99	1	6
248.412774848	1.99	1	6
248.512793437	1.99	1	6
248.612812026	2.0	1	6
248.712830615	2.01	1	6
248.812849204	2.02	1	6
248.912867793	2.02	1	6
249.012886381	2.03	1	6
249.11290497	2.03	1	6
249.212923559	2.04	1	6
249.312942148	2.05	1	6
249.412960737	2.06	1	6
249.512979326	2.07	1	6
249.612997914	2.08	1	6
249.713016503	2.1	1	6
249.813035092	2.12	1	6
249.913053681	2.13	1	6
250.01307227	2.16	1	6
250.113090859	2.17	1	6
250.213109447	2.17	1	6
250.313128036	2.18	1	6
250.413146625	2.23	1	6
250.513165214	2.24	1	6
250.613183803	2.29	1	6
250.713202392	2.38	1	8
250.81322098	2.49	1	8
250.913239569	2.5	1	8
251.013258158	2.6	1	8
251.113276747	2.74	1	8
251.213295336	2.83	1	8
251.313313925	3.02	1	8
251.413332514	3.18	1	8
251.513351102	3.33	1	8
251.613369691	3.47	1	8
251.71338828	3.59	1	8
251.813406869	3.81	1	9
251.913425458	3.94	1	9
252.013444047	4.08	1	9
252.113462635	4.36	1	9
252.213481224	4.63	1	10
252.313499813	4.85	2	10
252.413518402	4.99	2	10
252.513536991	5.16	2	10
252.61355558	5.36	2	11
252.713574168	5.69	2	11
252.813592757	6.01	2	12
252.913611346	6.33	2	12
253.013629935	6.64	3	12
253.113648524	6.94	2	12
253.213667113	7.35	2	13
253.313685701	7.55	2	13
253.41370429	7.83	2	13
253.513722879	8.12	2	14
253.613741468	8.4	2	14
253.713760057	8.74	1	15
253.813778646	9.14	1	15
253.913797234	9.46	2	16
254.013815823	9.57	2	16
254.113834412	9.89	3	16
254.213853001	10.18	5	15
254.31387159	10.4	6	16
254.413890179	10.47	6	18
254.513908768	10.61	7	18
254.613927356	10.76	8	18
254.713945945	11.06	8	18
254.813964534	11.39	8	18
254.913983123	11.76	8	20
255.014001712	12.19	9	19
255.114020301	12.53	9	19
255.214038889	12.87	10	19
255.314057478	13.41	10	19
255.414076067	13.86	10	19
255.514094656	14.38	10	19
255.614113245	14.78	11	19
255.714131834	15.2	11	20
255.814150422	15.44	11	20
255.914169011	15.74	12	20
256.0141876	16.0	13	20
256.114206189	16.26	14	20
256.214224778	16.41	14	20
256.314243367	16.55	15	20
256.414261955	16.67	15	21
256.514280544	16.79	15	22
256.614299133	16.91	14	22
256.714317722	17.1	14	22
256.814336311	17.28	14	22
256.9143549	17.37	14	22
257.014373488	17.47	14	22
257.114392077	17.49	14	22
257.214410666	17.48	15	22
257.314429255	17.48	15	22
257.414447844	17.5	14	22
257.514466433	17.4	15	22
257.614485022	17.2	15	22
257.71450361	17.05	15	22
257.814522199	16.92	14	21
257.914540788	16.62	14	21
258.014559377	16.36	14	21
258.114577966	16.09	13	21
258.214596555	15.8	13	21
258.314615143	15.66	12	21
258.414633732	15.4	12	22
258.514652321	15.09	11	22
258.61467091	14.9	11	22
258.714689499	14.68	11	21
258.814708088	14.49	11	21
258.914726676	14.38	11	21
259.014745265	14.13	10	21
259.114763854	13.99	10	21
259.214782443	13.84	10	21
259.314801032	13.9	10	21
259.414819621	13.91	10	21
259.514838209	13.96	10	21
259.614856798	13.93	10	22
259.714875387	13.95	11	22
259.814893976	13.77	10	20
259.914912565	13.62	10	20
260.014931154	13.6	10	20
260.114949742	13.58	10	20
260.214968331	13.57	11	19
260.31498692	13.54	10	19
260.415005509	13.48	10	19
260.515024098	13.57	11	19
260.615042687	13.53	11	19
260.715061276	13.61	11	19
260.815079864	13.68	11	19
260.915098453	13.68	11	19
261.015117042	13.77	11	19
261.115135631	13.76	11	19
261.21515422	13.7	10	19
261.315172809	13.67	10	19
261.415191397	13.63	10	19
261.515209986	13.52	10	19
261.615228575	13.37	10	20
261.715247164	13.13	8	20
261.815265753	12.92	8	20
261.915284342	12.72	8	20
262.01530293	12.6	7	20
262.115321519	12.32	7	20
262.215340108	12.04	7	20
262.315358697	11.87	7	20
262.415377286	11.87	7	19
262.515395875	11.95	7	19
262.615414463	11.85	7	20
262.715433052	12.06	8	20
262.815451641	12.26	8	20
262.91547023	12.31	8	20
263.015488819	12.28	8	21
263.115507408	12.31	9	21
263.215525996	12.28	9	21
263.315544585	12.24	9	21
263.415563174	12.37	10	21
263.515581763	12.46	10	21
263.615600352	12.56	10	21
263.715618941	12.6	10	20
263.815637529	12.78	10	20
263.915656118	12.91	11	20
264.015674707	13.04	11	20
264.115693296	13.13	11	21
264.215711885	13.2	11	21
264.315730474	13.23	11	21
264.415749063	13.31	11	21
264.515767651	13.35	11	22
264.61578624	13.45	11	23
264.715804829	13.52	11	23
264.815823418	13.56	11	23
264.915842007	13.61	11	23
265.015860596	13.69	11	23
265.115879184	13.75	11	23
265.215897773	13.93	11	23
265.315916362	14.0	11	22
265.415934951	14.01	11	22
265.51595354	13.97	11	22
265.615972129	14.16	11	22
265.715990717	14.19	11	22
265.816009306	14.28	11	23
265.916027895	14.47	11	24
266.016046484	14.6	11	25
266.116065073	14.83	11	23
266.216083662	15.04	11	23
266.31610225	15.22	12	23
266.416120839	15.38	12	23
266.516139428	15.47	13	23
266.616158017	15.5	13	23
266.716176606	15.61	13	23
266.816195195	15.69	13	23
266.916213783	15.73	13	23
267.016232372	16.0	13	23
267.116250961	16.19	13	23
267.21626955	16.39	13	23
267.316288139	16.55	13	23
267.416306728	16.81	14	24
267.516325317	17.1	14	25
267.616343905	17.3	15	25
267.716362494	17.49	15	26
267.816381083	17.62	15	26
267.916399672	17.79	16	27
268.016418261	17.99	16	27
268.11643685	18.09	16	28
268.216455438	18.28	16	27
268.316474027	18.43	16	27
268.416492616	18.61	16	28
268.516511205	18.65	16	28
268.616529794	18.68	16	28
268.716548383	18.73	16	28
268.816566971	18.67	15	28
268.91658556	18.68	15	28
269.016604149	18.54	15	28
269.116622738	18.51	15	28
269.216641327	18.49	15	28
269.316659916	18.62	15	28
269.416678504	18.67	15	27
269.516697093	18.95	15	27
269.616715682	19.11	14	27
269.716734271	19.29	14	27
269.81675286	19.43	13	27
269.916771449	19.61	14	27
270.016790037	19.81	14	28
270.116808626	19.72	14	28
270.216827215	19.92	14	27
270.316845804	20.02	14	28
270.416864393	20.24	14	28
270.516882982	20.6	15	28
270.616901571	20.66	15	27
270.716920159	20.96	15	27
270.816938748	21.15	16	27
270.916957337	21.28	16	27
271.016975926	21.5	16	27
271.116994515	21.66	16	28
271.217013104	21.86	17	28
271.317031692	21.96	17	28
271.417050281	22.25	18	28
271.51706887	22.42	19	28
271.617087459	22.56	18	28
271.717106048	22.66	18	29
271.817124637	22.76	18	29
271.917143225	22.83	18	30
272.017161814	22.91	19	29
272.117180403	22.99	19	29
272.217198992	23.11	19	29
272.317217581	23.29	19	30
272.41723617	23.58	20	30
272.517254758	23.74	20	29
272.617273347	23.86	20	29
272.717291936	23.98	20	29
272.817310525	24.12	20	29
272.917329114	24.05	20	29
273.017347703	24.13	20	29
273.117366291	24.17	21	29
273.21738488	24.2	21	30
273.317403469	24.31	20	31
273.417422058	24.43	20	31
273.517440647	24.63	20	30
273.617459236	24.85	21	31
273.717477825	25.05	21	31
273.817496413	25.22	21	30
273.917515002	25.4	21	30
274.017533591	25.53	20	30
274.11755218	25.47	19	30
274.217570769	25.55	19	31
274.317589358	25.5	18	31
274.417607946	25.36	19	31
274.517626535	25.22	19	31
274.617645124	25.15	19	31
274.717663713	25.23	20	30
274.817682302	25.22	20	29
274.917700891	25.28	21	29
275.017719479	25.32	21	29
275.117738068	25.33	21	29
275.217756657	25.41	22	29
275.317775246	25.44	23	29
275.417793835	25.59	22	29
275.517812424	25.74	22	29
275.617831012	25.8	22	29
275.717849601	25.8	22	30
275.81786819	25.87	22	30
275.917886779	26.03	22	30
276.017905368	26.12	22	30
276.117923957	26.26	23	30
276.217942545	26.35	23	30
276.317961134	26.42	23	30
276.417979723	26.52	23	30
276.517998312	26.61	23	30
276.618016901	26.69	23	30
276.71803549	26.8	23	30
276.818054079	26.78	23	30
276.918072667	26.76	23	30
277.018091256	26.73	23	30
277.118109845	26.73	23	30
277.218128434	26.65	22	30
277.318147023	26.52	23	29
277.418165612	26.47	23	29
277.5181842	26.3	22	29
277.618202789	26.11	22	29
277.718221378	25.88	22	29
277.818239967	25.58	22	29
277.918258556	25.27	22	29
278.018277145	24.99	22	29
278.118295733	24.84	22	29
278.218314322	24.65	22	28
278.318332911	24.47	22	28
278.4183515	24.29	22	28
278.518370089	24.17	22	28
278.618388678	24.05	22	28
278.718407266	23.95	21	27
278.818425855	23.78	21	27
278.918444444	23.69	21	27
279.018463033	23.58	21	27
279.118481622	23.24	20	27
279.218500211	23.03	20	27
279.318518799	22.82	20	26
279.418537388	22.58	20	26
279.518555977	22.2	18	26
279.618574566	21.84	17	25
279.718593155	21.53	17	25
279.818611744	20.98	17	24
279.918630332	20.6	17	24
280.018648921	20.07	17	24
280.11866751	19.56	16	24
280.218686099	18.89	16	24
280.318704688	18.35	15	23
280.418723277	17.69	15	22
280.518741866	17.09	14	22
280.618760454	16.51	12	21
280.718779043	15.88	12	20
280.818797632	15.39	12	20
280.918816221	14.86	12	20
281.01883481	14.51	11	18
281.118853399	14.2	11	18
281.218871987	13.84	11	18
281.318890576	13.64	11	17
281.418909165	13.4	11	17
281.518927754	13.23	11	17
281.618946343	13.11	11	17
281.718964932	12.94	11	17
281.81898352	12.89	11	16
281.919002109	12.86	11	16
282.019020698	12.75	11	16
282.119039287	12.7	11	16
282.219057876	12.64	11	16
282.319076465	12.56	11	16
282.419095053	12.53	11	16
282.519113642	12.53	11	15
282.619132231	12.5	11	15
282.71915082	12.54	10	15
282.819169409	12.54	10	15
282.919187998	12.57	10	15
283.019206586	12.59	10	15
283.119225175	12.62	10	15
283.219243764	12.76	10	15
283.319262353	12.69	10	15
283.419280942	12.66	11	15
283.519299531	12.59	11	15
283.61931812	12.51	11	15
283.719336708	12.5	11	15
283.819355297	12.44	11	15
283.919373886	12.4	11	15
284.019392475	12.36	11	15
284.119411064	12.28	11	15
284.219429653	12.26	11	15
284.319448241	12.19	11	15
284.41946683	12.14	11	15
284.519485419	12.11	11	15
284.619504008	12.09	11	15
284.719522597	12.05	11	15
284.819541186	12.02	11	15
284.919559774	11.98	11	15
285.019578363	11.95	11	15
285.119596952	11.9	11	15
285.219615541	11.87	11	15
285.31963413	11.87	11	15
285.419652719	11.86	11	15
285.519671307	11.85	11	15
285.619689896	11.84	11	15
285.719708485	11.83	10	15
285.819727074	11.76	10	14
285.919745663	11.69	10	14
286.019764252	11.59	10	14
286.11978284	11.49	10	14
286.219801429	11.4	10	14
286.319820018	11.33	10	15
286.419838607	11.14	10	15
286.519857196	11.1	10	14
286.619875785	11.02	10	14
286.719894374	11.01	10	14
286.819912962	10.97	10	14
286.919931551	10.93	10	14
287.01995014	10.96	10	14
287.119968729	11.0	10	14
287.219987318	11.05	10	14
287.320005907	11.09	10	14
287.420024495	11.11	10	14
287.520043084	11.2	10	14
287.620061673	11.31	9	14
287.720080262	11.41	9	14
287.820098851	11.46	9	14
287.92011744	11.45	10	14
288.020136028	11.45	10	14
288.120154617	11.38	10	14
288.220173206	11.29	10	14
288.320191795	11.15	10	14
288.420210384	11.08	10	14
288.520228973	11.02	10	14
288.620247561	10.97	10	14
288.72026615	10.9	10	14
288.820284739	10.82	10	14
288.920303328	10.75	10	13
289.020321917	10.63	9	13
289.120340506	10.48	9	13
289.220359094	10.39	9	13
289.320377683	10.25	9	13
289.420396272	10.1	9	13
289.520414861	9.9	8	13
289.62043345	9.73	8	13
289.720452039	9.64	8	13
289.820470628	9.44	8	12
289.920489216	9.31	8	12
290.020507805	9.22	8	12
290.120526394	9.09	8	12
290.220544983	8.95	7	12
290.320563572	8.76	7	12
290.420582161	8.63	7	12
290.520600749	8.48	7	12
290.620619338	8.36	7	12
290.720637927	8.24	7	11
290.820656516	8.16	7	11
290.920675105	8.06	7	11
291.020693694	7.98	7	10
291.120712282	7.91	7	10
291.220730871	7.87	7	10
291.32074946	7.82	7	10
291.420768049	7.76	7	10
291.520786638	7.71	7	10
291.620805227	7.66	7	10
291.720823815	7.64	7	10
291.820842404	7.62	7	10
291.920860993	7.61	7	10
292.020879582	7.6	7	10
292.120898171	7.59	7	10
292.22091676	7.58	7	10
292.320935348	7.57	7	10
292.420953937	7.55	7	10
292.520972526	7.52	7	10
292.620991115	7.53	7	10
292.721009704	7.53	7	10
292.821028293	7.52	7	10
292.921046882	7.5	7	10
293.02106547	7.48	7	10
293.121084059	7.48	7	10
293.221102648	7.48	7	10
293.321121237	7.47	7	10
293.421139826	7.44	7	9
293.521158415	7.44	7	9
293.621177003	7.44	7	9
293.721195592	7.44	7	9
293.821214181	7.44	7	9
293.92123277	7.44	7	9
294.021251359	7.44	7	9
294.121269948	7.45	7	9
294.221288536	7.45	7	9
294.321307125	7.46	7	9
294.421325714	7.45	7	9
294.521344303	7.44	7	9
294.621362892	7.44	7	9
294.721381481	7.44	7	9
294.821400069	7.43	7	9
294.921418658	7.43	7	9
295.021437247	7.42	7	9
295.121455836	7.41	7	9
295.221474425	7.42	7	9
295.321493014	7.42	7	9
295.421511602	7.42	7	9
295.521530191	7.42	7	9
295.62154878	7.42	7	9
295.721567369	7.43	7	9
295.821585958	7.42	7	9
295.921604547	7.43	7	9
296.021623135	7.44	7	9
296.121641724	7.45	7	9
296.221660313	7.46	7	9
296.321678902	7.47	7	10
296.421697491	7.46	7	10
296.52171608	7.45	7	10
296.621734669	7.46	7	10
296.721753257	7.48	7	10
296.821771846	7.5	7	10
296.921790435	7.54	7	10
