time	diversity	m_div	M_div
401.741271538	5.09	5	7
401.841290127	5.09	5	7
401.941308715	5.1	5	7
402.041327304	5.1	5	7
402.141345893	5.11	5	7
402.241364482	5.11	5	7
402.341383071	5.11	5	7
402.44140166	5.11	5	7
402.541420249	5.11	5	7
402.641438837	5.12	5	7
402.741457426	5.13	5	7
402.841476015	5.13	5	7
402.941494604	5.13	5	7
403.041513193	5.14	5	7
403.141531782	5.14	5	7
403.24155037	5.14	5	7
403.341568959	5.17	5	8
403.441587548	5.18	5	8
403.541606137	5.2	5	8
403.641624726	5.23	5	8
403.741643315	5.24	5	8
403.841661903	5.28	5	8
403.941680492	5.31	5	8
404.041699081	5.34	5	9
404.14171767	5.36	5	9
404.241736259	5.39	5	9
404.341754848	5.4	5	9
404.441773436	5.42	5	9
404.541792025	5.46	5	9
404.641810614	5.48	5	9
404.741829203	5.55	5	9
404.841847792	5.59	5	9
404.941866381	5.63	5	9
405.041884969	5.69	5	9
405.141903558	5.76	5	9
405.241922147	5.82	5	9
405.341940736	5.87	5	9
405.441959325	5.91	5	9
405.541977914	5.98	5	9
405.641996502	6.1	5	9
405.742015091	6.18	5	9
405.84203368	6.33	5	9
405.942052269	6.45	5	9
406.042070858	6.52	5	10
406.142089447	6.62	5	10
406.242108036	6.74	5	10
406.342126624	6.85	5	10
406.442145213	6.93	5	10
406.542163802	7.05	5	10
406.642182391	7.16	5	10
406.74220098	7.35	5	10
406.842219569	7.5	5	10
406.942238157	7.65	5	10
407.042256746	7.78	5	11
407.142275335	7.95	6	11
407.242293924	8.1	6	12
407.342312513	8.26	6	12
407.442331102	8.37	6	12
407.54234969	8.55	6	12
407.642368279	8.75	7	12
407.742386868	8.95	7	12
407.842405457	9.06	7	12
407.942424046	9.2	8	12
408.042442635	9.31	8	12
408.142461223	9.44	8	12
408.242479812	9.53	8	12
408.342498401	9.68	8	12
408.44251699	9.84	8	12
408.542535579	9.99	8	12
408.642554168	10.14	8	12
408.742572756	10.25	8	12
408.842591345	10.42	8	12
408.942609934	10.56	8	12
409.042628523	10.71	8	12
409.142647112	10.8	8	12
409.242665701	10.87	8	12
409.34268429	10.97	9	12
409.442702878	10.97	9	12
409.542721467	10.97	10	12
409.642740056	10.92	10	12
409.742758645	10.87	10	12
409.842777234	10.81	10	12
409.942795823	10.77	10	12
410.042814411	10.71	10	12
410.142833	10.64	10	12
410.242851589	10.57	9	12
410.342870178	10.49	9	12
410.442888767	10.37	9	12
410.542907356	10.24	8	12
410.642925944	10.06	8	12
410.742944533	9.88	8	12
410.842963122	9.81	8	12
410.942981711	9.68	8	12
411.0430003	9.5	8	12
411.143018889	9.39	7	12
411.243037477	9.21	7	12
411.343056066	9.12	7	12
411.443074655	9.02	7	12
411.543093244	8.92	7	12
411.643111833	8.82	7	12
411.743130422	8.74	7	12
411.84314901	8.59	6	12
411.943167599	8.38	5	11
412.043186188	8.21	5	11
412.143204777	8.01	5	11
412.243223366	7.8	5	11
412.343241955	7.53	5	11
412.443260544	7.32	5	11
412.543279132	7.05	4	11
412.643297721	6.81	4	11
412.74331631	6.67	4	11
412.843334899	6.46	4	11
412.943353488	6.28	4	11
413.043372077	6.13	4	11
413.143390665	6.0	4	11
413.243409254	5.77	4	10
413.343427843	5.58	4	10
413.443446432	5.44	4	10
413.543465021	5.37	4	10
413.64348361	5.28	4	9
413.743502198	5.18	4	9
413.843520787	5.11	4	9
413.943539376	5.06	4	9
414.043557965	5.04	4	9
414.143576554	4.96	4	9
414.243595143	4.92	4	9
414.343613731	4.86	4	9
414.44363232	4.85	4	9
414.543650909	4.8	4	9
414.643669498	4.75	4	9
414.743688087	4.69	4	8
414.843706676	4.63	4	7
414.943725264	4.63	4	7
415.043743853	4.62	4	7
415.143762442	4.57	4	7
415.243781031	4.55	4	7
415.34379962	4.51	4	7
415.443818209	4.51	4	7
415.543836798	4.52	4	7
415.643855386	4.52	4	7
415.743873975	4.5	4	7
415.843892564	4.49	4	7
415.943911153	4.49	4	7
416.043929742	4.5	4	7
416.143948331	4.5	4	7
416.243966919	4.5	4	7
416.343985508	4.5	4	7
416.444004097	4.51	4	7
416.544022686	4.5	4	7
416.644041275	4.5	4	7
416.744059864	4.5	4	7
416.844078452	4.5	4	7
416.944097041	4.5	4	7
417.04411563	4.49	4	7
417.144134219	4.49	4	7
417.244152808	4.51	4	7
417.344171397	4.51	4	7
417.444189985	4.5	4	7
417.544208574	4.51	4	8
417.644227163	4.51	4	8
417.744245752	4.54	4	8
417.844264341	4.54	4	8
417.94428293	4.53	4	8
418.044301518	4.57	4	8
418.144320107	4.57	4	8
418.244338696	4.6	4	9
418.344357285	4.61	4	9
418.444375874	4.64	4	9
418.544394463	4.69	4	11
418.644413052	4.74	4	11
418.74443164	4.79	4	11
418.844450229	4.82	4	12
418.944468818	4.84	4	12
419.044487407	4.9	4	12
419.144505996	4.98	4	12
419.244524585	5.04	4	13
419.344543173	5.12	4	14
419.444561762	5.2	4	16
419.544580351	5.25	4	17
419.64459894	5.31	4	17
419.744617529	5.38	4	18
419.844636118	5.47	4	18
419.944654706	5.53	4	18
420.044673295	5.64	4	18
420.144691884	5.79	4	19
420.244710473	5.93	4	19
420.344729062	6.06	4	20
420.444747651	6.23	4	20
420.544766239	6.4	4	21
420.644784828	6.61	4	23
420.744803417	6.77	4	24
420.844822006	6.92	4	25
420.944840595	7.14	4	25
421.044859184	7.45	4	25
421.144877772	7.67	4	25
421.244896361	7.93	4	25
421.34491495	8.21	4	25
421.444933539	8.56	4	25
421.544952128	8.91	4	26
421.644970717	9.37	4	26
421.744989305	9.89	4	27
421.845007894	10.28	4	27
421.945026483	10.76	4	27
422.045045072	11.38	4	27
422.145063661	11.94	4	28
422.24508225	12.73	4	29
422.345100839	13.5	4	29
422.445119427	14.14	4	29
422.545138016	14.84	4	29
422.645156605	15.7	4	29
422.745175194	16.48	4	30
422.845193783	17.18	7	30
422.945212372	17.96	7	30
423.04523096	18.63	8	30
423.145249549	19.34	9	30
423.245268138	20.29	12	30
423.345286727	21.14	12	31
423.445305316	22.02	13	31
423.545323905	22.82	12	32
423.645342493	23.84	15	32
423.745361082	24.68	17	33
423.845379671	25.5	16	33
423.94539826	25.96	17	33
424.045416849	26.12	18	32
424.145435438	25.73	17	33
424.245454026	25.39	17	33
424.345472615	25.14	18	33
424.445491204	24.84	20	33
424.545509793	24.61	20	33
424.645528382	24.62	19	33
424.745546971	24.47	19	34
424.845565559	24.47	18	34
424.945584148	24.23	19	32
425.045602737	23.97	17	32
425.145621326	23.49	17	31
425.245639915	23.27	16	32
425.345658504	23.0	15	32
425.445677093	22.76	15	32
425.545695681	22.63	17	30
425.64571427	22.48	17	30
425.745732859	22.38	17	29
425.845751448	22.45	16	29
425.945770037	22.36	16	26
426.045788626	22.62	17	26
426.145807214	22.6	17	26
426.245825803	22.43	18	26
426.345844392	22.28	18	25
426.445862981	22.2	19	25
426.54588157	22.23	19	25
426.645900159	22.17	18	25
426.745918747	21.97	20	24
426.845937336	21.81	20	24
426.945955925	21.59	18	25
427.045974514	21.28	17	24
427.145993103	20.85	14	24
427.246011692	20.19	13	23
427.34603028	19.37	13	23
427.446048869	18.37	12	22
427.546067458	17.29	12	22
427.646086047	16.34	11	21
427.746104636	15.6	11	20
427.846123225	14.81	10	20
427.946141813	14.3	10	20
428.046160402	13.82	10	21
428.146178991	13.4	10	20
428.24619758	13.22	10	19
428.346216169	13.19	10	18
428.446234758	13.15	10	19
428.546253347	13.1	11	19
428.646271935	13.01	11	20
428.746290524	12.98	11	17
428.846309113	13.01	11	18
428.946327702	13.3	11	18
429.046346291	13.48	11	19
429.14636488	14.02	11	19
429.246383468	14.48	12	18
429.346402057	14.6	12	19
429.446420646	14.87	13	20
429.546439235	15.15	13	20
429.646457824	15.59	13	20
429.746476413	16.26	13	21
429.846495001	16.94	13	22
429.94651359	17.95	15	23
430.046532179	18.89	15	23
430.146550768	19.73	17	24
430.246569357	20.52	18	24
430.346587946	21.24	19	24
430.446606534	21.63	20	24
430.546625123	21.77	20	25
430.646643712	21.91	21	25
430.746662301	21.91	21	25
430.84668089	21.99	21	25
430.946699479	22.18	21	25
431.046718067	22.32	21	25
431.146736656	22.46	21	25
431.246755245	22.53	21	25
431.346773834	22.53	22	24
431.446792423	22.57	22	25
431.546811012	22.64	22	25
431.646829601	22.64	22	24
431.746848189	22.77	22	24
431.846866778	22.91	21	25
431.946885367	22.97	21	25
432.046903956	23.08	21	25
432.146922545	23.09	22	25
432.246941134	23.02	22	25
432.346959722	22.94	21	25
432.446978311	22.8	21	24
432.5469969	22.72	21	24
432.647015489	22.62	21	24
432.747034078	22.55	21	24
432.847052667	22.47	21	24
432.947071255	22.43	21	24
433.047089844	22.37	21	24
433.147108433	22.3	21	24
433.247127022	22.2	21	24
433.347145611	22.14	21	24
433.4471642	22.06	20	24
433.547182788	21.95	20	24
433.647201377	21.87	19	24
433.747219966	21.78	19	24
433.847238555	21.65	19	24
433.947257144	21.44	19	24
434.047275733	21.31	18	24
434.147294321	21.06	18	23
434.24731291	20.94	18	23
434.347331499	20.75	18	23
434.447350088	20.59	17	23
434.547368677	20.36	16	23
434.647387266	20.18	16	23
434.747405855	19.94	16	23
434.847424443	19.7	16	23
434.947443032	19.47	14	23
435.047461621	19.23	13	23
435.14748021	18.94	13	23
435.247498799	18.65	13	23
435.347517388	18.28	12	23
435.447535976	17.95	11	23
435.547554565	17.59	11	23
435.647573154	17.08	11	21
435.747591743	16.76	11	20
435.847610332	16.33	11	20
435.947628921	15.8	9	20
436.047647509	15.38	9	20
436.147666098	14.94	9	20
436.247684687	14.51	9	19
436.347703276	14.21	9	19
436.447721865	13.75	9	18
436.547740454	13.21	8	18
436.647759042	12.78	8	17
436.747777631	12.32	8	17
436.84779622	11.89	7	17
436.947814809	11.55	7	17
437.047833398	11.09	7	15
437.147851987	10.7	7	15
437.247870575	10.35	7	15
437.347889164	10.07	7	14
437.447907753	9.7	7	13
437.547926342	9.4	7	13
437.647944931	9.08	7	13
437.74796352	8.88	7	13
437.847982108	8.73	7	13
437.948000697	8.55	7	12
438.048019286	8.36	7	12
438.148037875	8.24	7	12
438.248056464	8.19	7	12
438.348075053	8.11	7	12
438.448093642	8.05	7	11
438.54811223	8.03	7	11
438.648130819	7.97	7	11
438.748149408	7.95	7	11
438.848167997	7.9	7	11
438.948186586	7.85	7	11
439.048205175	7.9	7	11
439.148223763	7.95	7	11
439.248242352	7.98	7	11
439.348260941	7.94	7	11
439.44827953	7.92	7	10
439.548298119	7.98	7	10
439.648316708	8.02	7	10
439.748335296	8.09	7	11
439.848353885	8.14	7	11
439.948372474	8.22	7	11
440.048391063	8.33	7	11
440.148409652	8.41	7	11
440.248428241	8.46	7	11
440.348446829	8.59	7	11
440.448465418	8.7	7	12
440.548484007	8.77	7	12
440.648502596	8.83	7	13
440.748521185	8.95	7	13
440.848539774	9.06	7	13
440.948558362	9.17	7	13
441.048576951	9.3	8	13
441.14859554	9.45	8	14
441.248614129	9.61	8	14
441.348632718	9.76	8	15
441.448651307	9.93	8	15
441.548669896	10.1	8	15
441.648688484	10.28	8	15
441.748707073	10.53	8	15
441.848725662	10.73	8	16
441.948744251	10.99	8	16
442.04876284	11.28	8	16
442.148781429	11.47	8	16
442.248800017	11.77	8	16
442.348818606	12.08	8	17
442.448837195	12.48	8	18
442.548855784	12.95	8	18
442.648874373	13.26	8	18
442.748892962	13.57	8	18
442.84891155	13.9	8	18
442.948930139	14.32	8	19
443.048948728	14.64	9	19
443.148967317	14.88	11	19
443.248985906	15.13	11	19
443.349004495	15.39	11	19
443.449023083	15.65	12	19
443.549041672	15.87	13	19
443.649060261	16.09	14	19
443.74907885	16.31	14	19
443.849097439	16.56	14	19
443.949116028	16.73	14	19
444.049134616	16.87	14	19
444.149153205	17.03	14	19
444.249171794	17.19	15	20
444.349190383	17.38	15	20
444.449208972	17.49	15	20
444.549227561	17.58	15	20
444.64924615	17.78	16	21
444.749264738	17.88	16	21
444.849283327	18.05	16	21
444.949301916	18.17	16	21
445.049320505	18.35	17	22
445.149339094	18.39	17	22
445.249357683	18.48	17	22
445.349376271	18.56	17	22
445.44939486	18.65	17	22
445.549413449	18.75	17	22
445.649432038	18.81	17	22
445.749450627	18.86	16	22
445.849469216	18.94	16	22
445.949487804	18.88	16	23
446.049506393	18.79	16	23
446.149524982	18.79	16	23
446.249543571	18.66	16	23
446.34956216	18.5	15	24
446.449580749	18.31	14	24
446.549599337	18.03	14	24
446.649617926	17.94	15	24
446.749636515	17.7	14	23
446.849655104	17.59	14	24
446.949673693	17.49	14	24
447.049692282	17.56	14	25
447.14971087	17.62	14	26
447.249729459	17.8	14	26
447.349748048	17.99	14	27
447.449766637	18.02	14	27
447.549785226	18.26	14	27
447.649803815	18.56	15	27
447.749822404	18.75	15	27
447.849840992	18.93	15	27
447.949859581	19.2	15	27
448.04987817	19.62	16	28
448.149896759	19.95	16	30
448.249915348	20.42	17	30
448.349933937	20.74	17	31
448.449952525	21.05	17	31
448.549971114	21.43	18	31
448.649989703	21.85	19	32
448.750008292	22.37	19	31
448.850026881	22.86	20	31
448.95004547	23.42	21	31
449.050064058	23.95	21	31
449.150082647	24.73	21	31
449.250101236	25.3	21	31
449.350119825	25.83	23	31
449.450138414	26.21	23	31
449.550157003	26.45	24	31
449.650175591	26.88	24	31
449.75019418	27.25	24	32
449.850212769	27.59	25	32
449.950231358	27.94	25	31
450.050249947	28.21	26	31
450.150268536	28.54	26	32
450.250287124	28.82	26	32
450.350305713	29.09	27	33
450.450324302	29.23	28	33
450.550342891	29.43	28	33
450.65036148	29.56	28	33
450.750380069	29.62	28	33
450.850398658	29.71	29	33
450.950417246	29.77	29	33
451.050435835	29.84	28	33
451.150454424	29.85	28	33
451.250473013	29.86	28	33
451.350491602	29.94	28	33
451.450510191	30.0	28	34
451.550528779	29.98	27	34
451.650547368	30.12	27	34
451.750565957	30.08	27	35
451.850584546	30.11	27	37
451.950603135	30.15	26	37
452.050621724	30.1	25	37
452.150640312	30.16	26	37
452.250658901	30.17	26	38
452.35067749	30.24	26	38
452.450696079	30.31	25	38
452.550714668	30.46	26	38
452.650733257	30.51	25	38
452.750751845	30.61	25	37
452.850770434	30.53	26	37
452.950789023	30.54	27	37
453.050807612	30.85	27	38
453.150826201	30.89	27	37
453.25084479	31.18	27	35
453.350863378	31.38	28	35
453.450881967	31.7	28	35
453.550900556	32.08	28	36
453.650919145	32.29	28	36
453.750937734	32.32	29	36
453.850956323	32.62	30	37
453.950974911	32.83	30	37
454.0509935	33.08	30	39
454.151012089	33.38	30	39
454.251030678	33.65	31	39
454.351049267	33.95	31	38
454.451067856	34.08	30	39
454.551086445	34.14	31	39
454.651105033	34.12	31	40
454.751123622	34.03	30	41
454.851142211	33.86	30	40
454.9511608	33.64	30	40
455.051179389	33.3	29	39
455.151197978	33.14	29	39
455.251216566	32.87	29	40
455.351235155	32.58	29	39
455.451253744	32.28	27	38
455.551272333	32.04	28	38
455.651290922	31.64	27	37
455.751309511	31.4	25	38
455.851328099	31.18	25	37
455.951346688	31.07	27	36
456.051365277	31.16	27	37
456.151383866	31.28	27	38
456.251402455	31.48	27	38
456.351421044	31.45	27	39
456.451439632	31.55	27	37
456.551458221	31.97	27	38
456.65147681	32.26	28	37
456.751495399	32.8	28	38
456.851513988	33.33	29	38
456.951532577	34.05	30	39
457.051551165	34.53	31	40
457.151569754	34.97	31	40
457.251588343	35.38	31	40
457.351606932	35.83	31	40
457.451625521	36.4	32	41
457.55164411	37.0	33	42
457.651662699	37.54	33	42
457.751681287	38.01	34	42
457.851699876	38.41	34	42
457.951718465	38.77	34	43
458.051737054	39.05	35	43
458.151755643	39.33	36	44
458.251774232	39.58	36	44
458.35179282	40.03	37	44
458.451811409	40.45	37	44
458.551829998	40.81	38	44
458.651848587	41.1	38	44
458.751867176	41.44	38	44
458.851885765	41.67	38	45
458.951904353	41.69	37	45
459.051922942	41.39	38	45
459.151941531	40.86	38	45
459.25196012	39.98	37	44
459.351978709	39.47	36	44
459.451997298	39.26	36	44
459.552015886	39.06	36	44
459.652034475	38.91	36	44
459.752053064	38.81	36	43
459.852071653	38.84	36	44
459.952090242	38.97	35	45
460.052108831	39.01	35	44
460.152127419	39.13	36	44
460.252146008	38.94	35	43
460.352164597	39.06	35	43
460.452183186	39.2	35	43
460.552201775	39.33	35	44
460.652220364	39.51	35	43
460.752238953	39.68	36	44
460.852257541	39.98	36	44
460.95227613	40.14	36	45
461.052294719	39.98	36	44
461.152313308	40.02	37	45
461.252331897	40.11	37	45
461.352350486	40.29	38	45
461.452369074	40.4	37	44
461.552387663	40.47	36	44
461.652406252	40.24	37	46
461.752424841	40.38	38	44
461.85244343	40.63	38	44
461.952462019	40.96	38	44
462.052480607	41.1	39	44
462.152499196	41.35	40	44
462.252517785	41.5	40	44
462.352536374	41.41	39	45
462.452554963	41.13	38	45
462.552573552	40.86	38	44
462.65259214	40.49	38	44
462.752610729	40.12	38	43
462.852629318	39.96	37	44
462.952647907	39.87	38	42
463.052666496	39.85	38	42
463.152685085	39.92	38	42
463.252703673	40.03	38	42
463.352722262	40.04	38	42
463.452740851	40.05	38	43
463.55275944	40.05	38	43
463.652778029	39.77	37	43
463.752796618	39.51	37	42
463.852815207	39.23	36	42
463.952833795	39.26	37	42
464.052852384	39.16	37	42
464.152870973	39.11	38	42
464.252889562	39.19	38	42
464.352908151	39.32	38	42
464.45292674	39.69	37	43
464.552945328	40.13	37	43
464.652963917	40.68	38	44
464.752982506	40.93	39	43
464.853001095	40.83	39	43
464.953019684	40.6	39	43
465.053038273	40.49	39	43
465.153056861	40.33	39	43
465.25307545	40.14	39	43
465.353094039	39.97	38	43
465.453112628	39.86	38	43
465.553131217	39.61	37	43
465.653149806	39.44	37	43
465.753168394	39.27	37	42
465.853186983	39.17	36	42
465.953205572	39.17	36	43
466.053224161	39.04	36	43
466.15324275	38.78	37	42
466.253261339	38.34	35	41
466.353279927	37.72	34	42
466.453298516	36.87	34	41
466.553317105	35.64	33	40
466.653335694	34.96	33	39
466.753354283	34.44	33	38
466.853372872	34.27	33	38
466.953391461	34.26	32	38
467.053410049	34.26	32	38
467.153428638	34.4	32	37
467.253447227	34.28	32	37
467.353465816	34.27	32	37
467.453484405	34.15	30	37
467.553502994	33.87	31	37
467.653521582	33.62	31	37
467.753540171	33.2	30	37
467.85355876	32.9	29	36
467.953577349	32.84	29	36
468.053595938	32.85	29	36
468.153614527	33.09	30	36
468.253633115	33.34	31	36
468.353651704	33.54	31	36
468.453670293	33.45	31	36
468.553688882	33.47	31	37
468.653707471	33.52	31	37
468.75372606	33.37	31	37
468.853744648	32.9	31	37
468.953763237	32.57	31	37
469.053781826	32.33	31	37
469.153800415	32.07	30	36
469.253819004	31.88	30	36
469.353837593	31.91	30	36
469.453856181	32.2	30	36
469.55387477	32.09	30	35
469.653893359	31.89	30	35
469.753911948	31.96	31	35
469.853930537	31.96	30	35
469.953949126	32.12	30	35
470.053967714	32.0	30	37
470.153986303	31.94	30	38
470.254004892	31.96	30	39
470.354023481	32.13	30	38
470.45404207	32.81	29	38
470.554060659	33.41	29	38
470.654079248	33.8	32	38
470.754097836	34.01	32	38
470.854116425	34.24	32	38
470.954135014	34.39	32	37
471.054153603	34.6	32	37
471.154172192	34.6	32	38
471.254190781	34.53	32	37
471.354209369	34.35	31	37
471.454227958	33.97	32	37
471.554246547	33.5	31	36
471.654265136	33.24	30	37
471.754283725	32.86	30	37
471.854302314	32.66	30	37
471.954320902	32.76	30	36
472.054339491	33.08	31	36
472.15435808	33.12	30	37
472.254376669	32.9	30	35
472.354395258	32.24	29	36
472.454413847	31.2	28	34
472.554432435	30.44	27	34
472.654451024	29.7	27	33
472.754469613	28.99	27	32
472.854488202	28.27	26	31
472.954506791	27.67	25	30
473.05452538	27.05	25	30
473.154543968	26.35	25	29
473.254562557	25.95	25	29
473.354581146	25.76	24	29
473.454599735	25.6	24	29
473.554618324	25.57	24	28
473.654636913	25.59	24	28
473.754655502	25.73	23	28
473.85467409	25.68	23	28
473.954692679	25.33	23	28
474.054711268	24.75	21	28
474.154729857	24.39	22	27
474.254748446	24.03	22	27
474.354767035	23.8	22	27
474.454785623	23.62	22	27
474.554804212	23.54	21	27
474.654822801	23.62	21	27
474.75484139	23.73	21	26
474.854859979	23.6	22	26
474.954878568	23.56	21	26
475.054897156	23.6	21	26
475.154915745	23.72	21	27
475.254934334	24.07	22	27
475.354952923	24.13	22	27
475.454971512	23.91	21	27
475.554990101	23.61	20	27
475.655008689	23.37	21	27
475.755027278	23.15	21	27
475.855045867	22.86	21	26
475.955064456	22.52	21	26
476.055083045	22.18	20	26
476.155101634	21.73	20	26
476.255120222	21.52	20	25
476.355138811	21.38	19	24
476.4551574	21.14	19	24
476.555175989	20.99	19	24
476.655194578	20.86	19	24
476.755213167	20.65	19	24
476.855231756	20.38	19	24
476.955250344	20.02	18	23
477.055268933	19.63	18	22
477.155287522	19.21	18	21
477.255306111	18.91	17	21
477.3553247	18.76	17	21
477.455343289	18.64	17	21
477.555361877	18.75	17	22
477.655380466	18.88	17	22
477.755399055	19.35	17	23
477.855417644	19.82	18	22
477.955436233	19.98	18	22
478.055454822	19.95	18	22
478.15547341	19.78	19	21
478.255491999	19.54	18	21
478.355510588	19.14	17	21
478.455529177	18.74	17	21
478.555547766	18.5	17	21
478.655566355	18.24	17	21
478.755584943	18.06	16	21
478.855603532	17.92	16	21
478.955622121	17.8	16	20
479.05564071	17.68	16	20
479.155659299	17.52	16	20
479.255677888	17.36	14	20
479.355696476	16.98	14	19
479.455715065	16.44	14	19
479.555733654	15.8	13	19
479.655752243	15.11	13	19
479.755770832	14.56	12	19
479.855789421	14.14	12	18
479.95580801	13.96	12	17
480.055826598	13.81	12	16
480.155845187	13.63	12	16
480.255863776	13.47	12	16
480.355882365	13.33	12	15
480.455900954	13.27	12	15
480.555919543	13.11	11	15
480.655938131	12.87	11	15
480.75595672	12.66	11	15
480.855975309	12.33	11	15
480.955993898	12.12	11	15
481.056012487	11.97	11	14
481.156031076	11.88	11	14
481.256049664	11.76	11	14
481.356068253	11.68	11	14
481.456086842	11.64	11	14
481.556105431	11.6	11	14
481.65612402	11.54	10	14
481.756142609	11.45	10	14
481.856161197	11.33	10	14
481.956179786	11.04	9	13
482.056198375	10.88	9	13
482.156216964	10.68	9	13
482.256235553	10.48	9	13
482.356254142	10.35	9	13
482.45627273	10.25	9	13
482.556291319	10.16	9	13
482.656309908	10.08	9	12
482.756328497	9.99	9	12
482.856347086	9.88	9	12
482.956365675	9.8	9	12
483.056384264	9.68	9	12
483.156402852	9.64	9	12
483.256421441	9.61	9	12
483.35644003	9.57	9	12
483.456458619	9.55	9	12
483.556477208	9.52	9	12
483.656495797	9.49	9	13
483.756514385	9.46	8	13
483.856532974	9.43	8	13
483.956551563	9.41	8	13
484.056570152	9.41	8	13
484.156588741	9.5	8	13
484.25660733	9.51	8	13
484.356625918	9.58	8	12
484.456644507	9.61	7	12
484.556663096	9.67	7	12
484.656681685	9.67	8	12
484.756700274	9.54	8	12
484.856718863	9.41	8	12
484.956737451	9.26	8	11
485.05675604	9.05	7	11
485.156774629	8.92	7	11
485.256793218	8.76	7	11
485.356811807	8.5	6	11
485.456830396	8.14	6	11
485.556848984	7.87	6	11
485.656867573	7.7	6	11
485.756886162	7.51	6	10
485.856904751	7.35	6	10
485.95692334	7.24	6	9
486.056941929	7.12	5	9
486.156960517	6.87	5	9
486.256979106	6.64	5	9
486.356997695	6.36	5	9
486.457016284	6.2	5	9
486.557034873	6.04	5	9
486.657053462	5.98	5	9
486.757072051	5.87	5	8
486.857090639	5.83	4	8
486.957109228	5.84	4	9
487.057127817	5.82	4	8
487.157146406	5.79	4	8
487.257164995	5.79	4	8
487.357183584	5.72	3	9
487.457202172	5.63	3	9
487.557220761	5.58	4	9
487.65723935	5.47	4	9
487.757257939	5.4	3	8
487.857276528	5.29	4	8
487.957295117	5.1	3	8
488.057313705	5.01	4	8
488.157332294	4.89	3	8
488.257350883	4.8	3	8
488.357369472	4.68	3	7
488.457388061	4.63	3	7
488.55740665	4.56	3	7
488.657425238	4.51	4	6
488.757443827	4.45	4	6
488.857462416	4.43	4	6
488.957481005	4.39	4	6
489.057499594	4.35	4	6
489.157518183	4.31	4	6
489.257536771	4.3	4	6
489.35755536	4.27	4	6
489.457573949	4.23	4	6
489.557592538	4.22	4	6
489.657611127	4.18	4	6
489.757629716	4.17	4	6
489.857648305	4.16	4	6
489.957666893	4.14	4	5
490.057685482	4.13	4	5
490.157704071	4.13	4	5
490.25772266	4.12	4	5
490.357741249	4.11	4	5
490.457759838	4.11	4	5
490.557778426	4.11	4	5
490.657797015	4.1	4	5
490.757815604	4.1	4	5
490.857834193	4.1	4	5
490.957852782	4.1	4	5
491.057871371	4.1	4	5
491.157889959	4.1	4	5
491.257908548	4.12	4	6
491.357927137	4.12	4	6
491.457945726	4.14	4	6
491.557964315	4.16	4	6
491.657982904	4.15	4	6
491.758001492	4.16	4	6
491.858020081	4.16	4	6
491.95803867	4.18	4	6
492.058057259	4.22	4	6
492.158075848	4.27	4	6
492.258094437	4.31	4	6
492.358113025	4.38	4	6
492.458131614	4.41	4	6
492.558150203	4.49	4	6
492.658168792	4.61	4	6
492.758187381	4.67	4	6
492.85820597	4.77	4	6
492.958224559	4.88	4	6
493.058243147	5.01	4	6
493.158261736	5.03	4	6
493.258280325	5.06	4	6
493.358298914	5.07	5	6
493.458317503	5.07	5	6
493.558336092	5.07	5	6
493.65835468	5.07	5	6
493.758373269	5.07	5	6
493.858391858	5.07	5	6
493.958410447	5.07	5	6
494.058429036	5.07	5	6
494.158447625	5.07	5	6
494.258466213	5.06	5	6
494.358484802	5.06	5	6
494.458503391	5.06	5	6
494.55852198	5.06	5	6
494.658540569	5.06	5	6
494.758559158	5.06	5	6
494.858577746	5.06	5	6
494.958596335	5.06	5	6
495.058614924	5.06	5	6
495.158633513	5.06	5	6
495.258652102	5.06	5	6
495.358670691	5.06	5	6
495.458689279	5.06	5	6
495.558707868	5.06	5	6
495.658726457	5.06	5	6
495.758745046	5.06	5	6
495.858763635	5.06	5	6
495.958782224	5.06	5	6
496.058800813	5.06	5	6
496.158819401	5.06	5	6
496.25883799	5.06	5	6
496.358856579	5.06	5	6
496.458875168	5.06	5	6
496.558893757	5.06	5	6
496.658912346	5.06	5	6
496.758930934	5.04	5	6
496.858949523	5.04	5	6
496.958968112	5.04	5	6
497.058986701	5.04	5	6
497.15900529	5.04	5	6
497.259023879	5.04	5	6
497.359042467	5.04	5	6
497.459061056	5.03	4	6
497.559079645	4.99	4	6
497.659098234	4.94	4	6
497.759116823	4.91	4	6
497.859135412	4.84	4	6
497.959154	4.8	4	6
498.059172589	4.75	4	6
498.159191178	4.63	4	6
498.259209767	4.59	4	6
498.359228356	4.55	4	6
498.459246945	4.49	4	6
498.559265533	4.47	4	6
498.659284122	4.42	4	6
498.759302711	4.37	4	6
498.8593213	4.35	4	6
498.959339889	4.3	4	6
499.059358478	4.28	4	5
499.159377067	4.24	4	5
499.259395655	4.23	4	5
499.359414244	4.22	4	5
499.459432833	4.2	4	5
499.559451422	4.18	4	5
499.659470011	4.18	4	5
499.7594886	4.16	4	5
499.859507188	4.15	4	5
499.959525777	4.14	4	5
500.059544366	4.15	4	5
500.159562955	4.15	4	5
500.259581544	4.16	4	5
500.359600133	4.17	4	5
500.459618721	4.18	3	6
500.55963731	4.1	3	7
500.659655899	3.97	3	7
500.759674488	3.84	3	7
500.859693077	3.7	3	6
500.959711666	3.58	3	6
501.059730254	3.57	3	6
501.159748843	3.44	2	6
501.259767432	3.28	2	6
501.359786021	3.11	2	6
501.45980461	2.93	2	6
501.559823199	2.81	2	6
