Species	Status	min_age	max_age
Hyalotragos	extinct	150.8	155.7
Pyrgochonia_radiata	extinct	150.8	155.7
Pyrgochonia_acetabulum	extinct	150.8	155.7
Discostroma_intricatum	extinct	150.8	155.7
Amphibleptula_jurassica	extinct	150.8	155.7
Epistomella	extinct	150.8	155.7
Cylindrophyma_milleporata	extinct	150.8	155.7
Lecanella_pateraeformis	extinct	150.8	155.7
Lecanella	extinct	150.8	155.7
Pachycothon	extinct	150.8	155.7
Heloraphinia	extinct	150.8	155.7
Anomorphites_trigonus	extinct	150.8	155.7
Chonellopsis_striata	extinct	150.8	155.7
Cnemopeltia_rimulosum	extinct	150.8	155.7
Hyalotragos_patella	extinct	150.8	155.7
Hyalotragos_pezizoides	extinct	150.8	155.7
Hyalotragos	extinct	150.8	155.7
Pyrgochonia_radiata	extinct	150.8	155.7
Pyrgochonia_acetabulum	extinct	150.8	155.7
Cylindrophyma_milleporata	extinct	150.8	155.7
Melonella_radiata	extinct	150.8	155.7
Lecanella_pateraeformis	extinct	150.8	155.7
Lecanella	extinct	150.8	155.7
Pachycothon	extinct	150.8	155.7
Heterostinia	extinct	150.8	155.7
Cnemopeltia_rimulosum	extinct	150.8	155.7
Hyalotragos_pezizoides	extinct	150.8	155.7
Pyrgochonia_radiata	extinct	150.8	155.7
Kalpinella_pateraeformis	extinct	150.8	155.7
Tetracladina	extinct	150.8	155.7
Dicranoclonella	extinct	150.8	155.7
Chonellopsis_striata	extinct	150.8	155.7
Lecanella_pateraeformis	extinct	150.8	155.7
Cylindrophyma_milleporata	extinct	150.8	155.7
Cylindrophyma_milleporata	extinct	150.8	155.7
Coscinodiscus	extinct	150.8	155.7
Pachycothon	extinct	150.8	155.7
Hyalotragos_pezizoides	extinct	150.8	155.7
Cylindrophyma_milleporata	extinct	150.8	155.7
Dicranoclonella_schmidti	extinct	150.8	155.7
Cylindrophyma_milleporata	extinct	150.8	155.7
Lecanella_pateraeformis	extinct	145	150.8
Jerea	extinct	93.5	99.6
Siphonia	extinct	93.5	99.6
Plinthosella	extinct	86.3	89.8
Lithistida	extinct	86.3	89.8
Arbuscula	extinct	265.1	268.8
Palaeojerea	extinct	265.1	268.8
Pemmatites	extinct	265.1	268.8
Pemmatites	extinct	265.1	268.8
Lithistida	extinct	336	342.8
Platychonia	extinct	145	150.8
Raanespongia_iranica	extinct	268.8	272.3
Chiastocolumnia_cylindrica	extinct	259.9	265.1
Dactylites_obconica	extinct	259.9	265.1
Dactylites_magna	extinct	259.9	265.1
Haplistion	extinct	336	339.4
Haplistion	extinct	336	339.4
Vauxia_magna	extinct	505	513
Vauxia_gracilenta	extinct	505	513
Lithistida	extinct	427.4	433.4
Archaeoscyphia	extinct	423	427.4
Caryospongia	extinct	423	427.4
Caryospongia_tuberosa	extinct	423	427.4
Climacospongia_undulata	extinct	423	427.4
Climacospongia_snowblindella	extinct	423	427.4
Climacospongia	extinct	423	427.4
Rhodesispongia_simplex	extinct	423	427.4
Lithistida	extinct	423	427.4
Lithistida	extinct	460.9	466
Lithistida	extinct	460.9	466
Hudsonospongia_cyclostoma	extinct	458.4	467.3
Calycocoelia	extinct	458.4	467.3
Pseudopalmatohindia	extinct	458.4	467.3
Archaeoscyphia_minganensis	extinct	458.4	467.3
Zittelella_xinjiangensis	extinct	458.4	467.3
Rhopalocoelia_bachuensis	extinct	458.4	467.3
Annulospongia_tarimensis	extinct	458.4	467.3
Calycocoelia	extinct	458.4	467.3
Hudsonospongia_cyclostoma	extinct	458.4	467.3
Rhopalocoelia_kalpinensis	extinct	458.4	467.3
Pseudopalmatohindia	extinct	458.4	467.3
Aulocopium	extinct	458.4	467.3
Archaeoscyphia_minganensis	extinct	458.4	467.3
Archaeoscyphia_annulata	extinct	466	478.6
Archaeoscyphia_annulata	extinct	468.1	485.4
Archaeoscyphia_annulata	extinct	466	478.6
Archaeoscyphia_annulata	extinct	466	478.6
Archaeoscyphia_annulata	extinct	466	478.6
Archaeoscyphia_annulata	extinct	466	478.6
Archaeoscyphia_annulata	extinct	466	478.6
Archaeoscyphia_annulata	extinct	466	478.6
Archaeoscyphia_annulata	extinct	468.1	485.4
Archaeoscyphia_annulata	extinct	468.1	485.4
Archaeoscyphia_annulata	extinct	468.1	485.4
Archaeoscyphia	extinct	477.7	485.4
Kazania	extinct	252.17	254.17
Archaeoscyphia	extinct	477.7	485.4
Archaeoscyphia	extinct	443.7	449.5
Epiplastospongia_coactilis	extinct	449.5	460.9
Lithistida	extinct	449.5	460.9
Archaeoscyphia	extinct	466	478.6
Anthaspidellidae	extinct	466	478.6
Zittelella	extinct	457.5	466
Zittelella_varians	extinct	457.5	466
Wilbernicyathus	extinct	485.4	498.5
Wilbernicyathus	extinct	485.4	498.5
Orlinocyathus	extinct	513	516
Astylospongia_praemorsa	extinct	443.4	445.2
Multistella_porosa	extinct	268.8	272.3
Collatipora_discreta	extinct	259.9	265.1
Anthracosycon_regulare	extinct	272.3	279.3
Collatipora_pyriformis	extinct	268.8	272.3
Haplistion_aeluroglossa	extinct	268.8	272.3
Multistella_porosa	extinct	268.8	272.3
Collatipora_delicata	extinct	268.8	272.3
Anthracosycon_regulare	extinct	265.1	268.8
Virgaspongiella_ramosa	extinct	254.17	259.9
Incrustatospongia_superficiala	extinct	254.17	259.9
Haplistion_armstrongi	extinct	272.3	279.3
Anthaspidella_multiostia	extinct	358.9	372.2
Canningella_obconica	extinct	358.9	372.2
Canningella_interrupta	extinct	358.9	372.2
Canningella_expansa	extinct	358.9	372.2
Playfordiella_cylindrata	extinct	358.9	372.2
Playfordiella_capitanea	extinct	358.9	372.2
Playfordiella	extinct	358.9	372.2
Playfordiella_cylindrata	extinct	372.2	382.7
Cockbainia_palmata	extinct	372.2	382.7
Canningella_expansa	extinct	372.2	382.7
Allassospongia_polystromne	extinct	372.2	382.7
Attungaia	extinct	372.2	382.7
Playfordiella_cylindrata	extinct	370.6	376.1
Playfordiella_capitanea	extinct	370.6	376.1
Playfordiella	extinct	370.6	376.1
Fistulosospongia_parallella	extinct	370.6	376.1
Anthaspidella_multiostia	extinct	370.6	376.1
Canningella_obconica	extinct	370.6	376.1
Canningella_interrupta	extinct	370.6	376.1
Canningella_expansa	extinct	370.6	376.1
Canningella_magnipora	extinct	370.6	376.1
Playfordiella	extinct	358.9	372.2
Aulocopoides	extinct	358.9	372.2
Aulocopoides	extinct	358.9	372.2
Australospongia	extinct	358.9	372.2
Australospongia	extinct	358.9	372.2
Striataspongia	extinct	358.9	372.2
Capsospongia_undulata	extinct	505	513
Fieldospongia_bellilineata	extinct	505	513
Vauxia	extinct	505	513
Vauxia	extinct	505	513
Vauxia	extinct	505	513
Fieldospongia_bellilineata	extinct	505	513
Vauxia	extinct	505	513
Stromatomorpha	extinct	201.3	208.5
Stromatomorpha	extinct	205.6	212
Stromatomorpha	extinct	201.3	208.5
Stromatomorpha	extinct	212	215.56
Stromatomorpha	extinct	183	189.6
Archaeoscyphia_pulchra	extinct	458.4	467.3
Hudsonospongia_cyclostoma	extinct	458.4	467.3
Patellispongia_oculata	extinct	458.4	467.3
Patellispongia_robusta	extinct	458.4	467.3
Patellispongia_argentina	extinct	458.4	467.3
Rhopalocoelia_clarkii	extinct	458.4	467.3
Rhopalocoelia	extinct	458.4	467.3
Archaeoscyphia_minganensis	extinct	460.9	466
Archaeoscyphia_pulchra	extinct	460.9	466
Calycocoelia	extinct	460.9	466
Hudsonospongia_cyclostoma	extinct	460.9	466
Patellispongia_robusta	extinct	460.9	466
Patellispongia	extinct	460.9	466
Psarodictyum	extinct	460.9	466
Rhopalocoelia_clarkii	extinct	460.9	466
Rhopalocoelia	extinct	460.9	466
Rhopalocoelia	extinct	460.9	466
Aulocopium	extinct	460.9	466
Archaeoscyphia_minganensis	extinct	460.9	466
Archaeoscyphia_pulchra	extinct	460.9	466
Calycocoelia	extinct	460.9	466
Hudsonospongia_cyclostoma	extinct	460.9	466
Hudsonospongia_porosa	extinct	460.9	466
Hudsonospongia_irregularis	extinct	460.9	466
Rhopalocoelia	extinct	460.9	466
Psarodictyum	extinct	460.9	466
Protachilleum_kayseri	extinct	460.9	466
Rugospongia_viejoensis	extinct	460.9	466
Chonella	extinct	89.3	93.5
Cytoracia	extinct	89.3	93.5
Siphonia	extinct	89.3	93.5
Verruculina	extinct	89.3	93.5
Verruculina	extinct	89.3	93.5
Astrobolia	extinct	89.3	93.5
Astrobolia	extinct	89.3	93.5
Astrocladia	extinct	89.3	93.5
Chonella	extinct	89.3	93.5
Chonella	extinct	89.3	93.5
Cytoracia	extinct	89.3	93.5
Jerea	extinct	89.3	93.5
Scytalia	extinct	89.3	93.5
Scytalia	extinct	89.3	93.5
Seliscothon	extinct	89.3	93.5
Siphonia	extinct	89.3	93.5
Siphonia	extinct	89.3	93.5
Verrucospongia	extinct	89.3	93.5
Verruculina	extinct	89.3	93.5
Stromatomorpha_stylifera	extinct	205.6	212
Claytonia	extinct	0.0117	0.126
Rhizotetraclis_plana	extinct	164.7	167.7
Cnemidiastrum_stellatum	extinct	164.7	167.7
Hyalotragos_patella	extinct	164.7	167.7
Pyrgochonia_radiata	extinct	164.7	167.7
Platychonia_schlotheimi	extinct	164.7	167.7
Melonella_radiata	extinct	164.7	167.7
Mastosia_rhytidodes	extinct	164.7	167.7
Jumarella_astrorhiza	extinct	164.7	167.7
Cnemidiastrum	extinct	164.7	167.7
Melonella_radiata	extinct	155.7	161.2
Lithistida	extinct	232	235
Stromatomorpha	extinct	201.3	208.5
Lithistida	extinct	423	427.4
Stromatomorpha_californica	extinct	208.5	228
Stromatomorpha	extinct	215.56	221.5
Stromatomorpha_californica	extinct	215.56	221.5
Calycocoelia_typicalis	extinct	457.5	471.8
Nevadocoelia	extinct	457.5	471.8
Calycocoelia_typicalis	extinct	468.1	471.8
Nevadocoelia_wistae	extinct	468.1	471.8
Calycocoelia_typicalis	extinct	457.5	471.8
Calycocoelia_typicalis	extinct	457.5	471.8
Calycocoelia	extinct	457.5	471.8
Vauxia_bellula	extinct	501	513
Sentinelia_draco	extinct	501	513
Jerea	extinct	93.5	99.6
Siphonia	extinct	93.5	99.6
Seliscothon	extinct	93.5	99.6
Phyllodermia	extinct	93.5	99.6
Archaeoscyphia	extinct	468.1	478.6
Archaeoscyphia	extinct	468.1	485.4
Archaeoscyphia	extinct	468.1	485.4
Archaeoscyphia	extinct	468.1	485.4
Archaeoscyphia	extinct	468.1	485.4
Archaeoscyphia	extinct	468.1	485.4
Archaeoscyphia	extinct	468.1	485.4
Archaeoscyphia	extinct	468.1	485.4
Archaeoscyphia	extinct	468.1	485.4
Archaeoscyphia	extinct	468.1	485.4
Archaeoscyphia	extinct	468.1	485.4
Archaeoscyphia	extinct	468.1	485.4
Archaeoscyphia	extinct	468.1	478.6
Archaeoscyphia	extinct	468.1	478.6
Pseudovirgulopsis_solus	extinct	254.17	259.9
Pseudomultistella_decipiens	extinct	254.17	259.9
Actinocoelia_ossa	extinct	252.17	254.17
Pseudomultistella_decipiens	extinct	254.17	259.9
Actinocoelia_maeandrina	extinct	254.17	259.9
Anthracosycon_auriforme	extinct	272.3	279.3
Collatipora_delicata	extinct	268.8	272.3
Defordia_densa	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Actinocoelia_maeandrina	extinct	272.3	279.3
Jereina_cylindrica	extinct	272.3	279.3
Jereina_cylindrica	extinct	272.3	279.3
Actinocoelia_maeandrina	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Actinocoelia_maeandrina	extinct	272.3	279.3
Actinocoelia_maeandrina	extinct	272.3	279.3
Dactylites_subdigitatus	extinct	272.3	279.3
Actinocoelia_maeandrina	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Jereina_cylindrica	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Dactylites_micropora	extinct	272.3	279.3
Haplistion_aeluroglossa	extinct	272.3	279.3
Actinocoelia_maeandrina	extinct	272.3	279.3
Chiastoclonellidae	extinct	272.3	279.3
Anthracosyconidae	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Actinocoelia_maeandrina	extinct	272.3	279.3
Jereina_cylindrica	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Actinocoelia_maeandrina	extinct	272.3	279.3
Haplistion_aeluroglossa	extinct	272.3	279.3
Actinocoelia_maeandrina	extinct	272.3	279.3
Jereina_ramosa	extinct	272.3	279.3
Actinocoelia_maeandrina	extinct	272.3	279.3
Defordia_densa	extinct	272.3	279.3
Collatipora_delicata	extinct	265.1	268.8
Haplistion_skinneri	extinct	272.3	279.3
Actinocoelia_maeandrina	extinct	272.3	279.3
Chaunactis	extinct	265.1	268.8
Chaunactis	extinct	259.9	265.1
Collatipora_discreta	extinct	272.3	279.3
Jereina_ramosa	extinct	268.8	272.3
Anthracosycon_ficus	extinct	268.8	272.3
Anthracosycon	extinct	268.8	272.3
Scleritodermidae	extinct	53	66
Discodermia	extinct	53	66
Phymatellidae	extinct	53	66
Corallistes	extinct	53	66
Homophymia	extinct	53	66
Callipelta	extinct	53	66
Macandrewia	extinct	53	66
Pleroma_aotea	extinct	53	66
Costifer	extinct	53	66
Chenendopora	extinct	41.3	47.8
Jereopsis_clavaeformis	extinct	41.3	47.8
Jereopsis_inaequalis	extinct	41.3	47.8
Jereopsis	extinct	41.3	47.8
Phlyctia_expansa	extinct	41.3	47.8
Pliobolia_vermiculata	extinct	41.3	47.8
Achrochordiella_vokesi	extinct	33.9	41.3
Pleroma_aotea	extinct	27.3	34.3
Discodermia	extinct	7.246	11.62
Moretispongia_pyriformis	extinct	7.246	11.62
Verruculina_ambigua	extinct	7.246	11.62
Doryderma	extinct	7.246	11.62
Pseudoverruculina	extinct	7.246	11.62
Turonia_variabilis	extinct	70.6	83.5
Kozlowskispongia_bulbosa	extinct	70.6	83.5
Ragadinia_rimosa	extinct	70.6	83.5
Cycloclema_compressa	extinct	70.6	83.5
Plinthosella_squamosa	extinct	70.6	83.5
Inodia	extinct	70.6	83.5
Acrochordonia_regularis	extinct	70.6	83.5
Phymatella_bulbosa	extinct	70.6	83.5
Phymatella_irregularis	extinct	70.6	83.5
Phymoracia_verrucosa	extinct	70.6	83.5
Thecosiphonia_gracilis	extinct	70.6	83.5
Callopegma_acaule	extinct	70.6	83.5
Callopegma	extinct	70.6	83.5
Siphonia	extinct	70.6	83.5
Discodermia_galloprovincialis	extinct	70.6	83.5
Eustrobilus_callosus	extinct	70.6	83.5
Ragadinia_rimosa	extinct	70.6	83.5
Ragadinia_foraminifera	extinct	70.6	83.5
Prokaliapsis_clavata	extinct	70.6	83.5
Plinthosella_squamosa	extinct	70.6	83.5
Carterella	extinct	70.6	83.5
Pachycothon_giganteum	extinct	70.6	83.5
Doryderma_(Brochodora)_roemeri	extinct	70.6	83.5
Doryderma_(Brochodora)_ramusculus	extinct	70.6	83.5
Brochodora_latiramea	extinct	70.6	83.5
Homalodoriana_plana	extinct	70.6	83.5
Heterostinia	extinct	70.6	83.5
Heterostinia	extinct	70.6	83.5
Heterostinia_phytoniformis	extinct	70.6	83.5
Propleroma_campanica	extinct	70.6	83.5
Acrochordonia_ramosa	extinct	70.6	83.5
Acrochordonia_bifurcata	extinct	70.6	83.5
Schrammeniella_scytaliforme	extinct	70.6	83.5
Schrammeniella	extinct	70.6	83.5
Schrammeniella	extinct	70.6	83.5
Phymatella_bulbosa	extinct	70.6	83.5
Callopegma_acaule	extinct	70.6	83.5
Callopegma	extinct	70.6	83.5
Turonia_variabilis	extinct	70.6	83.5
Jerea_pyriformis	extinct	70.6	83.5
Eustrobilus_callosus	extinct	70.6	83.5
Eustrobilus_extraneus	extinct	70.6	83.5
Ragadinia_rimosa	extinct	70.6	83.5
Prokaliapsis_clavata	extinct	70.6	83.5
Prokaliapsis	extinct	70.6	83.5
Plinthosella_elegans	extinct	70.6	83.5
Heloraphinia_chordata	extinct	70.6	83.5
Pachycothon_giganteum	extinct	70.6	83.5
Doryderma_(Brochodora)_ramusculus	extinct	70.6	83.5
Pachypoterion_biedai	extinct	70.6	83.5
Homalodoriana_polonica	extinct	70.6	83.5
Homalodoriana_breviramosa	extinct	70.6	83.5
Heterostinia	extinct	70.6	83.5
Acrochordonia_regularis	extinct	70.6	83.5
Pachinion_scriptum	extinct	70.6	83.5
Schrammeniella	extinct	70.6	83.5
Aulaxinia_ventricosa	extinct	70.6	83.5
Callopegma_acaule	extinct	70.6	83.5
Callopegma	extinct	70.6	83.5
Jerea_pyriformis	extinct	70.6	83.5
Siphonia_tulipa	extinct	70.6	83.5
Siphonia_pyriformis	extinct	70.6	83.5
Siphonia	extinct	70.6	83.5
Siphonia	extinct	70.6	83.5
Discodermia_galloprovincialis	extinct	70.6	83.5
Phyllodermia_magna	extinct	70.6	83.5
Phyllodermia_pulchra	extinct	70.6	83.5
Phyllodermia	extinct	70.6	83.5
Eustrobilus_callosus	extinct	70.6	83.5
Ragadinia_rimosa	extinct	70.6	83.5
Ragadinia_foraminifera	extinct	70.6	83.5
Cycloclema_compressa	extinct	70.6	83.5
Plinthosella	extinct	70.6	83.5
Carterella	extinct	70.6	83.5
Pachycothon_giganteum	extinct	70.6	83.5
Doryderma_(Brochodora)_roemeri	extinct	70.6	83.5
Homalodoriana	extinct	70.6	83.5
Homalodoriana_tuberosa	extinct	70.6	83.5
Homalodoriana_plana	extinct	70.6	83.5
Homalodoriana_pusilla	extinct	70.6	83.5
Homalodoriana_ficus	extinct	70.6	83.5
Homalodoriana_skrainivensis	extinct	70.6	83.5
Homalodoriana_polonica	extinct	70.6	83.5
Homalodoriana_breviramosa	extinct	70.6	83.5
Heterostinia	extinct	70.6	83.5
Heterostinia_phytoniformis	extinct	70.6	83.5
Pachinion_scriptum	extinct	70.6	83.5
Schrammeniella_scytaliforme	extinct	70.6	83.5
Schrammeniella	extinct	70.6	83.5
Ragadinia_rimosa	extinct	70.6	83.5
Pachycothon_giganteum	extinct	70.6	83.5
Doryderma_(Brochodora)_roemeri	extinct	70.6	83.5
Doryderma_(Brochodora)_ramusculus	extinct	70.6	83.5
Heterostinia	extinct	70.6	83.5
Eustrobilus_callosus	extinct	70.6	83.5
Doryderma_(Brochodora)_ramusculus	extinct	70.6	83.5
Pachinion_scriptum	extinct	70.6	83.5
Doryderma_(Brochodora)_roemeri	extinct	70.6	83.5
Schrammeniella_scytaliforme	extinct	70.6	83.5
Schrammeniella	extinct	70.6	83.5
Siphonia_pyriformis	extinct	93.9	100.5
Plinthosella_squamosa	extinct	93.9	100.5
Cycloclema_compressa	extinct	70.6	83.5
Plinthosella_squamosa	extinct	72.1	83.6
Phymatella_irregularis	extinct	66	70.6
Aulaxinia_sulcifera	extinct	66	70.6
Aulaxinia_fallax	extinct	66	70.6
Aulaxinia_sulcifera	extinct	66	70.6
Plinthosella_squamosa	extinct	66	70.6
Inodia	extinct	66	70.6
Turonia_variabilis	extinct	66	70.6
Plinthosella_squamosa	extinct	66	70.6
Turonia_variabilis	extinct	66	70.6
Astrocladia_subramosa	extinct	66	70.6
Plinthosella_squamosa	extinct	66	70.6
Verruculina_tenuis	extinct	70.6	83.5
Verruculina_seriatopora	extinct	70.6	83.5
Verruculina	extinct	70.6	83.5
Verruculina	extinct	70.6	83.5
Verruculina_damaecornis	extinct	70.6	83.5
Verruculina_tenuis	extinct	70.6	83.5
Seliscothon	extinct	70.6	83.5
Seliscothon_verrucosum	extinct	70.6	83.5
Jereica_polystoma	extinct	70.6	83.5
Jereica	extinct	70.6	83.5
Stichophyma_turbinata	extinct	70.6	83.5
Bolidium_arbustum	extinct	70.6	83.5
Coscinostoma_fragilis	extinct	70.6	83.5
Scytalia	extinct	70.6	83.5
Scytalia	extinct	70.6	83.5
Verruculina	extinct	70.6	83.5
Verruculina_tenuis	extinct	70.6	83.5
Jereica_polystoma	extinct	70.6	83.5
Verruculina	extinct	70.6	83.5
Amphithelion_cupula	extinct	70.6	83.5
Verruculina_abnormis	extinct	70.6	83.5
Seliscothon	extinct	70.6	83.5
Jereica_polystoma	extinct	70.6	83.5
Stichophyma_turbinata	extinct	70.6	83.5
Coelocorypha_bulbosa	extinct	70.6	83.5
Coscinostoma_fragilis	extinct	70.6	83.5
Scytalia_turbinata	extinct	70.6	83.5
Scytalia	extinct	70.6	83.5
Scytalia	extinct	70.6	83.5
Scytalia	extinct	70.6	83.5
Verruculina	extinct	70.6	83.5
Verruculina_tenuis	extinct	70.6	83.5
Amphithelion_macrommata	extinct	70.6	83.5
Seliscothon	extinct	70.6	83.5
Coelocorypha_bulbosa	extinct	70.6	83.5
Scytalia	extinct	70.6	83.5
Verruculina	extinct	70.6	83.5
Seliscothon	extinct	70.6	83.5
Stachyspongia_tuberculosa	extinct	70.6	83.5
Stichophyma_pumiliformis	extinct	70.6	83.5
Verruculina	extinct	70.6	83.5
Jereica_polystoma	extinct	70.6	83.5
Verruculina_tenuis	extinct	72.1	83.6
Verruculina_seriatopora	extinct	66	70.6
Leiochonia_cryptoporosa	extinct	66	70.6
Leiochonia_cryptoporosa	extinct	89.3	93.5
Thecosiphonia_torgeri	extinct	89.3	93.5
Phyllodermia_coronata	extinct	89.3	93.5
Ragadinia	extinct	89.3	93.5
Plinthosella	extinct	89.3	93.5
Pycnodesma_globosa	extinct	89.3	93.5
Phymatella	extinct	89.3	93.5
Phymatella_bulbosa	extinct	89.3	93.5
Phymatella	extinct	89.3	93.5
Aulaxinia_fallax	extinct	89.3	93.5
Turonia_variabilis	extinct	89.3	93.5
Turonia	extinct	89.3	93.5
Jerea_pyriformis	extinct	89.3	93.5
Jerea_striata	extinct	89.3	93.5
Jerea_clavata	extinct	89.3	93.5
Siphonia_pyriformis	extinct	89.3	93.5
Siphonia	extinct	89.3	93.5
Discodermia_stellata	extinct	89.3	93.5
Discodermia	extinct	89.3	93.5
Phyllodermia_antiqua	extinct	89.3	93.5
Calymmatina	extinct	93.9	100.5
Tetraspongia_balmensis	extinct	99.6	105.3
Aulaxinia_ventricosa	extinct	109	112.03
Aulaxinia_sulcifera	extinct	109	112.03
Phymaraphinia_infundibuliformis	extinct	109	112.03
Chenendopora_fungiformis	extinct	109	112.03
Doryderma_(Brochodora)_roemeri	extinct	109	112.03
Doryderma_(Brochodora)_ramusculus	extinct	109	112.03
Pachypoterion_auritum	extinct	109	112.03
Pachinion_scriptum	extinct	109	112.03
Procorallistes_polymorphus	extinct	109	112.03
Doryderma_(Brochodora)_roemeri	extinct	72.1	83.6
Doryderma_(Brochodora)_ramusculus	extinct	72.1	83.6
Homalodoriana	extinct	72.1	83.6
Homalodoriana_plana	extinct	72.1	83.6
Homalodoriana_tuberosa	extinct	72.1	83.6
Homalodoriana_ficus	extinct	72.1	83.6
Homalodoriana_pusilla	extinct	72.1	83.6
Amphilectella_piriformis	extinct	72.1	83.6
Heterostinia	extinct	72.1	83.6
Pachinion_scriptum	extinct	72.1	83.6
Procorallistes_polymorphus	extinct	72.1	83.6
Phymatella_bulbosa	extinct	72.1	83.6
Phymatella	extinct	72.1	83.6
Phymatella_sphaeroides	extinct	72.1	83.6
Phymatella_heteropora	extinct	72.1	83.6
Aulaxinia_sulcifera	extinct	72.1	83.6
Aulaxinia_fallax	extinct	72.1	83.6
Craterella_auricula	extinct	72.1	83.6
Phymoracia_verrucosa	extinct	72.1	83.6
Callopegma_acaule	extinct	72.1	83.6
Thecosiphonia_postumus	extinct	72.1	83.6
Turonia_variabilis	extinct	72.1	83.6
Turonia_constricta	extinct	72.1	83.6
Turonia_cerebriformis	extinct	72.1	83.6
Pachycalymma_subglobosa	extinct	72.1	83.6
Jerea_gracilis	extinct	72.1	83.6
Siphonia	extinct	72.1	83.6
Siphonia_maliformis	extinct	72.1	83.6
Siphonia_micropora	extinct	72.1	83.6
Acrochordonia_auricula	extinct	72.1	83.6
Acrochordonia_ramosa	extinct	72.1	83.6
Phyllodermia_antiqua	extinct	72.1	83.6
Ragadinia_rimosa	extinct	72.1	83.6
Ragadinia_doederleini	extinct	72.1	83.6
Placoscytus_jereaeformis	extinct	72.1	83.6
Eustrobilus_callosus	extinct	72.1	83.6
Colossolacis_plicata	extinct	72.1	83.6
Rhoptrum_scytaliforme	extinct	72.1	83.6
Phymaraphinia_infundibuliformis	extinct	72.1	83.6
Cycloclema_compressa	extinct	72.1	83.6
Pholidocladia_dichotoma	extinct	72.1	83.6
Prokaliapsis_clavata	extinct	72.1	83.6
Prokaliapsis_cretacea	extinct	72.1	83.6
Lopadophorus_lacunosus	extinct	72.1	83.6
Astrocladia_subramosa	extinct	72.1	83.6
Plinthosella_squamosa	extinct	72.1	83.6
Ingentilotus_micropelta	extinct	72.1	83.6
Pycnodesma_globosa	extinct	72.1	83.6
Pachycothon_giganteum	extinct	72.1	83.6
Verruculina_tenuis	extinct	72.1	83.6
Verruculina	extinct	72.1	83.6
Amphithelion_macrommata	extinct	72.1	83.6
Verruculina_seriatopora	extinct	72.1	83.6
Amphithelion_cupula	extinct	72.1	83.6
Stichophyma_multiformis	extinct	72.1	83.6
Jereica_polystoma	extinct	72.1	83.6
Jereica_oligostoma	extinct	72.1	83.6
Scytalia	extinct	72.1	83.6
Scytalia	extinct	72.1	83.6
Leiochonia_cryptoporosa	extinct	72.1	83.6
Chonella_tenuis	extinct	72.1	83.6
Coscinostoma_fragilis	extinct	72.1	83.6
Seliscothon	extinct	72.1	83.6
Seliscothon_mantelli	extinct	72.1	83.6
Megarhiza_dubia	extinct	72.1	83.6
Doryderma_(Brochodora)_roemeri	extinct	70.6	83.5
Doryderma_(Brochodora)_ramusculus	extinct	70.6	83.5
Homalodoriana	extinct	70.6	83.5
Homalodoriana_plana	extinct	70.6	83.5
Homalodoriana_tuberosa	extinct	70.6	83.5
Homalodoriana_ficus	extinct	70.6	83.5
Amphilectella_piriformis	extinct	70.6	83.5
Heterostinia	extinct	70.6	83.5
Heterostinia_immanis	extinct	70.6	83.5
Heterostinia_depressa	extinct	70.6	83.5
Pachypoterion_auritum	extinct	70.6	83.5
Pachinion_scriptum	extinct	70.6	83.5
Procorallistes_polymorphus	extinct	70.6	83.5
Schrammeniella_scytaliforme	extinct	70.6	83.5
Phymatella_bulbosa	extinct	70.6	83.5
Phymatella	extinct	70.6	83.5
Phymatella_sphaeroides	extinct	70.6	83.5
Phymatella_heteropora	extinct	70.6	83.5
Aulaxinia_sulcifera	extinct	70.6	83.5
Aulaxinia_melo	extinct	70.6	83.5
Aulaxinia_ventricosa	extinct	70.6	83.5
Craterella_auricula	extinct	70.6	83.5
Callopegma_acaule	extinct	70.6	83.5
Turonia_variabilis	extinct	70.6	83.5
Turonia_constricta	extinct	70.6	83.5
Turonia_induta	extinct	70.6	83.5
Calymmatina_rimosa	extinct	70.6	83.5
Pachycalymma_subglobosa	extinct	70.6	83.5
Siphonia	extinct	70.6	83.5
Siphonia_maliformis	extinct	70.6	83.5
Hallirhoa_fusiformis	extinct	70.6	83.5
Phyllodermia_antiqua	extinct	70.6	83.5
Phyllodermia_(Cladodermia)_colossea	extinct	70.6	83.5
Ragadinia_rimosa	extinct	70.6	83.5
Placoscytus_jereaeformis	extinct	70.6	83.5
Eustrobilus_callosus	extinct	70.6	83.5
Colossolacis_plicata	extinct	70.6	83.5
Phymaraphinia_infundibuliformis	extinct	70.6	83.5
Cycloclema_compressa	extinct	70.6	83.5
Prokaliapsis_clavata	extinct	70.6	83.5
Astrocladia_subramosa	extinct	70.6	83.5
