Species	Status	min_age	max_age
Microdendron_ramulosum	extinct	70.6	83.5
Chenendopora_fungiformis	extinct	70.6	83.5
Plinthosella_squamosa	extinct	70.6	83.5
Ingentilotus_micropelta	extinct	70.6	83.5
Pachycothon_giganteum	extinct	70.6	83.5
Verruculina_tenuis	extinct	70.6	83.5
Verruculina	extinct	70.6	83.5
Amphithelion_macrommata	extinct	70.6	83.5
Verruculina_seriatopora	extinct	70.6	83.5
Amphithelion_cupula	extinct	70.6	83.5
Verruculina	extinct	70.6	83.5
Stichophyma_multiformis	extinct	70.6	83.5
Jereica_polystoma	extinct	70.6	83.5
Jereica	extinct	70.6	83.5
Jereica_oligostoma	extinct	70.6	83.5
Stachyspongia_tuberculosa	extinct	70.6	83.5
Scytalia	extinct	70.6	83.5
Scytalia	extinct	70.6	83.5
Cytoracia_rimosa	extinct	70.6	83.5
Cytoracia_turbinata	extinct	70.6	83.5
Pachysalax_processifer	extinct	70.6	83.5
Plinthodermatium_exile	extinct	70.6	83.5
Coelosphaeroma_appendiculata	extinct	70.6	83.5
Leiochonia_cryptoporosa	extinct	70.6	83.5
Leiochonia_robusta	extinct	70.6	83.5
Chonella_tenuis	extinct	70.6	83.5
Pachyselis_auriformis	extinct	70.6	83.5
Coscinostoma_fragilis	extinct	70.6	83.5
Coscinostoma_auricula	extinct	70.6	83.5
Seliscothon	extinct	70.6	83.5
Seliscothon_mantelli	extinct	70.6	83.5
Chalaropegma_cerebriformis	extinct	70.6	83.5
Ozotrachelus_exspectatus	extinct	70.6	83.5
Macrobrochus_rimosus	extinct	70.6	83.5
Doryderma_(Brochodora)_roemeri	extinct	89.8	93.9
Pachinion_scriptum	extinct	89.8	93.9
Phymatella_intumescens	extinct	89.8	93.9
Thecosiphonia_torgeri	extinct	89.8	93.9
Pachycalymma_subglobosa	extinct	89.8	93.9
Pholidocladia_dichotoma	extinct	89.8	93.9
Eulespongia_texta	extinct	89.8	93.9
Pachycothon_giganteum	extinct	89.8	93.9
Verruculina_tenuis	extinct	89.8	93.9
Verruculina_damaecornis	extinct	89.8	93.9
Verruculina	extinct	89.8	93.9
Verruculina_crassa	extinct	89.8	93.9
Verruculina	extinct	89.8	93.9
Verruculina_seriatopora	extinct	89.8	93.9
Stichophyma	extinct	89.8	93.9
Stichophyma_robusta	extinct	89.8	93.9
Stachyspongia	extinct	89.8	93.9
Scytalia	extinct	89.8	93.9
Chonella_tenuis	extinct	89.8	93.9
Pachyselis_auriformis	extinct	89.8	93.9
Seliscothon	extinct	89.8	93.9
Doryderma_(Brochodora)_roemeri	extinct	89.8	93.9
Phymatella_intumescens	extinct	89.8	93.9
Phymatella_spinosa	extinct	89.8	93.9
Thecosiphonia_torgeri	extinct	89.8	93.9
Thecosiphonia_ramosa	extinct	89.8	93.9
Pachycalymma_subglobosa	extinct	89.8	93.9
Pachycothon_giganteum	extinct	89.8	93.9
Pachinion_scriptum	extinct	89.8	93.9
Procorallistes_polymorphus	extinct	89.8	93.9
Schrammeniella_cylindratum	extinct	89.8	93.9
Phymatella_intumescens	extinct	89.8	93.9
Eulespongia_texta	extinct	89.8	93.9
Verruculina_tenuis	extinct	89.8	93.9
Verruculina_crassa	extinct	89.8	93.9
Stichophyma	extinct	89.8	93.9
Stachyspongia_spica	extinct	89.8	93.9
Scytalia	extinct	89.8	93.9
Cytoracia_turbinata	extinct	89.8	93.9
Seliscothon	extinct	89.8	93.9
Pachypoterion_koeneni	extinct	83.6	89.8
Pachinion	extinct	83.6	89.8
Phymatella_bulbosa	extinct	83.6	89.8
Callopegma	extinct	83.6	89.8
Siphonia_griepenkerli	extinct	83.6	89.8
Trachysycon_muricatum	extinct	83.6	89.8
Lopadophorus	extinct	83.6	89.8
Astrocladia_subramosa	extinct	83.6	89.8
Pachycothon_giganteum	extinct	83.6	89.8
Verruculina_tenuis	extinct	83.6	89.8
Verruculina_micrommata	extinct	83.6	89.8
Verruculina_seriatopora	extinct	83.6	89.8
Verruculina_angulata	extinct	83.6	89.8
Stichophyma_turbinata	extinct	83.6	89.8
Jereica_punctata	extinct	83.6	89.8
Stachyspongia_tuberculosa	extinct	83.6	89.8
Coelocorypha_subglobosa	extinct	83.6	89.8
Coelocorypha	extinct	83.6	89.8
Coelocorypha	extinct	83.6	89.8
Coelocorypha_nidulifera	extinct	83.6	89.8
Astrobolia	extinct	83.6	89.8
Astrobolia	extinct	83.6	89.8
Astrobolia	extinct	83.6	89.8
Cytoracia_impressa	extinct	83.6	89.8
Cytoracia_grandis	extinct	83.6	89.8
Cytoracia_costata	extinct	83.6	89.8
Bolidium	extinct	83.6	89.8
Leiochonia_cryptoporosa	extinct	83.6	89.8
Pachyselis_auriformis	extinct	83.6	89.8
Seliscothon_mantelli	extinct	83.6	89.8
Seliscothon_marginatum	extinct	83.6	89.8
Ozotrachelus_conicus	extinct	83.6	89.8
Trachysycon_muricatum	extinct	83.6	89.8
Siphonia_griepenkerli	extinct	83.6	89.8
Phymatella_bulbosa	extinct	83.6	89.8
Lopadophorus	extinct	83.6	89.8
Pachinion	extinct	83.6	89.8
Ozotrachelus_conicus	extinct	83.6	89.8
Seliscothon_mantelli	extinct	83.6	89.8
Seliscothon_marginatum	extinct	83.6	89.8
Cytoracia_grandis	extinct	83.6	89.8
Cytoracia_costata	extinct	83.6	89.8
Cytoracia_impressa	extinct	83.6	89.8
Coelocorypha_subglobosa	extinct	83.6	89.8
Jereica_punctata	extinct	83.6	89.8
Doryderma_(Brochodora)_roemeri	extinct	72.1	86.3
Doryderma_(Brochodora)_ramusculus	extinct	72.1	86.3
Pachypoterion_koeneni	extinct	72.1	86.3
Pachinion_scriptum	extinct	72.1	86.3
Aulaxinia_sulcifera	extinct	72.1	86.3
Callopegma_acaule	extinct	72.1	86.3
Ragadinia_rimosa	extinct	72.1	86.3
Plinthosella_squamosa	extinct	72.1	86.3
Amphithelion_macrommata	extinct	72.1	86.3
Verruculina_seriatopora	extinct	72.1	86.3
Stichophyma_multiformis	extinct	72.1	86.3
Jereica_excavata	extinct	72.1	86.3
Jereica_oligostoma	extinct	72.1	86.3
Scytalia	extinct	72.1	86.3
Scytalia	extinct	72.1	86.3
Leiochonia_cryptoporosa	extinct	72.1	86.3
Chonella_tenuis	extinct	72.1	86.3
Coscinostoma_fragilis	extinct	72.1	86.3
Seliscothon	extinct	72.1	86.3
Seliscothon_mantelli	extinct	72.1	86.3
Polyierea	extinct	72.1	83.6
Siphonia_griepenkerli	extinct	72.1	83.6
Siphonia	extinct	72.1	83.6
Phyllodermia_coronata	extinct	72.1	83.6
Hallirhoa	extinct	72.1	83.6
Lopadophorus	extinct	72.1	83.6
Astrocladia_subramosa	extinct	72.1	83.6
Verruculina_seriatopora	extinct	72.1	83.6
Jereica_polystoma	extinct	72.1	83.6
Stachyspongia_tuberculosa	extinct	72.1	83.6
Scytalia	extinct	72.1	83.6
Coelocorypha_nidulifera	extinct	72.1	83.6
Seliscothon_mantelli	extinct	72.1	83.6
Doryderma_(Brochodora)_roemeri	extinct	72.1	83.6
Pachinion_scriptum	extinct	72.1	83.6
Phymatella_bulbosa	extinct	72.1	83.6
Aulaxinia_sulcifera	extinct	72.1	83.6
Phymoracia_verrucosa	extinct	72.1	83.6
Verruculina_tenuis	extinct	72.1	83.6
Verruculina_seriatopora	extinct	72.1	83.6
Stichophyma_multiformis	extinct	72.1	83.6
Jereica_polystoma	extinct	72.1	83.6
Scytalia	extinct	72.1	83.6
Leiochonia_cryptoporosa	extinct	72.1	83.6
Chonella_tenuis	extinct	72.1	83.6
Seliscothon	extinct	72.1	83.6
Seliscothon_mantelli	extinct	72.1	83.6
Doryderma_(Brochodora)_roemeri	extinct	70.6	83.5
Phymatella_bulbosa	extinct	70.6	83.5
Phymatella_heteropora	extinct	70.6	83.5
Callopegma_acaule	extinct	70.6	83.5
Turonia_induta	extinct	70.6	83.5
Ragadinia_rimosa	extinct	70.6	83.5
Plinthosella_squamosa	extinct	70.6	83.5
Amphithelion_macrommata	extinct	70.6	83.5
Jereica_polystoma	extinct	70.6	83.5
Jereica	extinct	70.6	83.5
Phymatella_intumescens	extinct	89.8	93.9
Polyierea_(Thecosiphonia)	extinct	89.8	93.9
Eulespongia_texta	extinct	89.8	93.9
Scytalia	extinct	89.8	93.9
Leiochonia_pinguis	extinct	89.8	93.9
Seliscothon	extinct	89.8	93.9
Macrobrochus_emscheris	extinct	83.6	86.3
Callopegma_acaule	extinct	83.6	86.3
Jereica_turbo	extinct	83.6	86.3
Seliscothon_mantelli	extinct	83.6	86.3
Seliscothon_pingue	extinct	83.6	86.3
Pachypoterion_koeneni	extinct	70.6	83.5
Pachinion_cylindricum	extinct	70.6	83.5
Craterella_tuberosa	extinct	70.6	83.5
Phymoracia_verrucosa	extinct	70.6	83.5
Discodermia_gleba	extinct	70.6	83.5
Prokaliapsis_cretacea	extinct	70.6	83.5
Seliscothon	extinct	70.6	83.5
Megarhiza_dubia	extinct	70.6	83.5
Ozotrachelus	extinct	70.6	83.5
Verruculina_damaecornis	extinct	89.8	93.9
Phymatella_intumescens	extinct	113	125
Kalpinella_pateraeformis	extinct	113	125
Craterella_auricula	extinct	113	125
Aulaxinia_sulcifera	extinct	113	125
Aulaxinia_ventricosa	extinct	113	125
Polyierea_(Thecosiphonia)	extinct	113	125
Jerea_excavata	extinct	113	125
Polyierea	extinct	113	125
Siphonia_pyriformis	extinct	113	125
Discodermia_catalaunica	extinct	113	125
Discodermia_stellata	extinct	113	125
Phyllodermia	extinct	113	125
Phyllodermia_coronata	extinct	113	125
Phyllodermia_(Cladodermia)_curta	extinct	113	125
Phyllodermia_(Cladodermia)	extinct	113	125
Phyllodermia_(Cladodermia)_colossea	extinct	113	125
Verrucodesma_subconica	extinct	113	125
Verrucodesma_cylindrata	extinct	113	125
Eustrobilus_callosus	extinct	113	125
Eustrobilus_aptiensis	extinct	113	125
Rhoptrum_scytaliforme	extinct	113	125
Phymaraphinia_plana	extinct	113	125
Prokaliapsis_gemina	extinct	113	125
Polyrhipidium_cristagalli	extinct	113	125
Lopadophorus_fusiformis	extinct	113	125
Ingentilotus_ostreiformis	extinct	113	125
Heloraphinia	extinct	113	125
Heterostinia	extinct	113	125
Acrochordonia_stellata	extinct	113	125
Pachinion_scriptum	extinct	113	125
Pseudoverruculina_globosa	extinct	113	125
Pycnoclonella_dactyliformis	extinct	113	125
Pycnoclonella_ramosa	extinct	113	125
Gilletia_catalaunica	extinct	113	125
Spinocladia_tubulata	extinct	113	125
Verruculina_mamillata	extinct	113	125
Verruculina	extinct	113	125
Verruculina_tenuis	extinct	113	125
Seliscothon_phlyctioides	extinct	113	125
Coelocorypha_catalaunica	extinct	113	125
Moretispongia_micropora	extinct	113	125
Pseudocytoracea_plicata	extinct	113	125
Pseudocytoracea_curta	extinct	113	125
Chonella_tenuis	extinct	113	125
Coscinostoma_fragilis	extinct	113	125
Scytalia_turbinata	extinct	113	125
Scytalia	extinct	113	125
Scytalia_excavata	extinct	113	125
Stachyspongia_spica	extinct	113	125
Cytoracia	extinct	113	125
Phymatella_intumescens	extinct	113	125
Kalpinella_pateraeformis	extinct	113	125
Kalpinella_rugosa	extinct	113	125
Craterella_auricula	extinct	113	125
Callopegma_plana	extinct	113	125
Aulaxinia_ventricosa	extinct	113	125
Turonia_cerebriformis	extinct	113	125
Jerea_striata	extinct	113	125
Jerea_excavata	extinct	113	125
Siphonia_pyriformis	extinct	113	125
Siphonia	extinct	113	125
Phyllodermia_coronata	extinct	113	125
Phyllodermia_punctata	extinct	113	125
Phyllodermia_(Cladodermia)	extinct	113	125
Verrucodesma_cylindrata	extinct	113	125
Eustrobilus_callosus	extinct	113	125
Eustrobilus_aptiensis	extinct	113	125
Microcladina_aptiensis	extinct	113	125
Lopadophorus_fusiformis	extinct	113	125
Lopadophorus_globosus	extinct	113	125
Plinthosella_punctata	extinct	113	125
Phymaplectia_irregularis	extinct	113	125
Heterostinia	extinct	113	125
Verruculina_seriatopora	extinct	113	125
Seliscothon_azoricoides	extinct	113	125
Cnemidiastrum_reticulatus	extinct	113	125
Pseudocytoracea_curta	extinct	113	125
Coelosphaeroma_appendiculata	extinct	113	125
Virgaspongia_ichnata	extinct	314.6	318.1
Haplistion_sphaericum	extinct	314.6	318.1
Haplistion_arcticum	extinct	279.3	290.1
Raanespongia_monilis	extinct	279.3	290.1
Haplistion_latituba	extinct	279.3	290.1
Haplistion_arcticum	extinct	279.3	290.1
Haplistion_diactinum	extinct	279.3	290.1
Raanespongia_monilis	extinct	279.3	290.1
Raanespongia_monilis	extinct	279.3	290.1
Raanespongia_monilis	extinct	279.3	290.1
Haplistion_arcticum	extinct	279.3	290.1
Haplistion_arcticum	extinct	279.3	290.1
Haplistion_arcticum	extinct	279.3	290.1
Haplistion_arcticum	extinct	279.3	290.1
Chiastoclonellidae	extinct	272.3	290.1
Haplistion_aeluroglossa	extinct	272.3	290.1
Haplistion_armstrongi	extinct	345.3	358.9
Rutkowskiella_tumula	extinct	382.7	387.7
Phacellopegma_schizoderma	extinct	314.6	318.1
Haplistion_apletum	extinct	314.6	318.1
Anthaspidellidae	extinct	358.9	372.2
Astylospongia	extinct	358.9	372.2
Rutkowskiella_tumula	extinct	372.2	382.7
Globispongia_paffrathi	extinct	382.7	387.7
Siphonia_pyriformis	extinct	99.6	105.3
Stromatomorpha_californica	extinct	215.56	221.5
Phymatella	extinct	70.6	83.5
Phymatella_bulbosa	extinct	70.6	83.5
Phymatella_sphaeroides	extinct	70.6	83.5
Aulaxinia_sulcifera	extinct	70.6	83.5
Craterella_rhizophyta	extinct	70.6	83.5
Callopegma_acaule	extinct	70.6	83.5
Paraspelaeum_labyrinthicum	extinct	70.6	83.5
Ragadinia_rimosa	extinct	70.6	83.5
Colossolacis_plicata	extinct	70.6	83.5
Astrocladia_subramosa	extinct	70.6	83.5
Plinthosella_squamosa	extinct	70.6	83.5
Doryderma_(Brochodora)_roemeri	extinct	70.6	83.5
Homalodoriana_plana	extinct	70.6	83.5
Homalodoriana_ficus	extinct	70.6	83.5
Seliscothon	extinct	70.6	83.5
Seliscothon_phlyctioides	extinct	70.6	83.5
Jereica_polystoma	extinct	70.6	83.5
Jereica_oligostoma	extinct	70.6	83.5
Jereica_punctata	extinct	70.6	83.5
Chonella_tenuis	extinct	70.6	83.5
Coscinostoma_fragilis	extinct	70.6	83.5
Leiochonia_cryptoporosa	extinct	70.6	83.5
Verruculina_tenuis	extinct	70.6	83.5
Pachycothon_giganteum	extinct	70.6	83.5
Phymatella_bulbosa	extinct	70.6	83.5
Craterella_auricula	extinct	70.6	83.5
Turonia_constricta	extinct	70.6	83.5
Jerea	extinct	70.6	83.5
Phyllodermia	extinct	70.6	83.5
Phyllodermia	extinct	70.6	83.5
Astrocladia_subramosa	extinct	70.6	83.5
Prokaliapsis_subglobosa	extinct	70.6	83.5
Prokaliapsis_gemina	extinct	70.6	83.5
Prokaliapsis	extinct	70.6	83.5
Prokaliapsis	extinct	70.6	83.5
Acrochordonia_bifurcata	extinct	70.6	83.5
Acrochordonia_irregularis	extinct	70.6	83.5
Pachinion	extinct	70.6	83.5
Pachinion_scriptum	extinct	70.6	83.5
Schrammeniella_scytaliforme	extinct	70.6	83.5
Doryderma_(Brochodora)_roemeri	extinct	70.6	83.5
Homalodoriana_ficus	extinct	70.6	83.5
Homalodoriana_tuberosa	extinct	70.6	83.5
Seliscothon_mantelli	extinct	70.6	83.5
Seliscothon_verrucosum	extinct	70.6	83.5
Jereica_polystoma	extinct	70.6	83.5
Jereica	extinct	70.6	83.5
Jereica_punctata	extinct	70.6	83.5
Coelocorypha_subglobosa	extinct	70.6	83.5
Scytalia_turbinata	extinct	70.6	83.5
Stachyspongia_tuberculosa	extinct	70.6	83.5
Cytoracia_turbinata	extinct	70.6	83.5
Leiochonia_cryptoporosa	extinct	70.6	83.5
Amphithelion_cupula	extinct	70.6	83.5
Amphithelion	extinct	70.6	83.5
Amphithelion	extinct	70.6	83.5
Verruculina_tenuis	extinct	70.6	83.5
Verruculina_micrommata	extinct	70.6	83.5
Ozotrachelus_conicus	extinct	70.6	83.5
Heterostinia	extinct	66	70.6
Turonia_cerebriformis	extinct	66	70.6
Callopegma_acaule	extinct	66	70.6
Siphonia_pyriformis	extinct	66	70.6
Plinthosella_squamosa	extinct	66	70.6
Aulaxinia_sulcifera	extinct	66	70.6
Aulaxinia_fallax	extinct	66	70.6
Craterella_platystoma	extinct	99.6	105.3
Kalpinella_pateraeformis	extinct	99.6	105.3
Kalpinella_homalostega	extinct	99.6	105.3
Jerea_pyriformis	extinct	99.6	105.3
Jerea_clavata	extinct	99.6	105.3
Jerea_excavata	extinct	99.6	105.3
Jerea	extinct	99.6	105.3
Jerea	extinct	99.6	105.3
Jerea_prolifera	extinct	93.9	100.5
Polyierea	extinct	99.6	105.3
Siphonia_tulipa	extinct	93.9	100.5
Siphonia_pyriformis	extinct	93.9	100.5
Phyllodermia	extinct	99.6	105.3
Pseudojerea_micropora	extinct	99.6	105.3
Pseudojerea_micropora	extinct	99.6	105.3
Ragadinia_rimosa	extinct	99.6	105.3
Acrochordonia_coilorhopalota	extinct	93.9	100.5
Cycloclema_compressa	extinct	99.6	105.3
Plinthosella_acanthodes	extinct	86.3	89.8
Pycnodesma_globosa	extinct	86.3	89.8
Pycnodesma_globosa	extinct	89.3	93.5
Pycnodesma_globosa	extinct	89.3	93.5
Procorallistes_polymorphus	extinct	89.3	93.5
Doryderma_cylindrica	extinct	89.3	93.5
Doryderma	extinct	89.3	93.5
Jerea_pyriformis	extinct	89.3	93.5
Siphonia_pyriformis	extinct	89.3	93.5
Polyierea	extinct	89.3	93.5
Thecosiphonia_torgeri	extinct	89.3	93.5
Thecosiphonia_neoburgensis	extinct	89.3	93.5
Turonia_constricta	extinct	89.3	93.5
Turonia_cerebriformis	extinct	89.3	93.5
Turonia_globosa	extinct	89.3	93.5
Kalpinella_pateraeformis	extinct	89.3	93.5
Astrocladia_subramosa	extinct	89.3	93.5
Acrochordonia_ramosa	extinct	89.3	93.5
Phyllodermia_antiqua	extinct	89.3	93.5
Phyllodermia_kempckei	extinct	89.3	93.5
Discodermia_galloprovincialis	extinct	89.3	93.5
Ragadinia_rimosa	extinct	89.3	93.5
Ragadinia_laccophora	extinct	89.3	93.5
Pseudojerea_excavata	extinct	89.3	93.5
Leiophyllum_panniculosum	extinct	89.3	93.5
Thamnospongia_reticulata	extinct	89.3	93.5
Prokaliapsis_schrammeni	extinct	89.3	93.5
Prokaliapsis_danubica	extinct	89.3	93.5
Polyrhipidium_cristagalli	extinct	89.3	93.5
Pholidocladia_dichotoma	extinct	89.3	93.5
Pholidocladia	extinct	89.3	93.5
Pycnodesma_globosa	extinct	89.3	93.5
Phymaplectia_cribrata	extinct	89.3	93.5
Doryderma_(Brochodora)_roemeri	extinct	89.3	93.5
Homalodoriana	extinct	89.3	93.5
Heterostinia	extinct	89.3	93.5
Procorallistes_polymorphus	extinct	89.3	93.5
Phrissospongia_hoffmanni	extinct	89.3	93.5
Lecanella_pateraeformis	extinct	89.3	93.5
Regnardia_lapparenti	extinct	89.3	93.5
Ozotrachelus_exspectatus	extinct	89.3	93.5
Seliscothon_mantelli	extinct	89.3	93.5
Rhabdotum_columna	extinct	89.3	93.5
Jereopsis_clavaeformis	extinct	15.97	20.44
Pliobolia_vermiculata	extinct	15.97	20.44
Phlyctia_expansa	extinct	15.97	20.44
Jereopsis_clavaeformis	extinct	15.97	20.44
Stichophyma_pseudoverrucosa	extinct	15.97	20.44
Stichophyma	extinct	15.97	20.44
Moretispongia_pyriformis	extinct	15.97	20.44
Chonella_rugosus	extinct	15.97	20.44
Verruculina_ambigua	extinct	15.97	20.44
Pliobolia_vermiculata	extinct	15.97	20.44
Histiodia_undulata	extinct	15.97	20.44
Procorallistes_robusta	extinct	15.97	20.44
Discodermia	extinct	15.97	20.44
Histiodia_undulata	extinct	15.97	20.44
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Leiodorella_foliacea	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Jereica	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Leiodorella_expansa	extinct	155.7	161.2
Leiodorella_foliacea	extinct	155.7	161.2
Leiodorella_foliacea	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemidiastrum_pluristellatum	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Leiodorella_foliacea	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
