Ma	PAL
165.5162	1.2412
165.0922	1.2412
165.0892	1.2435
164.6623	1.2458
164.2353	1.248
163.8083	1.2503
163.3841	1.2503
162.9573	1.2525
162.5303	1.2548
162.1033	1.257
161.6763	1.2593
161.2494	1.2616
160.8224	1.2638
160.3954	1.2661
159.9713	1.2661
159.5444	1.2683
159.5413	1.2706
159.1174	1.2706
158.6904	1.2729
158.6875	1.2751
158.2634	1.2751
157.8364	1.2774
157.4095	1.2796
157.4066	1.2819
156.9796	1.2842
156.5526	1.2865
156.1256	1.2887
155.7016	1.2887
155.6985	1.291
155.2746	1.291
154.8476	1.2932
154.8447	1.2955
154.8418	1.2978
154.4148	1.3
153.9907	1.3
153.5638	1.3023
153.1397	1.3023
152.7127	1.3045
152.2886	1.3045
151.8646	1.3045
151.4376	1.3067
151.0135	1.3067
150.5894	1.3067
150.1654	1.3067
149.7412	1.3067
149.3172	1.3066
148.8932	1.3066
148.4691	1.3066
148.045	1.3066
147.6209	1.3065
147.1969	1.3065
146.7728	1.3065
146.3487	1.3065
145.9245	1.3065
145.5006	1.3064
145.0794	1.3041
144.6553	1.3041
144.2342	1.3018
143.8101	1.3018
143.3889	1.2995
142.9647	1.2995
142.5436	1.2972
142.1196	1.2971
141.6984	1.2948
141.2744	1.2948
140.8532	1.2925
140.4291	1.2925
140.008	1.2902
139.5838	1.2902
139.1627	1.2879
138.7386	1.2878
138.3175	1.2854
137.8934	1.2854
137.4693	1.2854
137.0453	1.2854
136.6212	1.2854
136.2	1.2831
135.7759	1.2831
135.3519	1.2831
134.9278	1.2831
134.5037	1.2831
134.0796	1.283
133.6556	1.283
133.2286	1.2852
132.8016	1.2875
132.3746	1.2898
131.9477	1.2921
131.5207	1.2943
131.5178	1.2966
131.0908	1.2989
131.0879	1.3011
130.6609	1.3034
130.2339	1.3057
130.231	1.308
129.8041	1.3102
129.8012	1.3125
129.3742	1.3148
129.3713	1.317
128.9443	1.3193
128.9414	1.3216
128.5144	1.3237
128.5114	1.3261
128.5086	1.3284
128.0816	1.3307
128.0787	1.333
127.6517	1.3352
127.6488	1.3375
127.6459	1.3397
127.219	1.342
127.2161	1.3443
126.7891	1.3466
126.7862	1.3489
126.7833	1.3512
126.3563	1.3534
126.3534	1.3557
126.3505	1.358
125.9235	1.3602
125.9205	1.3625
125.4936	1.3648
125.4907	1.3671
125.4878	1.3694
125.0608	1.3716
125.0579	1.3739
124.631	1.3761
124.628	1.3784
124.2011	1.3807
124.1982	1.383
123.7711	1.3853
123.3442	1.3875
123.3413	1.3898
122.9143	1.3921
122.9114	1.3942
122.4844	1.3966
122.0575	1.3989
122.0546	1.4011
121.6276	1.4034
121.6247	1.4057
121.1977	1.408
121.1948	1.4102
120.7678	1.4125
120.7649	1.4148
120.762	1.4171
120.335	1.4193
119.9081	1.4216
119.9052	1.4239
119.4782	1.4261
119.4753	1.4284
119.0483	1.4307
119.0454	1.433
118.6183	1.4352
118.6155	1.4375
118.6126	1.4398
118.1856	1.442
117.7586	1.4443
117.7557	1.4466
117.3288	1.4489
116.9018	1.4511
116.8989	1.4534
116.4719	1.4557
116.4689	1.4579
116.042	1.4602
116.0391	1.4625
115.612	1.4647
115.6092	1.467
115.1823	1.4693
115.1794	1.4716
114.7524	1.4738
114.3254	1.4761
114.3225	1.4784
114.3195	1.4807
113.8925	1.4828
113.4656	1.4852
113.4627	1.4875
113.4598	1.4898
113.0329	1.492
113.0299	1.4943
112.6059	1.4943
112.603	1.4966
112.176	1.4988
111.749	1.5011
111.7461	1.5034
111.3191	1.5056
111.3162	1.5079
110.8892	1.5102
110.8862	1.5125
110.4594	1.5147
110.4565	1.517
110.0295	1.5192
110.0266	1.5215
110.0237	1.5238
109.5967	1.5261
109.5937	1.5284
109.1668	1.5306
109.1639	1.5329
108.7368	1.5352
108.31	1.5373
107.883	1.5396
107.8801	1.542
107.4531	1.5442
107.0261	1.5465
107.0232	1.5488
107.0203	1.5511
106.5933	1.5533
106.1693	1.5533
106.1663	1.5556
105.7423	1.5556
105.3153	1.5577
105.3124	1.5601
105.3094	1.5624
104.8824	1.5647
104.4555	1.5669
104.0286	1.5692
103.6016	1.5714
103.1746	1.5737
102.7476	1.576
102.3207	1.5782
101.8937	1.5805
101.4667	1.5828
101.0426	1.5827
100.6186	1.5827
100.6156	1.585
100.1916	1.585
99.7675	1.585
99.3434	1.5849
98.9165	1.5872
98.4895	1.5895
98.0654	1.5894
97.6383	1.5917
97.2144	1.5917
96.7903	1.5917
96.3633	1.5939
95.9392	1.5939
95.5152	1.5939
95.0911	1.5937
94.667	1.5937
94.2429	1.5937
93.8189	1.5937
93.3948	1.5937
92.9707	1.5937
92.5466	1.5937
92.1226	1.5937
91.6985	1.5937
91.2772	1.5914
90.8533	1.5914
90.4292	1.5913
90.0051	1.5913
89.581	1.5913
89.1599	1.589
88.7358	1.589
88.7387	1.5867
88.3146	1.5867
87.8935	1.5844
87.4694	1.5843
87.0482	1.5819
86.624	1.5819
86.2001	1.5819
85.7789	1.5796
85.3548	1.5796
84.9308	1.5796
84.5067	1.5796
84.0826	1.5796
83.6614	1.5773
83.2374	1.5773
82.8162	1.575
82.3921	1.5749
81.971	1.5726
81.5497	1.5703
81.1257	1.5703
80.7046	1.568
80.2833	1.5657
79.8593	1.5657
79.4381	1.5634
79.0141	1.5634
78.5929	1.5611
78.1688	1.561
77.7477	1.5587
77.3235	1.5587
76.9024	1.5564
76.4783	1.5564
76.0572	1.5541
75.636	1.5518
75.2147	1.5495
74.7936	1.5472
74.3696	1.5471
73.9484	1.5448
73.5272	1.5425
73.1032	1.5425
72.682	1.5402
72.258	1.5402
71.8368	1.5379
71.4156	1.5356
70.9915	1.5356
70.5704	1.5332
70.1492	1.5309
69.725	1.5309
69.304	1.5286
68.8799	1.5286
68.4586	1.5263
68.0376	1.524
67.6135	1.524
67.1923	1.5217
66.7682	1.5215
66.3471	1.5192
65.923	1.5192
65.4989	1.5192
65.0778	1.517
64.6537	1.517
64.6566	1.5147
64.2325	1.5147
63.8114	1.5124
63.3902	1.5101
62.9661	1.51
62.542	1.51
62.1209	1.5077
61.6997	1.5053
61.2756	1.5053
60.8545	1.503
60.4304	1.503
60.0092	1.5008
59.5851	1.5007
59.588	1.4984
59.164	1.4984
58.7428	1.4961
58.3187	1.4961
57.8947	1.4961
57.8976	1.4938
57.4764	1.4915
57.0523	1.4915
56.6282	1.4914
56.2042	1.4914
55.7801	1.4914
55.3559	1.4914
54.932	1.4914
54.5079	1.4913
54.0838	1.4913
53.6597	1.4913
53.2386	1.4889
52.8115	1.4913
52.3875	1.4912
51.9635	1.4912
51.5365	1.4935
51.1124	1.4935
50.6883	1.4934
50.2614	1.4957
49.8344	1.498
49.4102	1.4979
48.9862	1.4979
48.5622	1.4979
48.1381	1.4979
47.714	1.4978
47.2899	1.4978
46.863	1.5001
46.4389	1.5001
46.0119	1.5023
45.5878	1.5023
45.1638	1.5023
44.7397	1.5023
44.3155	1.5022
43.8915	1.5022
43.4675	1.5022
43.0434	1.5022
42.6221	1.4999
42.1982	1.4998
42.2011	1.4976
41.777	1.4975
41.3529	1.4975
40.9317	1.4952
40.5106	1.4929
40.0865	1.4929
39.6623	1.4929
39.6653	1.4906
39.2442	1.4883
38.823	1.486
38.4018	1.4837
37.9807	1.4814
37.5594	1.4791
37.1383	1.4768
36.7143	1.4767
36.2931	1.4744
35.8719	1.4721
35.8748	1.4698
35.4537	1.4675
35.4566	1.4653
35.0354	1.463
35.0383	1.4607
34.6141	1.4607
34.6171	1.4584
34.196	1.4561
33.7748	1.4538
33.3536	1.4515
32.9325	1.4492
32.5112	1.4468
32.5142	1.4445
32.093	1.4423
31.6719	1.44
31.6747	1.4377
31.2536	1.4354
31.2565	1.4331
30.8353	1.4308
30.4142	1.4285
29.9929	1.4262
29.9959	1.4239
29.5747	1.4216
29.1536	1.4193
29.1565	1.417
28.7353	1.4147
28.7382	1.4123
28.317	1.4101
28.3199	1.4078
27.8988	1.4055
27.4776	1.4032
27.0564	1.4009
27.0593	1.3986
27.0622	1.3963
26.6411	1.394
26.644	1.3918
26.2227	1.3895
25.8016	1.3871
25.3805	1.3848
25.3834	1.3826
24.9622	1.3803
24.9651	1.378
24.968	1.3757
24.5468	1.3734
24.1257	1.3711
24.1286	1.3688
24.1315	1.3665
24.1344	1.3642
23.7132	1.3618
23.7161	1.3596
23.295	1.3573
23.2979	1.3551
22.8767	1.3528
22.8796	1.3505
22.4584	1.3482
22.4613	1.3458
22.4642	1.3436
22.0431	1.3413
22.046	1.339
22.0489	1.3367
21.6277	1.3344
21.6306	1.3321
21.2095	1.3298
21.2124	1.3276
20.7912	1.3253
20.7941	1.323
20.3729	1.3207
19.9518	1.3184
19.9546	1.3161
19.9576	1.3138
19.5364	1.3115
19.5393	1.3092
19.5422	1.3069
19.121	1.3046
19.1239	1.3023
18.7027	1.3
18.7057	1.2977
18.2845	1.2953
18.2873	1.2932
18.2903	1.2909
17.8692	1.2886
17.8721	1.2863
17.875	1.284
17.4538	1.2817
17.4567	1.2793
17.0355	1.2771
17.0384	1.2748
17.0413	1.2726
17.0442	1.2703
16.6202	1.2702
16.1961	1.2702
16.199	1.2679
16.2019	1.2657
16.2048	1.2634
16.2077	1.261
16.2106	1.2588
15.7894	1.2565
15.7924	1.2542
15.7953	1.2519
15.374	1.2496
14.9529	1.2473
14.9558	1.245
14.5347	1.2427
14.5375	1.2405
14.5405	1.2382
14.1193	1.2359
14.1222	1.2336
13.701	1.2313
13.7039	1.229
13.7067	1.2267
13.7098	1.2244
13.2886	1.2221
13.2915	1.2198
13.2944	1.2176
13.2973	1.2153
12.8761	1.213
12.455	1.2107
12.0338	1.2084
11.6126	1.2061
11.6155	1.2038
11.6183	1.2015
11.6213	1.1992
11.2002	1.1969
11.2031	1.1945
11.206	1.1923
10.7848	1.19
10.7877	1.1878
10.3665	1.1855
10.3695	1.1832
9.9483	1.1809
9.5271	1.1786
9.1059	1.1763
9.1089	1.174
8.6877	1.1717
8.6905	1.1694
8.6935	1.1671
8.2723	1.1648
8.2752	1.1625
7.854	1.1602
7.857	1.1579
7.8599	1.1556
7.4386	1.1533
7.4416	1.1511
7.4445	1.1488
7.0233	1.1465
7.0262	1.1442
6.6051	1.1419
6.1839	1.1396
5.7627	1.1373
5.3416	1.135
4.9203	1.1327
4.4992	1.1304
4.0781	1.128
4.081	1.1258
3.6598	1.1235
3.2386	1.1212
3.2415	1.1189
2.8204	1.1166
2.3992	1.1143
1.978	1.112
1.554	1.112
1.5569	1.1097
1.1328	1.1096
0.7116	1.1073
