Ma	PAL
124.2911	1.3099
124.2882	1.3122
123.8612	1.3145
123.8582	1.3168
123.8554	1.319
123.8525	1.3213
123.8496	1.3235
123.8467	1.3259
123.8437	1.3282
123.4197	1.3282
122.9928	1.3304
122.9898	1.3327
122.9868	1.335
122.984	1.3373
122.5571	1.3395
122.5542	1.3418
122.1272	1.3441
122.1243	1.3464
121.6973	1.3486
121.2703	1.3509
120.8462	1.3509
120.8433	1.3531
120.8404	1.3554
120.8375	1.3577
120.4106	1.3599
120.4077	1.3623
120.4047	1.3645
120.4018	1.3668
119.9748	1.3691
119.5479	1.3713
119.545	1.3736
119.5421	1.3759
119.1151	1.3782
119.1122	1.3805
118.6852	1.3827
118.2582	1.385
117.8313	1.3872
117.8284	1.3895
117.4043	1.3895
117.4014	1.3918
116.9744	1.394
116.9715	1.3963
116.5445	1.3986
116.5415	1.4009
116.5387	1.4032
116.5358	1.4054
116.1088	1.4077
115.6819	1.41
115.2549	1.4122
114.8279	1.4144
114.4009	1.4167
113.9739	1.419
113.547	1.4213
113.12	1.4235
113.1171	1.4258
112.6901	1.4281
112.6872	1.4304
112.2602	1.4325
111.8332	1.4349
111.8303	1.4372
111.8274	1.4394
111.8245	1.4417
111.8216	1.444
111.8187	1.4463
111.8157	1.4485
111.8129	1.4509
111.81	1.4531
111.8071	1.4554
111.3801	1.4577
111.3772	1.46
110.9502	1.4622
110.9473	1.4645
110.9444	1.4668
110.5175	1.4691
110.5146	1.4713
110.0876	1.4736
110.0847	1.4759
110.0818	1.4782
109.6548	1.4804
109.2278	1.4827
109.2248	1.4849
108.7979	1.4872
108.795	1.4895
108.7921	1.4918
108.7892	1.4941
108.3622	1.4963
108.3593	1.4986
107.9324	1.5009
107.5053	1.5032
107.5025	1.5053
107.0755	1.5077
107.0726	1.51
106.6456	1.5122
106.6427	1.5145
106.2157	1.5168
106.2128	1.5191
105.7859	1.5213
105.7829	1.5236
105.3559	1.5259
104.929	1.5281
104.5049	1.5281
104.502	1.5304
104.0779	1.5304
103.651	1.5326
103.224	1.5349
102.797	1.5372
102.7941	1.5394
102.3671	1.5417
101.9431	1.5417
101.5161	1.5439
101.0891	1.5462
100.665	1.5462
100.241	1.5462
100.238	1.5484
99.814	1.5484
99.387	1.5507
98.9628	1.5507
98.96	1.5529
98.5359	1.5529
98.1118	1.5529
97.6878	1.5529
97.2608	1.5551
96.8368	1.5551
96.4127	1.5551
95.9886	1.5551
95.5615	1.5573
95.1376	1.5573
94.7135	1.5573
94.2894	1.5573
93.8653	1.5573
93.4413	1.5572
93.0172	1.5572
92.5931	1.5572
92.172	1.5549
91.7508	1.5526
91.3267	1.5526
90.9026	1.5525
90.4815	1.5502
90.0574	1.5502
89.6333	1.5502
89.2122	1.5479
88.7881	1.5479
88.3669	1.5455
87.9457	1.5433
87.5217	1.5432
87.1005	1.5409
86.6764	1.5409
86.2524	1.5409
85.8312	1.5386
85.4071	1.5386
84.983	1.5385
84.559	1.5385
84.1349	1.5385
84.1378	1.5362
83.7166	1.5339
83.2926	1.5339
82.8685	1.5339
82.4444	1.5338
82.0232	1.5314
81.6021	1.5292
81.1809	1.5269
80.7597	1.5246
80.3386	1.5223
79.9174	1.52
79.4933	1.52
79.0693	1.52
78.6481	1.5177
78.651	1.5154
78.2269	1.5154
78.2298	1.5131
77.8058	1.5131
77.3817	1.513
76.9605	1.5107
76.5393	1.5084
76.1182	1.5061
75.697	1.5038
75.2729	1.5038
75.2758	1.5015
74.8518	1.5015
74.4306	1.4992
74.0094	1.4969
73.5854	1.4969
73.1642	1.4946
72.7401	1.4945
72.3189	1.4922
71.8949	1.4922
71.4708	1.4922
71.0496	1.4899
70.6284	1.4876
70.2044	1.4876
69.7832	1.4853
69.3592	1.4852
68.938	1.4828
68.5139	1.4828
68.5168	1.4806
68.0927	1.4806
67.6716	1.4783
67.2504	1.476
66.8263	1.476
66.4022	1.476
65.9811	1.4737
65.5598	1.4714
65.1388	1.4689
64.7176	1.4667
64.2934	1.4667
63.8723	1.4644
63.4512	1.4621
63.0271	1.4621
62.603	1.4621
62.179	1.462
61.7578	1.4597
61.3366	1.4574
60.9125	1.4574
60.4914	1.4551
60.0673	1.4551
59.6461	1.4527
59.225	1.4505
58.8009	1.4505
58.3768	1.4504
57.9527	1.4504
57.5316	1.4481
57.1075	1.4481
56.6834	1.4481
56.2594	1.448
55.8353	1.448
55.4112	1.448
54.987	1.448
54.5659	1.4457
54.1419	1.4457
53.7178	1.4456
53.2909	1.4479
52.8668	1.4479
52.4398	1.4501
52.0128	1.4524
51.5888	1.4524
51.1618	1.4546
50.7377	1.4546
50.3107	1.4569
49.8838	1.4591
49.4567	1.4614
49.0298	1.4637
48.6057	1.4636
48.1787	1.4659
47.7547	1.4659
47.3306	1.4659
46.9036	1.4681
46.4795	1.4681
46.0555	1.4681
45.6314	1.4681
45.2073	1.468
44.7833	1.468
44.3592	1.468
43.9351	1.468
43.5139	1.4657
43.0899	1.4656
42.6686	1.4633
42.2446	1.4633
41.8235	1.461
41.4022	1.4586
40.9782	1.4586
40.5571	1.4564
40.1359	1.4541
39.7147	1.4518
39.2934	1.4495
38.8723	1.4472
38.4512	1.4449
38.03	1.4426
37.6089	1.4403
37.1877	1.438
36.7665	1.4356
36.3454	1.4333
35.9242	1.431
35.503	1.4287
35.0819	1.4264
34.6606	1.4241
34.2395	1.4218
34.2424	1.4195
33.8213	1.4172
33.4001	1.4149
32.9788	1.4126
32.5577	1.4102
32.5607	1.408
32.1366	1.408
31.7154	1.4057
31.7183	1.4034
31.2972	1.4011
31.3001	1.3988
30.8789	1.3965
30.8818	1.3942
30.4606	1.392
30.4635	1.3897
30.0424	1.3874
29.6212	1.3851
29.2	1.3828
29.2029	1.3805
28.7789	1.3805
28.7818	1.3782
28.7847	1.3759
28.3635	1.3736
28.3664	1.3713
27.9452	1.369
27.9481	1.3667
27.527	1.3644
27.5299	1.362
27.5328	1.3598
27.1116	1.3575
27.1145	1.3553
27.1174	1.353
27.1203	1.3507
26.6992	1.3484
26.278	1.3461
25.8568	1.3437
25.4357	1.3415
25.0145	1.3392
25.0174	1.3369
25.0203	1.3346
24.5991	1.3323
24.6019	1.33
24.1809	1.3277
24.1838	1.3254
23.7626	1.3231
23.7654	1.3208
23.7684	1.3186
23.3472	1.3162
22.9232	1.3162
22.502	1.3139
22.5049	1.3115
22.5078	1.3094
22.5107	1.3071
22.5135	1.3048
22.0925	1.3025
22.0954	1.3002
21.6742	1.2979
21.6771	1.2955
21.2559	1.2933
21.2588	1.291
21.2617	1.2887
20.8406	1.2864
20.8435	1.2842
20.8464	1.2819
20.4252	1.2796
20.4281	1.2772
20.0069	1.275
20.0098	1.2727
19.5887	1.2704
19.5916	1.2681
19.1703	1.2658
19.1733	1.2635
18.7522	1.2612
18.7551	1.2589
18.758	1.2567
18.7609	1.2544
18.7638	1.2521
18.3426	1.2498
17.9214	1.2475
17.5003	1.2452
17.5032	1.2429
17.5061	1.2406
17.509	1.2383
17.0878	1.236
16.6665	1.2337
16.2455	1.2314
16.2484	1.2291
16.2513	1.2268
15.83	1.2245
15.4089	1.2222
15.4119	1.22
15.4148	1.2177
14.9936	1.2154
14.9965	1.2131
14.5753	1.2107
14.5782	1.2085
14.5811	1.2062
14.584	1.2039
14.5869	1.2017
14.1629	1.2016
13.7417	1.1993
13.7446	1.197
13.7475	1.1948
13.3263	1.1925
12.9052	1.1902
12.9081	1.1879
12.911	1.1856
12.4898	1.1833
12.4927	1.181
12.0716	1.1787
12.0745	1.1764
12.0774	1.1741
11.6562	1.1718
11.6591	1.1695
11.2379	1.1672
11.2408	1.165
10.8197	1.1626
10.3985	1.1602
10.4014	1.1581
9.9802	1.1558
9.983	1.1535
9.562	1.1512
9.5649	1.1489
9.1437	1.1466
8.7225	1.1443
8.7254	1.142
8.7283	1.1397
8.3072	1.1374
7.886	1.1351
7.4619	1.1351
7.4647	1.1328
7.0408	1.1328
6.6196	1.1305
6.1984	1.1282
6.2013	1.1259
6.2042	1.1236
5.7831	1.1213
5.3618	1.119
5.3648	1.1167
5.3677	1.1144
4.9465	1.1121
4.5253	1.1098
4.1042	1.1075
3.683	1.1052
3.6859	1.1029
3.2648	1.1006
2.8436	1.0983
2.4224	1.096
2.0013	1.0937
2.0042	1.0914
1.58	1.0914
1.583	1.0891
1.1589	1.0891
0.7378	1.0868
0.3136	1.0868
-0.1104	1.0868
-0.5314	1.0844
