#ENSO Index: 1993-Present
#Data source: Satellite sea level observations.
#Credit: NASA MEaSUREs/PO.DAAC
#https://sealevel.jpl.nasa.gov/overlay-elnino/
id	year	ENSO
108656	2015.7589041	2.951039
108659	2015.7780822	3.044003
108662	2015.7972603	3.078041
108665	2015.8164384	3.035449
108668	2015.8356164	2.999784
108671	2015.8547945	2.957982
108674	2015.8739726	2.935543
108677	2015.8931507	2.874021
108680	2015.9123288	2.937683
108683	2015.9315068	2.996999
108686	2015.9506849	2.885823
108689	2015.969863	2.747244
108692	2015.9890411	2.703907
108695	2016.0081967	2.840194
108698	2016.0273224	2.967135
108701	2016.0464481	2.90905
108704	2016.0655738	2.710627
108707	2016.0846995	2.769099
108710	2016.1038251	2.556197
108713	2016.1229508	2.292189
108716	2016.1420765	2.198101
108719	2016.1612022	2.153718
108722	2016.1803279	2.177332
108725	2016.1994536	1.917832
108728	2016.2185792	1.733274
108731	2016.2377049	1.672867
108734	2016.2568306	1.649847
108737	2016.2759563	1.391745
108740	2016.295082	1.282231
108743	2016.3142077	1.18178
108746	2016.3333333	1.063047
108749	2016.352459	0.954036
108752	2016.3715847	0.855294
108755	2016.3907104	0.714258
108758	2016.4098361	0.701214
108761	2016.4289617	0.449882
108764	2016.4480874	0.528525
108767	2016.4672131	0.526523
108770	2016.4863388	0.513839
108773	2016.5054645	0.305552
108776	2016.5245902	0.379673
108779	2016.5437158	0.452778
108782	2016.5628415	0.403984
108785	2016.5819672	0.266837
108788	2016.6010929	0.182503
108791	2016.6202186	0.189488
108794	2016.6393443	0.171878
108797	2016.6584699	0.086956
108800	2016.6775956	0.055346
108803	2016.6967213	0.008405
108806	2016.715847	-0.061787
108809	2016.7349727	-0.065519
108812	2016.7540984	-0.167189
108815	2016.773224	-0.209157
108818	2016.7923497	-0.227084
108821	2016.8114754	-0.252765
108824	2016.8306011	-0.298532
108827	2016.8497268	-0.256023
108830	2016.8688525	-0.166728
108833	2016.8879781	-0.117666
108836	2016.9071038	-0.088286
108839	2016.9262295	-0.01889
108842	2016.9453552	-0.023245
108845	2016.9644809	0.022801
108848	2016.9836066	0.085453
108851	2017.0027397	0.173098
108854	2017.0219178	0.186067
108857	2017.0410959	0.180576
108860	2017.060274	0.127418
108863	2017.0794521	0.146364
108866	2017.0986301	0.264597
108869	2017.1178082	0.237676
108872	2017.1369863	0.222166
108875	2017.1561644	0.165586
108878	2017.1753425	0.272924
108881	2017.1945205	0.256123
108884	2017.2136986	0.145366
108887	2017.2328767	0.026402
108890	2017.2520548	0.142097
108893	2017.2712329	0.105105
108896	2017.290411	0.131722
108899	2017.309589	0.212067
108902	2017.3287671	0.223511
108905	2017.3479452	0.275234
108908	2017.3671233	0.257207
108911	2017.3863014	0.20265
108914	2017.4054795	0.212263
108917	2017.4246575	0.040528
108920	2017.4438356	0.089841
108923	2017.4630137	0.217029
108926	2017.4821918	0.283464
108929	2017.5013699	0.117764
108932	2017.5205479	0.219252
108935	2017.539726	0.221116
108938	2017.5589041	0.203065
108941	2017.5780822	0.318692
108944	2017.5972603	0.131053
108947	2017.6164384	0.134914
108950	2017.6356164	0.116375
108953	2017.6547945	0.060606
108956	2017.6739726	-0.144782
108959	2017.6931507	-0.158111
108962	2017.7123288	-0.259333
108965	2017.7315068	-0.37466
108968	2017.7506849	-0.433856
108971	2017.769863	-0.495207
108974	2017.7890411	-0.572316
108977	2017.8082192	-0.618644
108980	2017.8273973	-0.622197
108983	2017.8465753	-0.541632
108986	2017.8657534	-0.460395
108989	2017.8849315	-0.534231
108992	2017.9041096	-0.636586
108995	2017.9232877	-0.556236
108998	2017.9424658	-0.535945
109001	2017.9616438	-0.502791
109004	2017.9808219	-0.418841
109007	2018.0	-0.284398
109010	2018.0191781	-0.326957
109013	2018.0383562	-0.377839
109016	2018.0575342	-0.497467
109019	2018.0767123	-0.583277
109022	2018.0958904	-0.338319
109025	2018.1150685	-0.279088
109028	2018.1342466	-0.19435
109031	2018.1534247	-0.144862
109034	2018.1726027	0.010915
109037	2018.1917808	-0.009538
109040	2018.2109589	0.002651
109043	2018.230137	0.031453
109046	2018.2493151	0.179535
109049	2018.2684932	0.128812
109052	2018.2876712	0.217515
109055	2018.3068493	0.360383
109058	2018.3260274	0.453041
109061	2018.3452055	0.473555
109064	2018.3643836	0.625992
109067	2018.3835616	0.69758
109070	2018.4027397	0.642476
109073	2018.4219178	0.514317
109076	2018.4410959	0.512586
109079	2018.460274	0.591429
109082	2018.4794521	0.687565
109085	2018.4986301	0.575051
109088	2018.5178082	0.655256
109091	2018.5369863	0.662334
109094	2018.5561644	0.730019
109097	2018.5753425	0.754798
109100	2018.5945205	0.708886
109103	2018.6136986	0.836081
109106	2018.6328767	0.867506
109109	2018.6520548	0.834837
109112	2018.6712329	0.898809
109115	2018.690411	1.01622
109118	2018.709589	1.015426
109121	2018.7287671	1.07614
109124	2018.7479452	1.177895
109127	2018.7671233	1.191686
109130	2018.7863014	1.173137
109133	2018.8054795	1.177917
109136	2018.8246575	1.208118
109139	2018.8438356	1.250458
109142	2018.8630137	1.277895
109145	2018.8821918	1.21476
109148	2018.9013699	1.259172
109151	2018.9205479	1.292349
109154	2018.939726	1.220008
109157	2018.9589041	1.160778
109160	2018.9780822	1.19332
109163	2018.9972603	1.117698
109166	2019.0164384	1.227273
109169	2019.0356164	1.251751
109172	2019.0547945	1.193095
109175	2019.0739726	1.124793
109178	2019.0931507	1.243405
109181	2019.1123288	1.270526
109184	2019.1315068	1.262683
109187	2019.1506849	1.33342
109190	2019.169863	1.40723
109193	2019.1890411	1.255344
109196	2019.2082192	1.173785
109199	2019.2273973	1.210673
109202	2019.2465753	1.245345
109205	2019.2657534	1.215127
109208	2019.2849315	1.153686
109211	2019.3041096	1.044182
109214	2019.3232877	0.986021
109217	2019.3424658	0.900439
109220	2019.3616438	0.939136
109223	2019.3808219	0.940674
109226	2019.4	1.006219
109229	2019.4191781	0.863108
109232	2019.4383562	0.832236
109235	2019.4575342	0.810956
109238	2019.4767123	0.788589
109241	2019.4958904	0.599351
109244	2019.5150685	0.672599
109247	2019.5342466	0.742566
109250	2019.5534247	0.770126
109253	2019.5726027	0.700287
109256	2019.5917808	0.558684
109259	2019.6109589	0.490457
109262	2019.630137	0.536057
109265	2019.6493151	0.555346
109268	2019.6684932	0.546493
109271	2019.6876712	0.61183
109274	2019.7068493	0.582224
109277	2019.7260274	0.605354
109280	2019.7452055	0.647115
109283	2019.7643836	0.722678
109286	2019.7835616	0.681557
109289	2019.8027397	0.637855
109292	2019.8219178	0.553004
109295	2019.8410959	0.609525
109298	2019.860274	0.654845
109301	2019.8794521	0.691051
109304	2019.8986301	0.825672
109307	2019.9178082	1.010946
109310	2019.9369863	0.967963
109313	2019.9561644	1.021064
109316	2019.9753425	1.115232
109319	2019.9945205	1.075084
109322	2020.0136612	1.13508
109325	2020.0327869	1.161399
109328	2020.0519126	1.186762
109331	2020.0710383	1.16501
109334	2020.0901639	1.224589
109337	2020.1092896	1.187487
109340	2020.1284153	1.146275
109343	2020.147541	1.068887
109346	2020.1666667	1.16949
109349	2020.1857923	1.116223
109352	2020.204918	0.976225
109355	2020.2240437	0.83355
109358	2020.2431694	0.700103
109361	2020.2622951	0.725535
109364	2020.2814208	0.621345
109367	2020.3005464	0.543261
109370	2020.3196721	0.423477
109373	2020.3387978	0.331717
109376	2020.3579235	0.392687
109379	2020.3770492	0.324404
109382	2020.3961749	0.271526
109385	2020.4153005	0.135801
109388	2020.4344262	0.080258
109391	2020.4535519	-0.01129
109394	2020.4726776	0.09589
109397	2020.4918033	0.223228
109400	2020.510929	0.065222
109403	2020.5300546	0.0241
109406	2020.5491803	0.046418
109409	2020.568306	0.008691
109412	2020.5874317	-0.192419
109415	2020.6065574	-0.230316
109418	2020.6256831	-0.166567
109421	2020.6448087	-0.19886
109424	2020.6639344	-0.270213
109427	2020.6830601	-0.366466
109430	2020.7021858	-0.423968
109433	2020.7213115	-0.491646
109436	2020.7404372	-0.507865
109439	2020.7595628	-0.560697
109442	2020.7786885	-0.693608
109445	2020.7978142	-0.720843
109448	2020.8169399	-0.759955
109451	2020.8360656	-0.729671
109454	2020.8551913	-0.615588
109457	2020.8743169	-0.672702
109460	2020.8934426	-0.76278
109463	2020.9125683	-0.816896
109466	2020.931694	-0.769357
109469	2020.9508197	-0.814252
109472	2020.9699454	-0.922011
109475	2020.989071	-0.917355
109478	2021.0082192	-1.001626
109481	2021.0273973	-1.102009
109484	2021.0465753	-1.148565
109487	2021.0657534	-1.177963
109490	2021.0849315	-1.041896
109493	2021.1041096	-1.007309
109496	2021.1232877	-0.972078
109499	2021.1424658	-1.003838
109502	2021.1616438	-0.785956
109505	2021.1808219	-0.683016
109508	2021.2	-0.53738
109511	2021.2191781	-0.573153
109514	2021.2383562	-0.569851
109517	2021.2575342	-0.432999
109520	2021.2767123	-0.341008
109523	2021.2958904	-0.223463
109526	2021.3150685	-0.148401
109529	2021.3342466	-0.112123
109532	2021.3534247	-0.020713
109535	2021.3726027	0.152842
109538	2021.3917808	0.111729
109541	2021.4109589	0.083725
109544	2021.430137	-0.073361
109547	2021.4493151	-0.045467
109550	2021.4684932	0.022202
109553	2021.4876712	-0.011426
109556	2021.5068493	-0.248868
109559	2021.5260274	-0.305079
109562	2021.5452055	-0.33729
109565	2021.5643836	-0.351304
109568	2021.5835616	-0.47679
109571	2021.6027397	-0.392893
109574	2021.6219178	-0.331625
109577	2021.6410959	-0.375331
109580	2021.660274	-0.408752
109583	2021.6794521	-0.518721
109586	2021.6986301	-0.549414
109589	2021.7178082	-0.655616
109592	2021.7369863	-0.748461
109595	2021.7561644	-0.883573
109598	2021.7753425	-0.807008
109601	2021.7945205	-0.909583
109604	2021.8136986	-0.884232
109607	2021.8328767	-0.795147
109610	2021.8520548	-0.899948
109613	2021.8712329	-0.94325
109616	2021.890411	-1.028782
109619	2021.909589	-1.193103
109622	2021.9287671	-1.104268
109625	2021.9479452	-1.026247
109628	2021.9671233	-0.955561
109631	2021.9863014	-0.893818
109634	2022.0054795	-0.679009
109637	2022.0246575	-0.574312
109640	2022.0438356	-0.573155
109643	2022.0630137	-0.623603
109646	2022.0821918	-0.645625
109649	2022.1013699	-0.541101
109652	2022.1205479	-0.525072
109655	2022.139726	-0.744212
109658	2022.1589041	-0.845025
109661	2022.1780822	-0.600049
109664	2022.1972603	-0.751981
109667	2022.2164384	-0.828489
109670	2022.2356164	-0.83127
109673	2022.2547945	-0.64812
109676	2022.2739726	-0.534144
109679	2022.2931507	-0.526137
109682	2022.3123288	-0.505497
109685	2022.3315068	-0.504792
109688	2022.3506849	-0.514188
109691	2022.369863	-0.433824
109694	2022.3890411	-0.367429
109697	2022.4082192	-0.323057
109700	2022.4273973	-0.519799
109703	2022.4465753	-0.453394
109706	2022.4657534	-0.327263
109709	2022.4849315	-0.346142
109712	2022.5041096	-0.595783
109715	2022.5232877	-0.554429
109718	2022.5424658	-0.552478
109721	2022.5616438	-0.555301
109724	2022.5808219	-0.699699
109727	2022.6	-0.699494
109730	2022.6191781	-0.672343
109733	2022.6383562	-0.634522
109736	2022.6575342	-0.690782
109739	2022.6767123	-0.778692
109742	2022.6958904	-0.74012
109745	2022.7150685	-0.811328
109748	2022.7342466	-0.868972
109751	2022.7534247	-0.867063
109754	2022.7726027	-0.896786
109757	2022.7917808	-0.943793
109760	2022.8109589	-0.993364
109763	2022.830137	-0.958404
109766	2022.8493151	-0.863601
109769	2022.8684932	-0.858751
109772	2022.8876712	-0.774953
109775	2022.9068493	-0.783222
109778	2022.9260274	-0.772353
109781	2022.9452055	-0.727647
109784	2022.9643836	-0.794179
109787	2022.9835616	-0.822102
109790	2023.0027397	-0.785
109793	2023.0219178	-0.609287
109796	2023.0410959	-0.578204
109799	2023.060274	-0.623
109802	2023.0794521	-0.666357
109805	2023.0986301	-0.60549
109808	2023.1178082	-0.709895
109811	2023.1369863	-0.662766
109814	2023.1561644	-0.633171
109817	2023.1753425	-0.364817
109820	2023.1945205	-0.167867
109823	2023.2136986	-0.131324
109826	2023.2328767	-0.047617
109829	2023.2520548	0.082364
109832	2023.2712329	0.141169
109835	2023.290411	0.302422
109838	2023.309589	0.48135
109841	2023.3287671	0.447012
109844	2023.3479452	0.533499
109847	2023.3671233	0.604046
109850	2023.3863014	0.671829
109853	2023.4054795	0.831395
109856	2023.4246575	0.793994
109859	2023.4438356	0.836212
109862	2023.4630137	0.91028
109865	2023.4821918	0.951598
109868	2023.5013699	0.803452
109871	2023.5205479	0.841138
109874	2023.539726	0.96321
109877	2023.5589041	1.038742
109880	2023.5780822	1.14746
109883	2023.5972603	1.132123
109886	2023.6164384	1.209808
109889	2023.6356164	1.277262
109892	2023.6547945	1.283447
109895	2023.6739726	1.309885
109898	2023.6931507	1.252415
109901	2023.7123288	1.213494
109904	2023.7315068	1.182956
109907	2023.7506849	1.23329
