usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1348927455,09/29/2012 14:04:15,2,docr,2.58,0,16.194,0,32.966,0,5.323,0,70.99,0,1508.074,0,24.1406,0,36.599974,2,-122.150043,2
1348927470,09/29/2012 14:04:30,2,docr,2.48,0,16.554,0,32.861,0,4.873,0,76.8,2,1509.056,0,23.9777,0,36.599974,2,-122.150043,2
1348927485,09/29/2012 14:04:45,2,docr,2.48,2,16.903,2,31.626,2,4.998,2,74.27,0,1508.703,2,22.9499,2,36.599974,2,-122.150043,2
1348927500,09/29/2012 14:05:00,2,docr,2.48,2,15.726,2,33.156,2,5.313,2,,0,1506.841,2,24.392,2,36.599974,2,-122.150043,2
1348927515,09/29/2012 14:05:15,2,docr,2.48,2,15.704,2,33.146,2,5.48,2,39.79,0,1506.761,2,24.3892,2,36.599974,2,-122.150043,2
1348927530,09/29/2012 14:05:30,2,docr,2.88,2,15.697,2,33.161,2,5.496,2,78.48,0,1506.763,2,24.4023,2,36.599974,2,-122.150043,2
1348927545,09/29/2012 14:05:45,2,docr,7.84,2,15.699,2,33.166,2,5.535,2,84.59,2,1506.858,2,24.4059,2,36.599974,2,-122.150043,2
1348927560,09/29/2012 14:06:00,2,docr,12.31,2,15.655,2,33.159,2,5.553,2,84.54,2,1506.787,2,24.4104,2,36.599974,2,-122.150043,2
1348927575,09/29/2012 14:06:15,2,docr,14.49,2,15.628,2,33.16,2,5.556,2,84.41,2,1506.741,2,24.4173,2,36.599974,2,-122.150043,2
1348927590,09/29/2012 14:06:30,2,docr,16.78,2,15.621,2,33.163,2,5.559,2,84.37,2,1506.76,2,24.4212,2,36.599974,2,-122.150043,2
1348927605,09/29/2012 14:06:45,2,docr,18.46,2,15.615,2,33.162,2,5.555,2,84.5,2,1506.769,2,24.4218,2,36.599974,2,-122.150043,2
1348927620,09/29/2012 14:07:00,2,docr,22.14,2,15.421,2,33.184,2,5.565,2,84.35,2,1506.247,2,24.4818,2,36.599974,2,-122.150043,2
1348927635,09/29/2012 14:07:15,2,docr,25.61,2,15.023,2,33.34,2,5.567,2,84.06,2,1505.23,2,24.689,2,36.599974,2,-122.150043,2
1348927650,09/29/2012 14:07:30,2,docr,25.31,2,15.01,2,33.35,2,5.545,2,84.09,2,1505.195,2,24.6995,2,36.599974,2,-122.150043,2
1348927665,09/29/2012 14:07:45,2,docr,28.09,2,14.904,2,33.362,2,5.531,2,84.19,2,1504.919,2,24.7318,2,36.599974,2,-122.150043,2
1348927680,09/29/2012 14:08:00,2,docr,30.37,2,14.702,2,33.369,2,5.512,2,84.35,2,1504.321,2,24.7806,2,36.599974,2,-122.150043,2
1348927695,09/29/2012 14:08:15,2,docr,32.76,2,14.548,2,33.438,2,5.449,2,84.69,2,1503.947,2,24.8668,2,36.599974,2,-122.150043,2
1348927710,09/29/2012 14:08:30,2,docr,35.14,2,14.227,2,33.455,2,5.318,2,85.23,2,1502.972,2,24.9477,2,36.599974,2,-122.150043,2
1348927725,09/29/2012 14:08:45,2,docr,37.12,0,13.908,0,33.434,0,5.235,0,85.58,2,1501.943,0,24.9979,0,36.599974,2,-122.150043,2
1348927740,09/29/2012 14:09:00,2,docr,37.52,0,13.957,0,33.43,0,5.244,0,85.58,2,1502.105,0,24.9847,0,36.599974,2,-122.150043,2
1348927755,09/29/2012 14:09:15,2,docr,39.31,0,12.994,0,33.203,0,5.321,0,85.6,2,1498.687,0,25.0038,0,36.599974,2,-122.150043,2
1348927770,09/29/2012 14:09:30,2,docr,45.46,0,11.596,0,33.173,0,5.312,0,85.92,2,1493.995,0,25.2469,0,36.599974,2,-122.150043,2
1348927785,09/29/2012 14:09:45,2,docr,50.52,0,10.81,0,33.246,0,4.818,0,85.94,2,1491.416,0,25.4449,0,36.599974,2,-122.150043,2
1348927800,09/29/2012 14:10:00,2,docr,54.99,0,10.393,0,33.271,0,4.878,0,86.19,2,1490.039,0,25.5369,0,36.599974,2,-122.150043,2
1348927815,09/29/2012 14:10:15,2,docr,59.55,2,10.33,2,33.37,2,4.693,2,86.3,2,1490.01,2,25.625,2,36.599974,2,-122.150043,2
1348927830,09/29/2012 14:10:30,2,docr,64.32,2,10.141,2,33.372,2,4.62,2,86.31,2,1489.414,2,25.6587,2,36.599974,2,-122.150043,2
1348927845,09/29/2012 14:10:45,2,docr,69.08,2,10.3,2,33.556,2,4.208,2,86.36,2,1490.286,2,25.7753,2,36.599974,2,-122.150043,2
1348927860,09/29/2012 14:11:00,2,docr,73.94,2,10.417,2,33.679,2,3.339,2,86.3,2,1490.934,2,25.8513,2,36.599974,2,-122.150043,2
1348927875,09/29/2012 14:11:15,2,docr,78.9,2,10.311,2,33.688,2,3.136,2,86.28,2,1490.649,2,25.8766,2,36.599974,2,-122.150043,2
1348927890,09/29/2012 14:11:30,2,docr,83.87,2,10.022,2,33.705,2,3.151,2,86.34,2,1489.715,2,25.9391,2,36.599974,2,-122.150043,2
1348927905,09/29/2012 14:11:45,2,docr,90.51,2,9.827,2,33.753,2,3.11,2,86.36,2,1489.18,2,26.0094,2,36.599974,2,-122.150043,2
1348927920,09/29/2012 14:12:00,2,docr,100.04,2,9.723,2,33.849,2,2.653,2,86.29,2,1489.079,2,26.1018,2,36.599974,2,-122.150043,2
1348927935,09/29/2012 14:12:15,2,docr,109.86,2,9.621,2,33.884,2,2.426,2,86.34,2,1488.914,2,26.1462,2,36.599974,2,-122.150043,2
1348927950,09/29/2012 14:12:30,2,docr,119.09,2,9.575,2,33.925,2,2.266,2,86.32,2,1488.95,2,26.186,2,36.599974,2,-122.150043,2
1348927965,09/29/2012 14:12:45,2,docr,126.13,2,9.516,2,33.953,2,2.15,2,86.19,2,1488.886,2,26.2177,2,36.599974,2,-122.150043,2
1348927980,09/29/2012 14:13:00,2,docr,131.99,2,9.484,2,33.97,2,2.077,2,86.14,2,1488.888,2,26.2363,2,36.599974,2,-122.150043,2
1348927995,09/29/2012 14:13:15,2,docr,137.94,2,9.421,2,33.988,2,1.998,2,86.27,2,1488.779,2,26.2608,2,36.599974,2,-122.150043,2
1348928010,09/29/2012 14:13:30,2,docr,143.1,2,9.37,2,34.005,2,1.934,2,86.36,2,1488.699,2,26.2825,2,36.599974,2,-122.150043,2
1348928025,09/29/2012 14:13:45,2,docr,145.08,2,9.332,2,34.011,2,1.896,2,86.37,2,1488.6,2,26.2933,2,36.599974,2,-122.150043,2
1348928040,09/29/2012 14:14:00,2,docr,150.34,2,9.259,2,34.008,2,1.882,2,86.45,2,1488.416,2,26.3029,2,36.599974,2,-122.150043,2
1348928055,09/29/2012 14:14:15,2,docr,155.5,2,9.209,2,34.019,2,1.88,2,86.45,2,1488.332,2,26.3196,2,36.599974,2,-122.150043,2
1348928070,09/29/2012 14:14:30,2,docr,160.16,2,9.217,2,34.035,2,1.756,2,86.55,2,1488.458,2,26.3309,2,36.599974,2,-122.150043,2
1348928085,09/29/2012 14:14:45,2,docr,164.92,2,9.157,2,34.031,2,1.724,2,86.55,2,1488.312,2,26.3375,2,36.599974,2,-122.150043,2
1348928100,09/29/2012 14:15:00,2,docr,169.68,2,9.099,2,34.052,2,1.776,2,86.3,2,1488.203,2,26.3633,2,36.599974,2,-122.150043,2
1348928115,09/29/2012 14:15:15,2,docr,174.44,2,9.069,2,34.052,2,1.732,2,86.3,2,1488.171,2,26.3682,2,36.3328944,2,-122.463363,2
1348928130,09/29/2012 14:15:30,2,docr,179.4,2,9.001,2,34.06,2,1.751,2,86.43,2,1488.013,2,26.3853,2,35.93227646,2,-122.9333422,2
1348928145,09/29/2012 14:15:45,2,docr,185.05,2,8.963,2,34.068,2,1.707,2,86.54,2,1487.976,2,26.3977,2,35.932285,2,-122.933342,2
1348928160,09/29/2012 14:16:00,2,docr,190.81,2,8.918,2,34.073,2,1.652,2,86.59,2,1487.911,2,26.4088,2,35.9322802,2,-122.9333366,2
1348928175,09/29/2012 14:16:15,2,docr,197.55,2,8.869,2,34.082,2,1.632,2,86.61,2,1487.853,2,26.4237,2,35.93227653,2,-122.93333773,2
1348928190,09/29/2012 14:16:30,2,docr,204.59,2,8.861,2,34.092,2,1.575,2,86.64,2,1487.953,2,26.4329,2,35.932256,2,-122.9334012,2
1348928205,09/29/2012 14:16:45,2,docr,211.83,2,8.84,2,34.101,2,1.54,2,86.62,2,1488.006,2,26.4433,2,35.9322382,2,-122.9333966,2
1348928220,09/29/2012 14:17:00,2,docr,220.46,2,8.772,2,34.107,2,1.518,2,86.61,2,1487.904,2,26.4588,2,35.932228,2,-122.933396,2
1348928235,09/29/2012 14:17:15,2,docr,229.68,2,8.699,2,34.113,2,1.492,2,86.59,2,1487.794,2,26.475,2,35.93209546,2,-122.9333946,2
1348928250,09/29/2012 14:17:30,2,docr,239,2,8.646,2,34.123,2,1.445,2,86.61,2,1487.764,2,26.4912,2,35.9321084,2,-122.9333948,2
1348928265,09/29/2012 14:17:45,2,docr,248.32,2,8.533,2,34.118,2,1.458,2,86.61,2,1487.491,2,26.5049,2,35.93213,2,-122.933397,2
1348928280,09/29/2012 14:18:00,2,docr,250.8,2,8.405,2,34.106,2,1.505,2,86.65,2,1487.038,2,26.5151,2,35.93212893,2,-122.93339766,2
1348928295,09/29/2012 14:18:15,2,docr,252.68,2,8.288,2,34.097,2,1.584,2,86.66,2,1486.619,2,26.5257,2,35.9321302,2,-122.93339526,2
1348928310,09/29/2012 14:18:30,2,docr,262.6,2,8.314,2,34.118,2,1.544,2,86.67,2,1486.908,2,26.5385,2,35.932136,2,-122.933404,2
1348928325,09/29/2012 14:18:45,2,docr,271.52,2,8.234,2,34.116,2,1.482,2,86.69,2,1486.753,2,26.5491,2,35.93215333,2,-122.9333988,2
1348928340,09/29/2012 14:19:00,2,docr,276.48,2,8.244,2,34.142,2,1.398,2,86.68,2,1486.905,2,26.5681,2,35.93198186,2,-122.93337406,2
1348928355,09/29/2012 14:19:15,2,docr,282.33,2,8.221,2,34.163,2,1.235,2,86.65,2,1486.941,2,26.5881,2,35.931632,2,-122.933319,2
1348928370,09/29/2012 14:19:30,2,docr,287.48,2,8.269,2,34.185,2,1.109,2,86.65,2,1487.235,2,26.5982,2,35.93160973,2,-122.93330646,2
1348928385,09/29/2012 14:19:45,2,docr,293.63,2,8.187,2,34.184,2,1.052,2,86.68,2,1487.027,2,26.6098,2,35.93160546,2,-122.93330033,2
1348928400,09/29/2012 14:20:00,2,docr,299.87,2,8.137,2,34.191,2,1.014,2,86.71,2,1486.951,2,26.6229,2,35.931613,2,-122.933277,2
1348928415,09/29/2012 14:20:15,2,docr,306.31,2,8.088,2,34.185,2,1.002,2,86.52,2,1486.866,2,26.6256,2,35.93164273,2,-122.93329313,2
1348928430,09/29/2012 14:20:30,2,docr,312.66,2,7.933,2,34.176,2,1.005,2,86.74,2,1486.373,2,26.6415,2,35.9316488,2,-122.9333026,2
1348928445,09/29/2012 14:20:45,2,docr,319.1,2,7.848,2,34.174,2,0.999,2,86.75,2,1486.155,2,26.6525,2,35.9316324,2,-122.9333122,2
1348928460,09/29/2012 14:21:00,2,docr,325.64,2,7.763,2,34.173,2,1.011,2,86.73,2,1485.939,2,26.6642,2,35.93165313,2,-122.93330873,2
1348928475,09/29/2012 14:21:15,2,docr,332.18,2,7.87,2,34.209,2,0.928,2,86.77,2,1486.5,2,26.677,2,35.93166433,2,-122.9333062,2
1348928490,09/29/2012 14:21:30,2,docr,338.82,2,7.841,2,34.207,2,0.855,2,86.77,2,1486.497,2,26.6798,2,35.931673,2,-122.93332613,2
1348928505,09/29/2012 14:21:45,2,docr,345.56,2,7.762,2,34.206,2,0.84,2,86.74,2,1486.308,2,26.6906,2,35.93168133,2,-122.9333188,2
1348928520,09/29/2012 14:22:00,2,docr,352.2,2,7.622,2,34.19,2,0.837,2,86.77,2,1485.864,2,26.6983,2,35.93168753,2,-122.9333126,2
1348928535,09/29/2012 14:22:15,2,docr,358.84,2,7.43,2,34.181,2,0.907,2,86.79,2,1485.228,2,26.7187,2,35.9317138,2,-122.9333226,2
1348928550,09/29/2012 14:22:30,2,docr,365.38,2,7.5,2,34.229,2,0.802,2,86.74,2,1485.665,2,26.7466,2,35.93172726,2,-122.93330926,2
1348928565,09/29/2012 14:22:45,2,docr,371.82,2,7.474,2,34.231,2,0.688,2,86.65,2,1485.675,2,26.752,2,35.931737,2,-122.933296,2
1348928580,09/29/2012 14:23:00,2,docr,378.36,2,7.31,2,34.21,2,0.707,2,86.77,2,1485.127,2,26.7587,2,35.93176126,2,-122.93330166,2
1348928595,09/29/2012 14:23:15,2,docr,384.9,2,7.317,2,34.232,2,0.708,2,86.75,2,1485.29,2,26.7751,2,35.93177113,2,-122.93330506,2
1348928610,09/29/2012 14:23:30,2,docr,391.44,2,7.234,2,34.209,2,0.674,2,86.78,2,1485.05,2,26.7687,2,35.931779,2,-122.933314,2
1348928625,09/29/2012 14:23:45,2,docr,398.18,2,7.009,2,34.189,2,0.74,2,86.81,2,1484.267,2,26.7841,2,35.93178846,2,-122.93330026,2
1348928640,09/29/2012 14:24:00,2,docr,405.21,2,7.005,2,34.212,2,0.714,2,86.8,2,1484.397,2,26.8028,2,35.931792,2,-122.9332958,2
1348928655,09/29/2012 14:24:15,2,docr,412.35,2,6.964,2,34.216,2,0.66,2,86.79,2,1484.361,2,26.8117,2,35.9318,2,-122.933288,2
1348928670,09/29/2012 14:24:30,2,docr,419.38,2,6.934,2,34.227,2,0.634,2,86.78,2,1484.375,2,26.8245,2,35.93181246,2,-122.9332798,2
1348928685,09/29/2012 14:24:45,2,docr,426.32,2,6.975,2,34.241,2,0.568,2,86.76,2,1484.668,2,26.8301,2,35.93182046,2,-122.93327246,2
1348928700,09/29/2012 14:25:00,2,docr,433.35,2,6.921,2,34.239,2,0.544,2,86.75,2,1484.572,2,26.8359,2,35.931837,2,-122.933275,2
1348928715,09/29/2012 14:25:15,2,docr,440.28,2,6.866,2,34.239,2,0.534,2,86.76,2,1484.474,2,26.8435,2,35.9318314,2,-122.9332734,2
1348928730,09/29/2012 14:25:30,2,docr,447.12,2,6.785,2,34.235,2,0.534,2,86.77,2,1484.266,2,26.8513,2,35.9318306,2,-122.9332754,2
1348928745,09/29/2012 14:25:45,2,docr,453.75,2,6.724,2,34.236,2,0.524,2,86.78,2,1484.14,2,26.8604,2,35.93184,2,-122.933255,2
1348928760,09/29/2012 14:26:00,2,docr,460.39,2,6.669,2,34.238,2,0.51,2,86.77,2,1484.038,2,26.8693,2,35.93185846,2,-122.93324633,2
1348928775,09/29/2012 14:26:15,2,docr,467.03,2,6.594,2,34.228,2,0.508,2,86.79,2,1483.842,2,26.8715,2,35.93186693,2,-122.93324686,2
1348928790,09/29/2012 14:26:30,2,docr,473.76,2,6.475,2,34.224,2,0.53,2,86.79,2,1483.482,2,26.884,2,35.9318594,2,-122.93322926,2
1348928805,09/29/2012 14:26:45,2,docr,480.2,2,6.477,2,34.234,2,0.504,2,86.76,2,1483.609,2,26.8917,2,35.93187153,2,-122.933238,2
1348928820,09/29/2012 14:27:00,2,docr,486.93,2,6.421,2,34.236,2,0.485,2,86.77,2,1483.503,2,26.9007,2,35.93188173,2,-122.9332508,2
1348928835,09/29/2012 14:27:15,2,docr,493.57,2,6.295,2,34.215,2,0.491,2,86.81,2,1483.09,2,26.9005,2,35.93188846,2,-122.933219,2
1348928850,09/29/2012 14:27:30,2,docr,500.3,2,6.13,2,34.212,2,0.517,2,86.82,2,1482.546,2,26.9193,2,35.93189553,2,-122.93322566,2
1348928865,09/29/2012 14:27:45,2,docr,507.14,2,6.101,2,34.22,2,0.501,2,86.83,2,1482.554,2,26.9294,2,35.93189966,2,-122.93322966,2
1348928880,09/29/2012 14:28:00,2,docr,513.77,2,6.071,2,34.228,2,0.481,2,86.82,2,1482.556,2,26.9396,2,35.931916,2,-122.933216,2
1348928895,09/29/2012 14:28:15,2,docr,519.51,2,6.028,2,34.227,2,0.471,2,86.81,2,1482.479,2,26.9442,2,35.9319234,2,-122.93321986,2
1348928910,09/29/2012 14:28:30,2,docr,517.93,2,6.032,2,34.229,2,0.469,2,86.8,2,1482.471,2,26.9453,2,35.93193,2,-122.933223,2
1348928925,09/29/2012 14:28:45,2,docr,517.53,2,6.04,2,34.23,2,0.466,2,86.8,2,1482.498,2,26.9451,2,35.931929,2,-122.933219,2
1348928940,09/29/2012 14:29:00,2,docr,516.74,2,6.043,2,34.229,2,0.464,2,86.8,2,1482.495,2,26.9439,2,35.9319132,2,-122.9332138,2
1348928955,09/29/2012 14:29:15,2,docr,515.26,2,6.051,2,34.229,2,0.463,2,86.8,2,1482.502,2,26.9429,2,35.931892,2,-122.933205,2
1348928970,09/29/2012 14:29:30,2,docr,513.77,2,6.053,2,34.229,2,0.464,2,86.8,2,1482.486,2,26.9426,2,35.9318804,2,-122.93320406,2
1348928985,09/29/2012 14:29:45,2,docr,514.36,2,6.05,2,34.227,2,0.462,2,86.81,2,1482.481,2,26.9414,2,35.9318834,2,-122.933208,2
1348929000,09/29/2012 14:30:00,2,docr,517.33,2,6.003,2,34.223,2,0.464,2,86.81,2,1482.338,2,26.9442,2,35.931884,2,-122.933211,2
1348929015,09/29/2012 14:30:15,2,docr,524.07,2,5.951,2,34.219,2,0.47,2,86.83,2,1482.238,2,26.9476,2,35.931429,2,-122.93323266,2
1348929030,09/29/2012 14:30:30,2,docr,531.89,2,5.908,2,34.224,2,0.469,2,86.82,2,1482.204,2,26.957,2,35.931635,2,-122.93320633,2
1348929045,09/29/2012 14:30:45,2,docr,536.54,2,5.918,2,34.231,2,0.448,2,86.83,2,1482.33,2,26.9613,2,35.932187,2,-122.933147,2
1348929060,09/29/2012 14:31:00,2,docr,543.87,2,5.828,2,34.232,2,0.428,2,86.84,2,1482.094,2,26.9734,2,35.9319208,2,-122.93319846,2
1348929075,09/29/2012 14:31:15,2,docr,550.9,2,5.792,2,34.24,2,0.411,2,86.85,2,1482.077,2,26.9842,2,35.93169013,2,-122.93324246,2
1348929090,09/29/2012 14:31:30,2,docr,557.04,2,5.724,2,34.241,2,0.4,2,86.86,2,1481.908,2,26.9934,2,35.931685,2,-122.933252,2
1348929105,09/29/2012 14:31:45,2,docr,563.37,2,5.688,2,34.251,2,0.386,2,86.83,2,1481.882,2,27.0057,2,35.93168973,2,-122.9332582,2
1348929120,09/29/2012 14:32:00,2,docr,570.11,2,5.721,2,34.269,2,0.36,2,86.81,2,1482.149,2,27.016,2,35.9316816,2,-122.9332666,2
1348929135,09/29/2012 14:32:15,2,docr,576.54,2,5.744,2,34.275,2,0.342,2,86.81,2,1482.356,2,27.0181,2,35.9316344,2,-122.93329286,2
1348929150,09/29/2012 14:32:30,2,docr,583.37,2,5.753,2,34.276,2,0.33,2,86.79,2,1482.507,2,27.0178,2,35.93164633,2,-122.93330053,2
1348929165,09/29/2012 14:32:45,2,docr,590.2,2,5.636,2,34.26,2,0.333,2,86.8,2,1482.132,2,27.0195,2,35.9316542,2,-122.93330613,2
1348929180,09/29/2012 14:33:00,2,docr,596.93,2,5.586,2,34.267,2,0.338,2,86.83,2,1482.052,2,27.0311,2,35.93167326,2,-122.93334946,2
1348929195,09/29/2012 14:33:15,2,docr,603.96,2,5.619,2,34.276,2,0.327,2,86.82,2,1482.313,2,27.0343,2,35.93167973,2,-122.9333586,2
1348929210,09/29/2012 14:33:30,2,docr,609.9,2,5.569,2,34.266,2,0.32,2,86.83,2,1482.198,2,27.0325,2,35.9316832,2,-122.93336206,2
1348929225,09/29/2012 14:33:45,2,docr,617.22,2,5.398,2,34.253,2,0.329,2,86.84,2,1481.615,2,27.0427,2,35.931686,2,-122.933363,2
1348929240,09/29/2012 14:34:00,2,docr,624.25,2,5.244,2,34.239,2,0.334,2,86.84,2,1481.091,2,27.0498,2,35.93165666,2,-122.933387,2
1348929255,09/29/2012 14:34:15,2,docr,630.29,2,5.14,2,34.234,2,0.345,2,86.84,2,1480.763,2,27.0579,2,35.931631,2,-122.933408,2
1348929270,09/29/2012 14:34:30,2,docr,636.92,2,5.132,2,34.242,2,0.34,2,86.85,2,1480.851,2,27.0652,2,35.931615,2,-122.9334,2
1348929285,09/29/2012 14:34:45,2,docr,643.55,2,5.152,2,34.264,2,0.316,2,86.85,2,1481.071,2,27.0804,2,35.931653,2,-122.9334016,2
1348929300,09/29/2012 14:35:00,2,docr,650.28,2,5.128,2,34.257,2,0.297,2,86.85,2,1481.077,2,27.0777,2,35.931701,2,-122.9334,2
1348929315,09/29/2012 14:35:15,2,docr,657,2,5.017,2,34.258,2,0.294,2,86.86,2,1480.738,2,27.0913,2,35.9317118,2,-122.93338253,2
1348929330,09/29/2012 14:35:30,2,docr,663.93,2,4.98,2,34.265,2,0.286,2,86.86,2,1480.712,2,27.1011,2,35.9317232,2,-122.933383,2
1348929345,09/29/2012 14:35:45,2,docr,670.86,2,4.962,2,34.272,2,0.276,2,86.86,2,1480.763,2,27.1088,2,35.93174,2,-122.933389,2
1348929360,09/29/2012 14:36:00,2,docr,677.69,2,4.946,2,34.276,2,0.271,2,86.86,2,1480.816,2,27.1138,2,35.931758,2,-122.93338406,2
1348929375,09/29/2012 14:36:15,2,docr,684.51,2,4.916,2,34.284,2,0.265,2,86.86,2,1480.818,2,27.1236,2,35.93176,2,-122.93338266,2
1348929390,09/29/2012 14:36:30,2,docr,691.44,2,4.891,2,34.288,2,0.26,2,86.85,2,1480.836,2,27.1297,2,35.931756,2,-122.933382,2
1348929405,09/29/2012 14:36:45,2,docr,699.35,2,4.891,2,34.295,2,0.257,2,86.85,2,1480.977,2,27.1353,2,35.931832,2,-122.93334306,2
1348929420,09/29/2012 14:37:00,2,docr,707.76,2,4.91,2,34.308,2,0.255,2,86.85,2,1481.212,2,27.1436,2,35.93188673,2,-122.93331553,2
1348929435,09/29/2012 14:37:15,2,docr,715.58,2,4.911,2,34.318,2,0.25,2,86.85,2,1481.359,2,27.1515,2,35.931886,2,-122.933317,2
1348929450,09/29/2012 14:37:30,2,docr,720.03,2,4.949,2,34.331,2,0.247,2,86.84,2,1481.606,2,27.1575,2,35.9310808,2,-122.9335106,2
1348929465,09/29/2012 14:37:45,2,docr,724.88,2,4.921,2,34.332,2,0.244,2,86.83,2,1481.573,2,27.1615,2,35.9309758,2,-122.933526,2
1348929480,09/29/2012 14:38:00,2,docr,730.91,2,4.883,2,34.332,2,0.243,2,86.85,2,1481.519,2,27.1659,2,35.931727,2,-122.933306,2
1348929495,09/29/2012 14:38:15,2,docr,737.14,2,4.832,2,34.335,2,0.241,2,86.86,2,1481.418,2,27.174,2,35.93174033,2,-122.933298,2
1348929510,09/29/2012 14:38:30,2,docr,743.37,2,4.83,2,34.344,2,0.241,2,86.85,2,1481.525,2,27.1814,2,35.93175433,2,-122.93329113,2
1348929525,09/29/2012 14:38:45,2,docr,749.51,2,4.883,2,34.362,2,0.243,2,86.82,2,1481.868,2,27.1898,2,35.9318394,2,-122.93325966,2
1348929540,09/29/2012 14:39:00,2,docr,755.84,2,4.901,2,34.367,2,0.248,2,86.79,2,1482.053,2,27.1918,2,35.9318486,2,-122.9332526,2
1348929555,09/29/2012 14:39:15,2,docr,761.97,2,4.874,2,34.365,2,0.248,2,86.81,2,1482.043,2,27.1934,2,35.93186246,2,-122.93324906,2
1348929570,09/29/2012 14:39:30,2,docr,768.2,2,4.818,2,34.36,2,0.248,2,86.81,2,1481.911,2,27.1957,2,35.9319066,2,-122.9332288,2
1348929585,09/29/2012 14:39:45,2,docr,774.43,2,4.737,2,34.353,2,0.246,2,86.82,2,1481.674,2,27.1992,2,35.93192226,2,-122.93323053,2
1348929600,09/29/2012 14:40:00,2,docr,780.36,2,4.658,2,34.343,2,0.242,2,86.85,2,1481.436,2,27.2,2,35.931939,2,-122.933236,2
1348929615,09/29/2012 14:40:15,2,docr,786.2,2,4.611,2,34.344,2,0.24,2,86.86,2,1481.341,2,27.206,2,35.93201666,2,-122.93320353,2
1348929630,09/29/2012 14:40:30,2,docr,792.63,2,4.593,2,34.345,2,0.24,2,86.86,2,1481.376,2,27.2088,2,35.93202953,2,-122.9331984,2
1348929645,09/29/2012 14:40:45,2,docr,800.44,2,4.562,2,34.347,2,0.24,2,86.86,2,1481.381,2,27.2139,2,35.932041,2,-122.93318,2
1348929660,09/29/2012 14:41:00,2,docr,807.16,2,4.558,2,34.353,2,0.238,2,86.86,2,1481.485,2,27.2191,2,35.9320818,2,-122.933172,2
1348929675,09/29/2012 14:41:15,2,docr,812.9,2,4.565,2,34.357,2,0.24,2,86.85,2,1481.615,2,27.2216,2,35.93210046,2,-122.9331652,2
1348929690,09/29/2012 14:41:30,2,docr,818.73,2,4.542,2,34.358,2,0.241,2,86.84,2,1481.619,2,27.2249,2,35.932105,2,-122.933176,2
1348929705,09/29/2012 14:41:45,2,docr,824.46,2,4.528,2,34.36,2,0.241,2,86.85,2,1481.659,2,27.2281,2,35.9321018,2,-122.93317706,2
1348929720,09/29/2012 14:42:00,2,docr,830.2,2,4.51,2,34.362,2,0.241,2,86.83,2,1481.684,2,27.2317,2,35.932129,2,-122.93317766,2
1348929735,09/29/2012 14:42:15,2,docr,835.44,2,4.468,2,34.36,2,0.242,2,86.86,2,1481.595,2,27.2347,2,35.932193,2,-122.933187,2
1348929750,09/29/2012 14:42:30,2,docr,841.87,2,4.439,2,34.363,2,0.242,2,86.86,2,1481.587,2,27.2402,2,35.932217,2,-122.9331774,2
1348929765,09/29/2012 14:42:45,2,docr,849.87,2,4.431,2,34.365,2,0.243,2,86.86,2,1481.69,2,27.2427,2,35.93222153,2,-122.93317606,2
1348929780,09/29/2012 14:43:00,2,docr,858.47,2,4.411,2,34.369,2,0.245,2,86.85,2,1481.756,2,27.2481,2,35.932204,2,-122.933169,2
1348929795,09/29/2012 14:43:15,2,docr,866.58,2,4.395,2,34.375,2,0.248,2,86.86,2,1481.834,2,27.2547,2,35.93220546,2,-122.93317486,2
1348929810,09/29/2012 14:43:30,2,docr,874.39,2,4.405,2,34.387,2,0.254,2,86.85,2,1482.021,2,27.2632,2,35.93221706,2,-122.93317573,2
1348929825,09/29/2012 14:43:45,2,docr,880.62,2,4.406,2,34.392,2,0.268,2,86.84,2,1482.136,2,27.2671,2,35.932262,2,-122.933174,2
1348929840,09/29/2012 14:44:00,2,docr,886.15,2,4.329,2,34.384,2,0.266,2,86.86,2,1481.899,2,27.269,2,35.93171413,2,-122.933136,2
1348929855,09/29/2012 14:44:15,2,docr,891.49,2,4.314,2,34.386,2,0.263,2,86.87,2,1481.929,2,27.2722,2,35.930889,2,-122.933079,2
1348929870,09/29/2012 14:44:30,2,docr,896.83,2,4.299,2,34.389,2,0.265,2,86.87,2,1481.96,2,27.2762,2,35.9301714,2,-122.93299666,2
1348929885,09/29/2012 14:44:45,2,docr,902.46,2,4.285,2,34.391,2,0.268,2,86.87,2,1481.999,2,27.2793,2,35.9313168,2,-122.9330986,2
1348929900,09/29/2012 14:45:00,2,docr,908.19,2,4.269,2,34.393,2,0.273,2,86.87,2,1482.031,2,27.2827,2,35.93215593,2,-122.93317413,2
1348929915,09/29/2012 14:45:15,2,docr,913.93,2,4.257,2,34.395,2,0.276,2,86.87,2,1482.08,2,27.2856,2,35.9321846,2,-122.9331564,2
1348929930,09/29/2012 14:45:30,2,docr,919.16,2,4.237,2,34.398,2,0.28,2,86.87,2,1482.088,2,27.2901,2,35.93219686,2,-122.9331458,2
1348929945,09/29/2012 14:45:45,2,docr,924.8,2,4.208,2,34.401,2,0.285,2,86.87,2,1482.066,2,27.2955,2,35.932209,2,-122.933137,2
