usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1348933860,09/29/2012 15:51:00,2,docr,2606.21,2,1.747,2,34.642,2,2.159,2,86.84,2,1500.492,2,27.7186,2,35.9334966,2,-122.93297046,2
1348933875,09/29/2012 15:51:15,2,docr,2614.06,2,1.743,2,34.643,2,2.167,2,86.84,2,1500.611,2,27.7198,2,35.933525,2,-122.932959,2
1348933890,09/29/2012 15:51:30,2,docr,2621.9,2,1.74,2,34.643,2,2.173,2,86.84,2,1500.734,2,27.72,2,35.93356313,2,-122.93295846,2
1348933905,09/29/2012 15:51:45,2,docr,2629.64,2,1.737,2,34.643,2,2.18,2,86.82,2,1500.855,2,27.7203,2,35.93358973,2,-122.93295213,2
1348933920,09/29/2012 15:52:00,2,docr,2636.9,2,1.735,2,34.644,2,2.186,2,86.82,2,1500.973,2,27.7213,2,35.933651,2,-122.932934,2
1348933935,09/29/2012 15:52:15,2,docr,2643.96,2,1.732,2,34.644,2,2.192,2,86.85,2,1501.082,2,27.7215,2,35.93364346,2,-122.9329432,2
1348933950,09/29/2012 15:52:30,2,docr,2651.6,2,1.728,2,34.644,2,2.198,2,86.85,2,1501.197,2,27.7219,2,35.93365033,2,-122.9329496,2
1348933965,09/29/2012 15:52:45,2,docr,2659.35,2,1.723,2,34.645,2,2.207,2,86.87,2,1501.311,2,27.7231,2,35.933669,2,-122.932938,2
1348933980,09/29/2012 15:53:00,2,docr,2666.99,2,1.722,2,34.645,2,2.212,2,86.86,2,1501.439,2,27.7232,2,35.93369686,2,-122.93295773,2
1348933995,09/29/2012 15:53:15,2,docr,2675.42,2,1.718,2,34.646,2,2.219,2,86.86,2,1501.569,2,27.7244,2,35.93371613,2,-122.93296026,2
1348934010,09/29/2012 15:53:30,2,docr,2684.44,2,1.717,2,34.646,2,2.228,2,86.85,2,1501.721,2,27.7245,2,35.933758,2,-122.932963,2
1348934025,09/29/2012 15:53:45,2,docr,2693.55,2,1.712,2,34.646,2,2.233,2,86.88,2,1501.858,2,27.7249,2,35.9337392,2,-122.93296733,2
1348934040,09/29/2012 15:54:00,2,docr,2701.39,2,1.707,2,34.647,2,2.242,2,86.9,2,1501.973,2,27.7261,2,35.933722,2,-122.93297193,2
1348934055,09/29/2012 15:54:15,2,docr,2708.35,2,1.706,2,34.647,2,2.249,2,86.91,2,1502.089,2,27.7263,2,35.93370053,2,-122.93297193,2
1348934070,09/29/2012 15:54:30,2,docr,2715.31,2,1.705,2,34.647,2,2.251,2,86.92,2,1502.206,2,27.7264,2,35.9336878,2,-122.9329878,2
1348934085,09/29/2012 15:54:45,2,docr,2722.66,2,1.703,2,34.647,2,2.255,2,86.91,2,1502.325,2,27.7266,2,35.933673,2,-122.93301,2
1348934100,09/29/2012 15:55:00,2,docr,2731.09,2,1.699,2,34.647,2,2.262,2,86.92,2,1502.453,2,27.7269,2,35.93368233,2,-122.93302006,2
1348934115,09/29/2012 15:55:15,2,docr,2738.43,2,1.696,2,34.648,2,2.267,2,86.93,2,1502.569,2,27.728,2,35.93367766,2,-122.93302546,2
1348934130,09/29/2012 15:55:30,2,docr,2745.39,2,1.696,2,34.648,2,2.271,2,86.93,2,1502.69,2,27.728,2,35.933681,2,-122.93304,2
1348934145,09/29/2012 15:55:45,2,docr,2752.54,2,1.695,2,34.648,2,2.274,2,86.93,2,1502.81,2,27.7282,2,35.93365626,2,-122.93304446,2
1348934160,09/29/2012 15:56:00,2,docr,2759.7,2,1.692,2,34.648,2,2.28,2,86.93,2,1502.921,2,27.7284,2,35.9336226,2,-122.933054,2
1348934175,09/29/2012 15:56:15,2,docr,2766.95,2,1.69,2,34.648,2,2.285,2,86.93,2,1503.038,2,27.7286,2,35.933594,2,-122.933066,2
1348934190,09/29/2012 15:56:30,2,docr,2774.29,2,1.688,2,34.649,2,2.291,2,86.93,2,1503.158,2,27.7296,2,35.93358006,2,-122.9330578,2
1348934205,09/29/2012 15:56:45,2,docr,2781.64,2,1.685,2,34.649,2,2.297,2,86.93,2,1503.273,2,27.7299,2,35.93357586,2,-122.93306266,2
1348934220,09/29/2012 15:57:00,2,docr,2788.89,2,1.684,2,34.649,2,2.301,2,86.93,2,1503.394,2,27.73,2,35.933564,2,-122.93309,2
1348934235,09/29/2012 15:57:15,2,docr,2796.24,2,1.682,2,34.649,2,2.306,2,86.93,2,1503.513,2,27.7302,2,35.93355306,2,-122.9330868,2
1348934250,09/29/2012 15:57:30,2,docr,2803.58,2,1.677,2,34.65,2,2.311,2,86.92,2,1503.62,2,27.7314,2,35.93353586,2,-122.9330962,2
1348934265,09/29/2012 15:57:45,2,docr,2810.93,2,1.674,2,34.65,2,2.319,2,86.93,2,1503.735,2,27.7317,2,35.93352,2,-122.933137,2
1348934280,09/29/2012 15:58:00,2,docr,2818.18,2,1.673,2,34.65,2,2.322,2,86.93,2,1503.857,2,27.7318,2,35.93349113,2,-122.93310433,2
1348934295,09/29/2012 15:58:15,2,docr,2825.62,2,1.671,2,34.65,2,2.327,2,86.93,2,1503.977,2,27.732,2,35.9334994,2,-122.9330986,2
1348934310,09/29/2012 15:58:30,2,docr,2832.87,2,1.667,2,34.651,2,2.333,2,86.92,2,1504.087,2,27.7331,2,35.9335534,2,-122.93313806,2
1348934325,09/29/2012 15:58:45,2,docr,2839.73,2,1.665,2,34.651,2,2.337,2,86.91,2,1504.198,2,27.7333,2,35.93351506,2,-122.93314446,2
1348934340,09/29/2012 15:59:00,2,docr,2846.68,2,1.661,2,34.652,2,2.346,2,86.92,2,1504.303,2,27.7344,2,35.93349866,2,-122.93314633,2
1348934355,09/29/2012 15:59:15,2,docr,2853.63,2,1.661,2,34.652,2,2.352,2,86.93,2,1504.424,2,27.7345,2,35.933523,2,-122.933118,2
1348934370,09/29/2012 15:59:30,2,docr,2860.49,2,1.658,2,34.652,2,2.355,2,86.93,2,1504.53,2,27.7347,2,35.93352586,2,-122.93315313,2
1348934385,09/29/2012 15:59:45,2,docr,2867.44,2,1.655,2,34.652,2,2.362,2,86.93,2,1504.638,2,27.735,2,35.93352713,2,-122.9331876,2
1348934400,09/29/2012 16:00:00,2,docr,2874.3,2,1.654,2,34.652,2,2.365,2,86.92,2,1504.753,2,27.7351,2,35.93352993,2,-122.93314746,2
1348934415,09/29/2012 16:00:15,2,docr,2881.05,2,1.652,2,34.652,2,2.37,2,86.93,2,1504.861,2,27.7353,2,35.933565,2,-122.9331564,2
1348934430,09/29/2012 16:00:30,2,docr,2888.01,2,1.65,2,34.653,2,2.376,2,86.91,2,1504.975,2,27.7363,2,35.933597,2,-122.933169,2
1348934445,09/29/2012 16:00:45,2,docr,2895.06,2,1.647,2,34.653,2,2.381,2,86.91,2,1505.085,2,27.7366,2,35.93358306,2,-122.93316926,2
1348934460,09/29/2012 16:01:00,2,docr,2903.18,2,1.644,2,34.653,2,2.389,2,86.9,2,1505.213,2,27.7368,2,35.93358906,2,-122.93317126,2
1348934475,09/29/2012 16:01:15,2,docr,2912.09,2,1.643,2,34.654,2,2.396,2,86.91,2,1505.365,2,27.7378,2,35.933582,2,-122.933169,2
1348934490,09/29/2012 16:01:30,2,docr,2921.2,2,1.642,2,34.654,2,2.399,2,86.89,2,1505.519,2,27.7379,2,35.93356713,2,-122.93316226,2
1348934505,09/29/2012 16:01:45,2,docr,2930.2,2,1.64,2,34.654,2,2.402,2,86.91,2,1505.668,2,27.7381,2,35.9335656,2,-122.9331648,2
1348934520,09/29/2012 16:02:00,2,docr,2939.31,2,1.638,2,34.654,2,2.407,2,86.9,2,1505.818,2,27.7383,2,35.933573,2,-122.933161,2
1348934535,09/29/2012 16:02:15,2,docr,2948.31,2,1.637,2,34.654,2,2.414,2,86.91,2,1505.97,2,27.7384,2,35.93357513,2,-122.93318126,2
1348934550,09/29/2012 16:02:30,2,docr,2957.42,2,1.635,2,34.654,2,2.418,2,86.91,2,1506.12,2,27.7386,2,35.93358066,2,-122.93317973,2
1348934565,09/29/2012 16:02:45,2,docr,2966.32,2,1.632,2,34.655,2,2.423,2,86.91,2,1506.264,2,27.7397,2,35.933588,2,-122.933174,2
1348934580,09/29/2012 16:03:00,2,docr,2975.13,2,1.629,2,34.655,2,2.43,2,86.92,2,1506.404,2,27.74,2,35.93356453,2,-122.93316893,2
1348934595,09/29/2012 16:03:15,2,docr,2983.75,2,1.628,2,34.655,2,2.434,2,86.91,2,1506.55,2,27.7401,2,35.9335678,2,-122.93316786,2
1348934610,09/29/2012 16:03:30,2,docr,2992.56,2,1.626,2,34.655,2,2.437,2,86.92,2,1506.695,2,27.7403,2,35.933586,2,-122.93317,2
1348934625,09/29/2012 16:03:45,2,docr,3001.36,2,1.623,2,34.656,2,2.445,2,86.92,2,1506.837,2,27.7414,2,35.9336122,2,-122.93314706,2
1348934640,09/29/2012 16:04:00,2,docr,3010.17,2,1.623,2,34.656,2,2.449,2,86.92,2,1506.99,2,27.7415,2,35.9336174,2,-122.9331474,2
1348934655,09/29/2012 16:04:15,2,docr,3018.88,2,1.622,2,34.656,2,2.451,2,86.91,2,1507.138,2,27.7416,2,35.93358526,2,-122.93317193,2
1348934670,09/29/2012 16:04:30,2,docr,3027.69,2,1.621,2,34.656,2,2.454,2,86.92,2,1507.287,2,27.7417,2,35.93358266,2,-122.9331818,2
1348934685,09/29/2012 16:04:45,2,docr,3036.3,2,1.619,2,34.656,2,2.457,2,86.92,2,1507.429,2,27.7419,2,35.93358493,2,-122.93318786,2
1348934700,09/29/2012 16:05:00,2,docr,3044.81,2,1.617,2,34.656,2,2.461,2,86.88,2,1507.569,2,27.7421,2,35.9335624,2,-122.93320693,2
1348934715,09/29/2012 16:05:15,2,docr,3053.32,2,1.615,2,34.656,2,2.468,2,86.92,2,1507.709,2,27.7423,2,35.93358086,2,-122.933205,2
1348934730,09/29/2012 16:05:30,2,docr,3061.74,2,1.615,2,34.657,2,2.47,2,86.92,2,1507.857,2,27.7432,2,35.93358686,2,-122.93320006,2
1348934745,09/29/2012 16:05:45,2,docr,3069.27,2,1.615,2,34.656,2,2.473,2,86.93,2,1507.987,2,27.7424,2,35.93361486,2,-122.93321686,2
1348934760,09/29/2012 16:06:00,2,docr,3076.32,2,1.614,2,34.657,2,2.473,2,86.92,2,1508.108,2,27.7434,2,35.9336144,2,-122.93322246,2
1348934775,09/29/2012 16:06:15,2,docr,3083.95,2,1.612,2,34.657,2,2.475,2,86.93,2,1508.232,2,27.7436,2,35.933613,2,-122.93323,2
1348934790,09/29/2012 16:06:30,2,docr,3092.75,2,1.611,2,34.657,2,2.48,2,86.93,2,1508.382,2,27.7437,2,35.93363746,2,-122.93321646,2
1348934805,09/29/2012 16:06:45,2,docr,3101.85,2,1.61,2,34.657,2,2.484,2,86.92,2,1508.536,2,27.7438,2,35.93362106,2,-122.93322586,2
1348934820,09/29/2012 16:07:00,2,docr,3111.04,2,1.606,2,34.657,2,2.489,2,86.92,2,1508.679,2,27.7442,2,35.933594,2,-122.933209,2
1348934835,09/29/2012 16:07:15,2,docr,3120.14,2,1.605,2,34.658,2,2.493,2,86.92,2,1508.835,2,27.7451,2,35.93358426,2,-122.93322193,2
1348934850,09/29/2012 16:07:30,2,docr,3129.33,2,1.605,2,34.658,2,2.495,2,86.92,2,1508.996,2,27.7452,2,35.93359766,2,-122.93322573,2
1348934865,09/29/2012 16:07:45,2,docr,3138.53,2,1.603,2,34.658,2,2.497,2,86.91,2,1509.148,2,27.7454,2,35.933622,2,-122.933222,2
1348934880,09/29/2012 16:08:00,2,docr,3147.62,2,1.601,2,34.658,2,2.501,2,86.9,2,1509.299,2,27.7456,2,35.933641,2,-122.93323113,2
1348934895,09/29/2012 16:08:15,2,docr,3156.62,2,1.6,2,34.659,2,2.504,2,86.9,2,1509.453,2,27.7465,2,35.9336248,2,-122.93324793,2
1348934910,09/29/2012 16:08:30,2,docr,3165.62,2,1.598,2,34.659,2,2.505,2,86.89,2,1509.602,2,27.7467,2,35.9336,2,-122.933269,2
1348934925,09/29/2012 16:08:45,2,docr,3174.62,2,1.596,2,34.659,2,2.51,2,86.91,2,1509.751,2,27.7469,2,35.93363013,2,-122.93326873,2
1348934940,09/29/2012 16:09:00,2,docr,3183.61,2,1.595,2,34.659,2,2.514,2,86.9,2,1509.904,2,27.7471,2,35.93363906,2,-122.93327446,2
1348934955,09/29/2012 16:09:15,2,docr,3192.61,2,1.594,2,34.659,2,2.517,2,86.89,2,1510.057,2,27.7472,2,35.933658,2,-122.933271,2
1348934970,09/29/2012 16:09:30,2,docr,3201.51,2,1.594,2,34.659,2,2.516,2,86.89,2,1510.213,2,27.7473,2,35.93362966,2,-122.93325786,2
1348934985,09/29/2012 16:09:45,2,docr,3210.6,2,1.594,2,34.659,2,2.518,2,86.89,2,1510.372,2,27.7473,2,35.9336314,2,-122.9332612,2
1348935000,09/29/2012 16:10:00,2,docr,3219.5,2,1.592,2,34.659,2,2.52,2,86.87,2,1510.519,2,27.7475,2,35.93368153,2,-122.9332648,2
1348935015,09/29/2012 16:10:15,2,docr,3228.29,2,1.591,2,34.659,2,2.522,2,86.87,2,1510.669,2,27.7477,2,35.9336678,2,-122.93326846,2
1348935030,09/29/2012 16:10:30,2,docr,3237.29,2,1.591,2,34.659,2,2.522,2,86.87,2,1510.826,2,27.7477,2,35.93365873,2,-122.9332706,2
1348935045,09/29/2012 16:10:45,2,docr,3246.38,2,1.591,2,34.66,2,2.524,2,86.86,2,1510.987,2,27.7486,2,35.933631,2,-122.933255,2
1348935060,09/29/2012 16:11:00,2,docr,3255.37,2,1.589,2,34.66,2,2.526,2,86.84,2,1511.136,2,27.7488,2,35.93363626,2,-122.9332698,2
1348935075,09/29/2012 16:11:15,2,docr,3264.46,2,1.586,2,34.66,2,2.53,2,86.83,2,1511.282,2,27.7491,2,35.93363113,2,-122.93327353,2
1348935090,09/29/2012 16:11:30,2,docr,3273.55,2,1.585,2,34.66,2,2.531,2,86.84,2,1511.437,2,27.7492,2,35.9336678,2,-122.9332914,2
1348935105,09/29/2012 16:11:45,2,docr,3282.64,2,1.584,2,34.661,2,2.532,2,86.82,2,1511.593,2,27.7501,2,35.9336514,2,-122.933278,2
1348935120,09/29/2012 16:12:00,2,docr,3291.83,2,1.585,2,34.66,2,2.534,2,86.84,2,1511.758,2,27.7493,2,35.933629,2,-122.933268,2
1348935135,09/29/2012 16:12:15,2,docr,3300.92,2,1.584,2,34.66,2,2.536,2,86.81,2,1511.913,2,27.7495,2,35.93365246,2,-122.93331066,2
1348935150,09/29/2012 16:12:30,2,docr,3309.91,2,1.583,2,34.661,2,2.538,2,86.85,2,1512.067,2,27.7504,2,35.93363933,2,-122.9333166,2
1348935165,09/29/2012 16:12:45,2,docr,3318.9,2,1.581,2,34.661,2,2.542,2,86.83,2,1512.216,2,27.7506,2,35.933636,2,-122.933327,2
1348935180,09/29/2012 16:13:00,2,docr,3326.82,2,1.579,2,34.661,2,2.544,2,86.83,2,1512.347,2,27.7508,2,35.93361573,2,-122.93331846,2
1348935195,09/29/2012 16:13:15,2,docr,3335.03,2,1.579,2,34.661,2,2.543,2,86.83,2,1512.491,2,27.7509,2,35.9336264,2,-122.93332466,2
1348935210,09/29/2012 16:13:30,2,docr,3345.48,2,1.579,2,34.661,2,2.545,2,86.82,2,1512.674,2,27.7509,2,35.933655,2,-122.933327,2
1348935225,09/29/2012 16:13:45,2,docr,3356.03,2,1.579,2,34.661,2,2.545,2,86.82,2,1512.86,2,27.751,2,35.93363226,2,-122.93333553,2
1348935240,09/29/2012 16:14:00,2,docr,3366.29,2,1.576,2,34.662,2,2.545,2,86.83,2,1513.028,2,27.7521,2,35.9336246,2,-122.93333906,2
1348935255,09/29/2012 16:14:15,2,docr,3375.48,2,1.574,2,34.662,2,2.552,2,86.82,2,1513.18,2,27.7523,2,35.933586,2,-122.933331,2
1348935270,09/29/2012 16:14:30,2,docr,3385.15,2,1.573,2,34.662,2,2.557,2,86.82,2,1513.346,2,27.7525,2,35.93362146,2,-122.93334273,2
1348935285,09/29/2012 16:14:45,2,docr,3394.72,2,1.572,2,34.662,2,2.561,2,86.81,2,1513.51,2,27.7526,2,35.9336186,2,-122.93335526,2
1348935300,09/29/2012 16:15:00,2,docr,3404.1,2,1.571,2,34.662,2,2.559,2,86.83,2,1513.67,2,27.7527,2,35.933607,2,-122.933379,2
1348935315,09/29/2012 16:15:15,2,docr,3413.19,2,1.569,2,34.662,2,2.562,2,86.83,2,1513.821,2,27.7529,2,35.93363546,2,-122.9333968,2
1348935330,09/29/2012 16:15:30,2,docr,3422.76,2,1.566,2,34.663,2,2.57,2,86.84,2,1513.978,2,27.754,2,35.93365673,2,-122.93341166,2
1348935345,09/29/2012 16:15:45,2,docr,3432.13,2,1.565,2,34.663,2,2.575,2,86.85,2,1514.138,2,27.7542,2,35.933671,2,-122.933389,2
1348935360,09/29/2012 16:16:00,2,docr,3441.61,2,1.563,2,34.663,2,2.579,2,86.85,2,1514.296,2,27.7544,2,35.9336462,2,-122.93341273,2
1348935375,09/29/2012 16:16:15,2,docr,3451.28,2,1.562,2,34.663,2,2.585,2,86.87,2,1514.462,2,27.7545,2,35.93363566,2,-122.9334274,2
1348935390,09/29/2012 16:16:30,2,docr,3460.95,2,1.561,2,34.663,2,2.592,2,86.84,2,1514.627,2,27.7546,2,35.933614,2,-122.9334066,2
1348935405,09/29/2012 16:16:45,2,docr,3470.61,2,1.56,2,34.663,2,2.595,2,86.89,2,1514.793,2,27.7548,2,35.93361153,2,-122.93340666,2
1348935420,09/29/2012 16:17:00,2,docr,3480.18,2,1.558,2,34.663,2,2.601,2,86.9,2,1514.953,2,27.755,2,35.93361046,2,-122.93340506,2
1348935435,09/29/2012 16:17:15,2,docr,3489.07,2,1.557,2,34.664,2,2.61,2,86.9,2,1515.106,2,27.7559,2,35.93357354,2,-122.93343672,2
1348935450,09/29/2012 16:17:30,2,docr,3498.25,2,1.554,2,34.664,2,2.613,2,86.87,2,1515.255,2,27.7562,2,35.93356718,2,-122.93344336,2
1348935465,09/29/2012 16:17:45,2,docr,3508.21,2,1.552,2,34.664,2,2.617,2,86.86,2,1515.421,2,27.7564,2,35.933546,2,-122.93343,2
1348935480,09/29/2012 16:18:00,2,docr,3518.07,2,1.549,2,34.665,2,2.62,2,86.84,2,1515.583,2,27.7575,2,35.9335846,2,-122.9334478,2
1348935495,09/29/2012 16:18:15,2,docr,3525.1,2,1.546,2,34.665,2,2.622,2,86.84,2,1515.694,2,27.7577,2,35.93356391,2,-122.93342783,2
1348935510,09/29/2012 16:18:30,2,docr,3525.1,2,1.545,2,34.665,2,2.623,2,86.84,2,1515.689,2,27.7578,2,35.933528,2,-122.933401,2
1348935525,09/29/2012 16:18:45,2,docr,3524.51,2,1.544,2,34.665,2,2.625,2,86.83,2,1515.675,2,27.7579,2,35.93350315,2,-122.93341884,2
1348935540,09/29/2012 16:19:00,2,docr,3524.51,2,1.556,2,34.665,2,2.625,2,86.85,2,1515.727,2,27.7571,2,35.93350181,2,-122.93341327,2
1348935555,09/29/2012 16:19:15,2,docr,3524.42,2,1.546,2,34.665,2,2.623,2,86.84,2,1515.682,2,27.7577,2,35.933507,2,-122.933399,2
1348935570,09/29/2012 16:19:30,2,docr,3524.32,2,1.546,2,34.666,2,2.623,2,86.84,2,1515.681,2,27.7585,2,35.93346933,2,-122.93339183,2
1348935585,09/29/2012 16:19:45,2,docr,3524.32,2,1.543,2,34.665,2,2.623,2,86.85,2,1515.667,2,27.7579,2,35.93346081,2,-122.93339254,2
1348935600,09/29/2012 16:20:00,2,docr,3524.42,2,1.544,2,34.665,2,2.623,2,86.86,2,1515.673,2,27.7579,2,35.933496,2,-122.933425,2
1348935615,09/29/2012 16:20:15,2,docr,3524.32,2,1.544,2,34.665,2,2.624,2,86.85,2,1515.671,2,27.7579,2,35.93350627,2,-122.9334239,2
1348935630,09/29/2012 16:20:30,2,docr,3524.22,2,1.544,2,34.665,2,2.623,2,86.81,2,1515.67,2,27.7579,2,35.93350576,2,-122.93342523,2
1348935645,09/29/2012 16:20:45,2,docr,3524.03,2,1.55,2,34.67,2,2.622,2,86.85,2,1515.699,2,27.7615,2,35.933514,2,-122.933424,2
1348935660,09/29/2012 16:21:00,2,docr,3523.83,2,1.552,2,34.662,2,2.623,2,86.85,2,1515.694,2,27.7549,2,35.93348038,2,-122.93342192,2
1348935675,09/29/2012 16:21:15,2,docr,3523.24,2,1.547,2,34.665,2,2.622,2,86.79,2,1515.666,2,27.7577,2,35.93346754,2,-122.93342172,2
1348935690,09/29/2012 16:21:30,2,docr,3522.95,2,1.546,2,34.665,2,2.622,2,86.84,2,1515.656,2,27.7577,2,35.933482,2,-122.933405,2
1348935705,09/29/2012 16:21:45,2,docr,3522.76,2,1.551,2,34.664,2,2.622,2,86.84,2,1515.673,2,27.7566,2,35.93347669,2,-122.93340638,2
1348935720,09/29/2012 16:22:00,2,docr,3523.24,2,1.553,2,34.664,2,2.622,2,86.82,2,1515.69,2,27.7564,2,35.93347084,2,-122.93340746,2
1348935735,09/29/2012 16:22:15,2,docr,3523.44,2,1.544,2,34.666,2,2.622,2,86.85,2,1515.657,2,27.7587,2,35.93344657,2,-122.9334195,2
1348935750,09/29/2012 16:22:30,2,docr,3522.85,2,1.544,2,34.665,2,2.622,2,86.84,2,1515.646,2,27.7579,2,35.93344678,2,-122.93342492,2
1348935765,09/29/2012 16:22:45,2,docr,3521.39,2,1.546,2,34.665,2,2.621,2,86.85,2,1515.628,2,27.7577,2,35.93345,2,-122.933437,2
1348935780,09/29/2012 16:23:00,2,docr,3521.39,2,1.544,2,34.665,2,2.622,2,86.84,2,1515.62,2,27.7579,2,35.93347893,2,-122.93342966,2
1348935795,09/29/2012 16:23:15,2,docr,3523.54,2,1.543,2,34.665,2,2.622,2,86.85,2,1515.653,2,27.7579,2,35.9334503,2,-122.93342453,2
1348935810,09/29/2012 16:23:30,2,docr,3526.76,2,1.543,2,34.665,2,2.623,2,86.83,2,1515.71,2,27.758,2,35.933414,2,-122.933415,2
1348935825,09/29/2012 16:23:45,2,docr,3530.27,2,1.543,2,34.665,2,2.619,2,86.83,2,1515.772,2,27.758,2,35.93343358,2,-122.9334155,2
1348935840,09/29/2012 16:24:00,2,docr,3533.98,2,1.542,2,34.665,2,2.62,2,86.82,2,1515.833,2,27.7581,2,35.93343457,2,-122.93340614,2
1348935855,09/29/2012 16:24:15,2,docr,3537.79,2,1.542,2,34.665,2,2.62,2,86.82,2,1515.9,2,27.7581,2,35.933406,2,-122.933377,2
1348935870,09/29/2012 16:24:30,2,docr,3541.79,2,1.542,2,34.665,2,2.62,2,86.81,2,1515.97,2,27.7581,2,35.9334396,2,-122.93339853,2
1348935885,09/29/2012 16:24:45,2,docr,3545.7,2,1.542,2,34.666,2,2.617,2,86.81,2,1516.041,2,27.759,2,35.93343893,2,-122.93339513,2
1348935900,09/29/2012 16:25:00,2,docr,3549.6,2,1.538,2,34.666,2,2.618,2,86.77,2,1516.092,2,27.7593,2,35.933428,2,-122.933383,2
1348935915,09/29/2012 16:25:15,2,docr,3553.41,2,1.536,2,34.666,2,2.619,2,86.73,2,1516.15,2,27.7594,2,35.93340253,2,-122.93335146,2
1348935930,09/29/2012 16:25:30,2,docr,3557.51,2,1.536,2,34.666,2,2.62,2,86.73,2,1516.222,2,27.7595,2,35.9333902,2,-122.93335246,2
1348935945,09/29/2012 16:25:45,2,docr,3561.61,2,1.535,2,34.667,2,2.617,2,86.71,2,1516.292,2,27.7604,2,35.933351,2,-122.933363,2
1348935960,09/29/2012 16:26:00,2,docr,3565.91,2,1.535,2,34.666,2,2.618,2,86.7,2,1516.366,2,27.7596,2,35.93337926,2,-122.93336626,2
1348935975,09/29/2012 16:26:15,2,docr,3570.01,2,1.534,2,34.667,2,2.619,2,86.7,2,1516.435,2,27.7605,2,35.93338453,2,-122.93336813,2
1348935990,09/29/2012 16:26:30,2,docr,3574.01,2,1.532,2,34.667,2,2.619,2,86.66,2,1516.497,2,27.7607,2,35.933316,2,-122.933362,2
1348936005,09/29/2012 16:26:45,2,docr,3578.11,2,1.531,2,34.667,2,2.618,2,86.65,2,1516.565,2,27.7608,2,35.93331814,2,-122.93337414,2
1348936020,09/29/2012 16:27:00,2,docr,3581.91,2,1.53,2,34.667,2,2.621,2,86.64,2,1516.628,2,27.7609,2,35.93332115,2,-122.93338338,2
1348936035,09/29/2012 16:27:15,2,docr,3585.82,2,1.529,2,34.667,2,2.621,2,86.63,2,1516.692,2,27.761,2,35.93327486,2,-122.93338266,2
1348936050,09/29/2012 16:27:30,2,docr,3589.62,2,1.527,2,34.667,2,2.625,2,86.6,2,1516.751,2,27.7611,2,35.93329446,2,-122.93339953,2
1348936065,09/29/2012 16:27:45,2,docr,3593.43,2,1.527,2,34.667,2,2.625,2,86.59,2,1516.818,2,27.7611,2,35.93328238,2,-122.93338915,2
1348936080,09/29/2012 16:28:00,2,docr,3597.24,2,1.526,2,34.668,2,2.627,2,86.56,2,1516.882,2,27.762,2,35.93326042,2,-122.93341228,2
1348936095,09/29/2012 16:28:15,2,docr,3601.24,2,1.526,2,34.667,2,2.625,2,86.55,2,1516.951,2,27.7613,2,35.93321915,2,-122.93338215,2
1348936110,09/29/2012 16:28:30,2,docr,3604.56,2,1.526,2,34.667,2,2.626,2,86.53,2,1517.009,2,27.7613,2,35.933183,2,-122.933356,2
1348936125,09/29/2012 16:28:45,2,docr,3606.51,2,1.525,2,34.667,2,2.625,2,86.5,2,1517.04,2,27.7614,2,35.93316573,2,-122.9333534,2
1348936140,09/29/2012 16:29:00,2,docr,3606.61,2,1.525,2,34.667,2,2.624,2,86.5,2,1517.041,2,27.7614,2,35.933184,2,-122.9333742,2
1348936155,09/29/2012 16:29:15,2,docr,3606.51,2,1.525,2,34.667,2,2.626,2,86.5,2,1517.04,2,27.7614,2,35.933207,2,-122.9334,2
1348936170,09/29/2012 16:29:30,2,docr,3606.22,2,1.525,2,34.668,2,2.624,2,86.53,2,1517.036,2,27.7622,2,35.93318707,2,-122.93340969,2
1348936185,09/29/2012 16:29:45,2,docr,3605.73,2,1.526,2,34.668,2,2.625,2,86.52,2,1517.031,2,27.7621,2,35.93320093,2,-122.93341333,2
1348936200,09/29/2012 16:30:00,2,docr,3605.05,2,1.532,2,34.668,2,2.624,2,86.49,2,1517.046,2,27.7617,2,35.933211,2,-122.933411,2
1348936215,09/29/2012 16:30:15,2,docr,3604.56,2,1.532,2,34.667,2,2.623,2,86.51,2,1517.036,2,27.7609,2,35.93322871,2,-122.93339464,2
1348936230,09/29/2012 16:30:30,2,docr,3604.56,2,1.529,2,34.668,2,2.624,2,86.5,2,1517.024,2,27.7619,2,35.93324514,2,-122.93340714,2
1348936245,09/29/2012 16:30:45,2,docr,3604.85,2,1.529,2,34.667,2,2.623,2,86.5,2,1517.028,2,27.7611,2,35.933268,2,-122.933424,2
1348936260,09/29/2012 16:31:00,2,docr,3605.83,2,1.528,2,34.668,2,2.622,2,86.5,2,1517.042,2,27.762,2,35.93329466,2,-122.93344608,2
1348936275,09/29/2012 16:31:15,2,docr,3605.44,2,1.527,2,34.668,2,2.62,2,86.5,2,1517.031,2,27.762,2,35.93329941,2,-122.93345108,2
1348936290,09/29/2012 16:31:30,2,docr,3605.24,2,1.529,2,34.668,2,2.619,2,86.5,2,1517.036,2,27.7619,2,35.933322,2,-122.93346,2
1348936305,09/29/2012 16:31:45,2,docr,3606.22,2,1.528,2,34.667,2,2.621,2,86.48,2,1517.047,2,27.7612,2,35.93336169,2,-122.93344707,2
